Datum Zeit,Borna O3
,µg/m³
01-05-00 00:00,75
30-04-00 23:00,61
30-04-00 22:00,68
30-04-00 21:00,107
30-04-00 20:00,83
30-04-00 19:00,101
30-04-00 18:00,91
30-04-00 17:00,109
30-04-00 16:00,117
30-04-00 15:00,120
30-04-00 14:00,113
30-04-00 13:00,91
30-04-00 12:00,83
30-04-00 11:00,62
30-04-00 10:00,47
30-04-00 09:00,34
30-04-00 08:00,22
30-04-00 07:00,16
30-04-00 06:00,8
30-04-00 05:00,4
30-04-00 04:00,4
30-04-00 03:00,
30-04-00 02:00,7
30-04-00 01:00,3
30-04-00 00:00,5
29-04-00 23:00,3
29-04-00 22:00,8
29-04-00 21:00,36
29-04-00 20:00,25
29-04-00 19:00,40
29-04-00 18:00,67
29-04-00 17:00,90
29-04-00 16:00,93
29-04-00 15:00,87
29-04-00 14:00,68
29-04-00 13:00,58
29-04-00 12:00,62
29-04-00 11:00,48
29-04-00 10:00,46
29-04-00 09:00,36
29-04-00 08:00,30
29-04-00 07:00,38
29-04-00 06:00,44
29-04-00 05:00,56
29-04-00 04:00,
29-04-00 03:00,72
29-04-00 02:00,74
29-04-00 01:00,65
29-04-00 00:00,77
28-04-00 23:00,74
28-04-00 22:00,73
28-04-00 21:00,77
28-04-00 20:00,73
28-04-00 19:00,68
28-04-00 18:00,71
28-04-00 17:00,81
28-04-00 16:00,76
28-04-00 15:00,73
28-04-00 14:00,77
28-04-00 13:00,72
28-04-00 12:00,61
28-04-00 11:00,64
28-04-00 10:00,53
28-04-00 09:00,44
28-04-00 08:00,43
28-04-00 07:00,38
28-04-00 06:00,37
28-04-00 05:00,54
28-04-00 04:00,
28-04-00 03:00,67
28-04-00 02:00,75
28-04-00 01:00,72
28-04-00 00:00,70
27-04-00 23:00,64
27-04-00 22:00,55
27-04-00 21:00,60
27-04-00 20:00,57
27-04-00 19:00,60
27-04-00 18:00,46
27-04-00 17:00,51
27-04-00 16:00,64
27-04-00 15:00,79
27-04-00 14:00,83
27-04-00 13:00,91
27-04-00 12:00,74
27-04-00 11:00,49
27-04-00 10:00,37
27-04-00 09:00,21
27-04-00 08:00,13
27-04-00 07:00,1
27-04-00 06:00,1
27-04-00 05:00,
27-04-00 04:00,1
27-04-00 03:00,3
27-04-00 02:00,13
27-04-00 01:00,16
27-04-00 00:00,26
26-04-00 23:00,29
