Datum Zeit,Freiberg SO2
,µg/m³
01-05-00 00:00,1.2
30-04-00 23:00,1.2
30-04-00 22:00,1.9
30-04-00 21:00,2.7
30-04-00 20:00,3.4
30-04-00 19:00,4.7
30-04-00 18:00,2.3
30-04-00 17:00,2.5
30-04-00 16:00,2.6
30-04-00 15:00,
30-04-00 14:00,4.9
30-04-00 13:00,4.9
30-04-00 12:00,9.2
30-04-00 11:00,5.4
30-04-00 10:00,6.0
30-04-00 09:00,7.9
30-04-00 08:00,7.3
30-04-00 07:00,8.2
30-04-00 06:00,6.1
30-04-00 05:00,4.5
30-04-00 04:00,3.5
30-04-00 03:00,3.4
30-04-00 02:00,2.4
30-04-00 01:00,4.9
30-04-00 00:00,12.4
29-04-00 23:00,11.5
29-04-00 22:00,10.4
29-04-00 21:00,12.5
29-04-00 20:00,12.7
29-04-00 19:00,8.8
29-04-00 18:00,7.8
29-04-00 17:00,8.3
29-04-00 16:00,
29-04-00 15:00,10.5
29-04-00 14:00,12.1
29-04-00 13:00,13.2
29-04-00 12:00,10.0
29-04-00 11:00,8.6
29-04-00 10:00,10.5
29-04-00 09:00,10.8
29-04-00 08:00,10.8
29-04-00 07:00,9.8
29-04-00 06:00,9.3
29-04-00 05:00,7.9
29-04-00 04:00,8.0
29-04-00 03:00,9.0
29-04-00 02:00,11.1
29-04-00 01:00,9.5
29-04-00 00:00,7.7
28-04-00 23:00,7.5
28-04-00 22:00,7.8
28-04-00 21:00,8.4
28-04-00 20:00,8.4
28-04-00 19:00,7.3
28-04-00 18:00,6.5
28-04-00 17:00,6.5
28-04-00 16:00,
28-04-00 15:00,5.7
28-04-00 14:00,4.4
28-04-00 13:00,4.7
28-04-00 12:00,6.1
28-04-00 11:00,7.8
28-04-00 10:00,8.6
28-04-00 09:00,9.9
28-04-00 08:00,8.2
28-04-00 07:00,7.5
28-04-00 06:00,7.4
28-04-00 05:00,8.6
28-04-00 04:00,8.0
28-04-00 03:00,8.8
28-04-00 02:00,9.4
28-04-00 01:00,12.1
28-04-00 00:00,15.8
27-04-00 23:00,13.5
27-04-00 22:00,13.2
27-04-00 21:00,11.3
27-04-00 20:00,12.0
27-04-00 19:00,10.8
27-04-00 18:00,7.7
27-04-00 17:00,
27-04-00 16:00,9.2
27-04-00 15:00,8.8
27-04-00 14:00,9.1
27-04-00 13:00,11.0
27-04-00 12:00,9.2
27-04-00 11:00,6.5
27-04-00 10:00,6.8
27-04-00 09:00,8.5
27-04-00 08:00,10.0
27-04-00 07:00,11.2
27-04-00 06:00,13.4
27-04-00 05:00,17.0
27-04-00 04:00,18.9
27-04-00 03:00,17.2
27-04-00 02:00,10.1
27-04-00 01:00,9.6
27-04-00 00:00,9.2
26-04-00 23:00,8.9
26-04-00 22:00,8.8
26-04-00 21:00,8.5
26-04-00 20:00,10.1
26-04-00 19:00,15.4
26-04-00 18:00,23.6
26-04-00 17:00,
26-04-00 16:00,31.9
26-04-00 15:00,26.9
26-04-00 14:00,33.3
26-04-00 13:00,34.7
26-04-00 12:00,29.9
26-04-00 11:00,22.8
26-04-00 10:00,34.5
26-04-00 09:00,39.6
26-04-00 08:00,19.1
26-04-00 07:00,13.8
26-04-00 06:00,10.1
26-04-00 05:00,7.8
26-04-00 04:00,7.1
26-04-00 03:00,4.4
26-04-00 02:00,3.8
26-04-00 01:00,3.6
26-04-00 00:00,3.1
25-04-00 23:00,3.0
25-04-00 22:00,4.0
25-04-00 21:00,3.8
25-04-00 20:00,3.4
25-04-00 19:00,3.3
25-04-00 18:00,
25-04-00 17:00,4.2
25-04-00 16:00,5.4
