Datum Zeit,Klingenthal O3
,µg/m³
01-05-00 00:00,35
30-04-00 23:00,41
30-04-00 22:00,56
30-04-00 21:00,58
30-04-00 20:00,66
30-04-00 19:00,68
30-04-00 18:00,61
30-04-00 17:00,54
30-04-00 16:00,87
30-04-00 15:00,93
30-04-00 14:00,124
30-04-00 13:00,126
30-04-00 12:00,124
30-04-00 11:00,118
30-04-00 10:00,107
30-04-00 09:00,96
30-04-00 08:00,44
30-04-00 07:00,9
30-04-00 06:00,
30-04-00 05:00,5
30-04-00 04:00,5
30-04-00 03:00,12
30-04-00 02:00,15
30-04-00 01:00,20
30-04-00 00:00,24
29-04-00 23:00,32
29-04-00 22:00,51
29-04-00 21:00,63
29-04-00 20:00,88
29-04-00 19:00,101
29-04-00 18:00,104
29-04-00 17:00,101
29-04-00 16:00,103
29-04-00 15:00,106
29-04-00 14:00,103
29-04-00 13:00,98
29-04-00 12:00,88
29-04-00 11:00,82
29-04-00 10:00,81
29-04-00 09:00,76
29-04-00 08:00,72
29-04-00 07:00,
29-04-00 06:00,24
29-04-00 05:00,41
29-04-00 04:00,48
29-04-00 03:00,49
29-04-00 02:00,59
29-04-00 01:00,87
29-04-00 00:00,102
28-04-00 23:00,111
28-04-00 22:00,116
28-04-00 21:00,119
28-04-00 20:00,121
28-04-00 19:00,124
28-04-00 18:00,126
28-04-00 17:00,127
28-04-00 16:00,119
28-04-00 15:00,116
28-04-00 14:00,113
28-04-00 13:00,106
28-04-00 12:00,99
28-04-00 11:00,92
28-04-00 10:00,91
28-04-00 09:00,91
28-04-00 08:00,89
28-04-00 07:00,
28-04-00 06:00,96
28-04-00 05:00,100
28-04-00 04:00,104
28-04-00 03:00,107
28-04-00 02:00,112
28-04-00 01:00,115
28-04-00 00:00,120
27-04-00 23:00,123
27-04-00 22:00,126
27-04-00 21:00,123
27-04-00 20:00,115
27-04-00 19:00,107
27-04-00 18:00,117
27-04-00 17:00,123
27-04-00 16:00,130
27-04-00 15:00,126
27-04-00 14:00,117
27-04-00 13:00,118
27-04-00 12:00,123
27-04-00 11:00,119
27-04-00 10:00,111
27-04-00 09:00,89
27-04-00 08:00,
27-04-00 07:00,3
27-04-00 06:00,2
27-04-00 05:00,2
27-04-00 04:00,5
27-04-00 03:00,8
27-04-00 02:00,13
27-04-00 01:00,19
27-04-00 00:00,24
26-04-00 23:00,30
26-04-00 22:00,39
26-04-00 21:00,54
26-04-00 20:00,84
26-04-00 19:00,117
26-04-00 18:00,120
26-04-00 17:00,124
26-04-00 16:00,126
26-04-00 15:00,116
26-04-00 14:00,110
26-04-00 13:00,108
26-04-00 12:00,101
26-04-00 11:00,90
26-04-00 10:00,82
26-04-00 09:00,59
26-04-00 08:00,
26-04-00 07:00,3
26-04-00 06:00,1
26-04-00 05:00,1
26-04-00 04:00,2
26-04-00 03:00,1
26-04-00 02:00,1
