Datum Zeit,Plauen-Sued SO2
,µg/m³
01-05-00 00:00,1.8
30-04-00 23:00,2.0
30-04-00 22:00,1.7
30-04-00 21:00,1.6
30-04-00 20:00,1.3
30-04-00 19:00,1.9
30-04-00 18:00,1.4
30-04-00 17:00,2.4
30-04-00 16:00,2.6
30-04-00 15:00,3.5
30-04-00 14:00,4.5
30-04-00 13:00,5.7
30-04-00 12:00,5.3
30-04-00 11:00,1.7
30-04-00 10:00,1.8
30-04-00 09:00,1.2
30-04-00 08:00,1.3
30-04-00 07:00,1.5
30-04-00 06:00,
30-04-00 05:00,1.0
30-04-00 04:00,1.0
30-04-00 03:00,1.2
30-04-00 02:00,1.5
30-04-00 01:00,1.0
30-04-00 00:00,1.9
29-04-00 23:00,1.2
29-04-00 22:00,2.2
29-04-00 21:00,2.3
29-04-00 20:00,2.3
29-04-00 19:00,3.2
29-04-00 18:00,3.0
29-04-00 17:00,3.7
29-04-00 16:00,3.5
29-04-00 15:00,3.9
29-04-00 14:00,6.1
29-04-00 13:00,6.0
29-04-00 12:00,6.4
29-04-00 11:00,7.6
29-04-00 10:00,7.8
29-04-00 09:00,9.6
29-04-00 08:00,14.4
29-04-00 07:00,8.5
29-04-00 06:00,
29-04-00 05:00,4.6
29-04-00 04:00,7.2
29-04-00 03:00,9.3
29-04-00 02:00,12.5
29-04-00 01:00,12.0
29-04-00 00:00,13.0
28-04-00 23:00,11.7
28-04-00 22:00,16.9
28-04-00 21:00,19.1
28-04-00 20:00,17.6
28-04-00 19:00,10.3
28-04-00 18:00,3.2
28-04-00 17:00,1.2
28-04-00 16:00,1.0
28-04-00 15:00,1.6
28-04-00 14:00,2.2
28-04-00 13:00,5.1
28-04-00 12:00,13.5
28-04-00 11:00,14.4
28-04-00 10:00,9.1
28-04-00 09:00,8.2
28-04-00 08:00,5.7
28-04-00 07:00,
28-04-00 06:00,2.1
28-04-00 05:00,1.6
28-04-00 04:00,2.3
28-04-00 03:00,2.5
28-04-00 02:00,1.0
28-04-00 01:00,1.8
28-04-00 00:00,4.3
27-04-00 23:00,8.2
27-04-00 22:00,11.3
27-04-00 21:00,8.8
27-04-00 20:00,2.1
27-04-00 19:00,3.3
27-04-00 18:00,3.3
27-04-00 17:00,3.7
27-04-00 16:00,4.2
27-04-00 15:00,8.4
27-04-00 14:00,9.8
27-04-00 13:00,12.7
27-04-00 12:00,9.6
27-04-00 11:00,7.8
27-04-00 10:00,7.1
27-04-00 09:00,11.8
27-04-00 08:00,4.9
27-04-00 07:00,
27-04-00 06:00,3.7
27-04-00 05:00,2.0
27-04-00 04:00,1.1
27-04-00 03:00,1.4
27-04-00 02:00,1.0
27-04-00 01:00,1.2
27-04-00 00:00,3.7
26-04-00 23:00,5.3
26-04-00 22:00,10.2
26-04-00 21:00,8.9
26-04-00 20:00,5.9
26-04-00 19:00,3.3
26-04-00 18:00,4.1
26-04-00 17:00,4.2
26-04-00 16:00,5.4
26-04-00 15:00,3.8
26-04-00 14:00,4.8
26-04-00 13:00,6.6
26-04-00 12:00,7.7
26-04-00 11:00,8.4
26-04-00 10:00,7.0
26-04-00 09:00,8.7
26-04-00 08:00,
26-04-00 07:00,2.7
26-04-00 06:00,3.5
26-04-00 05:00,2.7
26-04-00 04:00,2.7
26-04-00 03:00,1.7
26-04-00 02:00,2.3
26-04-00 01:00,2.4
26-04-00 00:00,1.8
25-04-00 23:00,2.1
25-04-00 22:00,3.0
25-04-00 21:00,2.6
25-04-00 20:00,2.9
25-04-00 19:00,2.8
25-04-00 18:00,2.7
25-04-00 17:00,2.9
25-04-00 16:00,3.2
25-04-00 15:00,3.6
25-04-00 14:00,3.1
25-04-00 13:00,3.6
25-04-00 12:00,3.3
25-04-00 11:00,3.6
25-04-00 10:00,3.8
25-04-00 09:00,3.0
25-04-00 08:00,
25-04-00 07:00,2.1
25-04-00 06:00,2.1
25-04-00 05:00,1.2
25-04-00 04:00,1.5
25-04-00 03:00,1.0
25-04-00 02:00,1.6
25-04-00 01:00,1.3
25-04-00 00:00,1.8
24-04-00 23:00,2.5
24-04-00 22:00,2.1
24-04-00 21:00,2.1
24-04-00 20:00,1.8
24-04-00 19:00,1.6
24-04-00 18:00,1.3
24-04-00 17:00,1.9
24-04-00 16:00,2.7
24-04-00 15:00,2.2
24-04-00 14:00,2.8
24-04-00 13:00,2.8
24-04-00 12:00,3.1
24-04-00 11:00,3.0
24-04-00 10:00,2.9
24-04-00 09:00,
24-04-00 08:00,3.4
24-04-00 07:00,2.2
24-04-00 06:00,3.0
24-04-00 05:00,2.0
24-04-00 04:00,2.1
24-04-00 03:00,1.8
24-04-00 02:00,2.4
24-04-00 01:00,2.5
24-04-00 00:00,1.7
23-04-00 23:00,2.6
23-04-00 22:00,3.0
23-04-00 21:00,2.6
23-04-00 20:00,3.8
23-04-00 19:00,2.9
23-04-00 18:00,3.5
23-04-00 17:00,3.6
23-04-00 16:00,3.1
23-04-00 15:00,4.0
23-04-00 14:00,5.2
23-04-00 13:00,5.1
23-04-00 12:00,4.9
23-04-00 11:00,4.4
23-04-00 10:00,6.1
23-04-00 09:00,
23-04-00 08:00,7.0
23-04-00 07:00,1.9
23-04-00 06:00,1.1
23-04-00 05:00,1.4
23-04-00 04:00,1.5
23-04-00 03:00,1.5
23-04-00 02:00,1.7
23-04-00 01:00,2.4
23-04-00 00:00,1.9
22-04-00 23:00,1.8
22-04-00 22:00,2.7
22-04-00 21:00,1.7
22-04-00 20:00,2.6
22-04-00 19:00,2.8
22-04-00 18:00,2.2
22-04-00 17:00,3.0
22-04-00 16:00,2.9
22-04-00 15:00,4.2
22-04-00 14:00,3.4
22-04-00 13:00,9.5
22-04-00 12:00,10.6
22-04-00 11:00,13.7
22-04-00 10:00,
22-04-00 09:00,4.4
22-04-00 08:00,2.5
22-04-00 07:00,2.7
22-04-00 06:00,1.9
22-04-00 05:00,1.5
22-04-00 04:00,1.2
22-04-00 03:00,1.7
22-04-00 02:00,1.7
22-04-00 01:00,1.1
22-04-00 00:00,1.5
21-04-00 23:00,2.0
21-04-00 22:00,2.8
21-04-00 21:00,2.8
21-04-00 20:00,3.0
21-04-00 19:00,3.3
21-04-00 18:00,2.5
21-04-00 17:00,2.6
21-04-00 16:00,1.9
21-04-00 15:00,2.6
21-04-00 14:00,3.1
21-04-00 13:00,2.8
21-04-00 12:00,3.0
21-04-00 11:00,5.5
21-04-00 10:00,
21-04-00 09:00,10.1
21-04-00 08:00,4.7
21-04-00 07:00,2.3
21-04-00 06:00,1.5
21-04-00 05:00,1.8
21-04-00 04:00,1.0
21-04-00 03:00,1.1
21-04-00 02:00,1.6
21-04-00 01:00,1.7
21-04-00 00:00,1.0
20-04-00 23:00,1.0
20-04-00 22:00,1.4
20-04-00 21:00,3.6
20-04-00 20:00,3.0
20-04-00 19:00,3.7
20-04-00 18:00,4.4
20-04-00 17:00,6.3
20-04-00 16:00,3.9
20-04-00 15:00,4.8
20-04-00 14:00,3.7
20-04-00 13:00,3.9
20-04-00 12:00,3.4
20-04-00 11:00,
20-04-00 10:00,3.9
20-04-00 09:00,1.1
20-04-00 08:00,1.2
20-04-00 07:00,1.1
20-04-00 06:00,1.7
20-04-00 05:00,1.6
20-04-00 04:00,1.1
20-04-00 03:00,1.2
20-04-00 02:00,1.0
20-04-00 01:00,1.0
20-04-00 00:00,1.0
19-04-00 23:00,1.0
19-04-00 22:00,1.0
19-04-00 21:00,1.0
19-04-00 20:00,1.0
19-04-00 19:00,1.1
19-04-00 18:00,1.2
19-04-00 17:00,2.1
19-04-00 16:00,5.0
19-04-00 15:00,4.8
19-04-00 14:00,6.0
19-04-00 13:00,3.3
19-04-00 12:00,1.7
19-04-00 11:00,
19-04-00 10:00,1.6
19-04-00 09:00,1.3
19-04-00 08:00,1.1
19-04-00 07:00,1.0
19-04-00 06:00,1.3
19-04-00 05:00,1.0
19-04-00 04:00,1.0
19-04-00 03:00,1.0
19-04-00 02:00,1.0
19-04-00 01:00,1.0
19-04-00 00:00,1.9
18-04-00 23:00,1.5
18-04-00 22:00,2.4
18-04-00 21:00,2.9
18-04-00 20:00,5.3
18-04-00 19:00,16.2
18-04-00 18:00,10.8
18-04-00 17:00,3.3
18-04-00 16:00,2.2
18-04-00 15:00,2.2
18-04-00 14:00,2.2
18-04-00 13:00,4.0
18-04-00 12:00,
18-04-00 11:00,10.2
18-04-00 10:00,8.8
18-04-00 09:00,2.9
18-04-00 08:00,2.7
18-04-00 07:00,2.9
18-04-00 06:00,3.1
18-04-00 05:00,2.9
18-04-00 04:00,2.5
18-04-00 03:00,2.3
18-04-00 02:00,1.0
18-04-00 01:00,1.0
18-04-00 00:00,1.0
17-04-00 23:00,1.0
17-04-00 22:00,1.0
17-04-00 21:00,1.6
17-04-00 20:00,2.2
17-04-00 19:00,2.2
17-04-00 18:00,1.8
17-04-00 17:00,2.0
17-04-00 16:00,3.0
17-04-00 15:00,3.3
17-04-00 14:00,3.4
17-04-00 13:00,7.3
17-04-00 12:00,
17-04-00 11:00,5.8
17-04-00 10:00,8.8
17-04-00 09:00,16.6
17-04-00 08:00,14.4
17-04-00 07:00,4.0
17-04-00 06:00,5.4
17-04-00 05:00,2.8
17-04-00 04:00,2.1
17-04-00 03:00,1.0
17-04-00 02:00,1.0
17-04-00 01:00,1.2
17-04-00 00:00,4.1
16-04-00 23:00,5.1
16-04-00 22:00,6.5
16-04-00 21:00,5.6
16-04-00 20:00,5.8
16-04-00 19:00,6.4
16-04-00 18:00,5.9
