Datum Zeit,Leipzig-Mitte PM10
,µg/m³
30-04-00,64
29-04-00,48
28-04-00,46
27-04-00,47
26-04-00,37
25-04-00,28
24-04-00,40
23-04-00,38
22-04-00,46
21-04-00,43
20-04-00,55
19-04-00,42
18-04-00,25
17-04-00,39
16-04-00,24
15-04-00,34
14-04-00,25
13-04-00,22
12-04-00,43
11-04-00,57
10-04-00,39
09-04-00,35
08-04-00,40
07-04-00,49
06-04-00,36
05-04-00,46
04-04-00,54
03-04-00,52
02-04-00,22
01-04-00,31

