Datum Zeit,Annaberg-Buchholz NO2
,µg/m³
01-05-00 00:00,41
30-04-00 23:00,50
30-04-00 22:00,56
30-04-00 21:00,52
30-04-00 20:00,48
30-04-00 19:00,54
30-04-00 18:00,47
30-04-00 17:00,43
30-04-00 16:00,32
30-04-00 15:00,18
30-04-00 14:00,20
30-04-00 13:00,28
30-04-00 12:00,23
30-04-00 11:00,30
30-04-00 10:00,28
30-04-00 09:00,22
30-04-00 08:00,40
30-04-00 07:00,33
30-04-00 06:00,28
30-04-00 05:00,23
30-04-00 04:00,16
30-04-00 03:00,
30-04-00 02:00,21
30-04-00 01:00,25
30-04-00 00:00,25
29-04-00 23:00,30
29-04-00 22:00,41
29-04-00 21:00,51
29-04-00 20:00,37
29-04-00 19:00,34
29-04-00 18:00,36
29-04-00 17:00,38
29-04-00 16:00,30
29-04-00 15:00,42
29-04-00 14:00,24
29-04-00 13:00,30
29-04-00 12:00,32
29-04-00 11:00,40
29-04-00 10:00,45
29-04-00 09:00,42
29-04-00 08:00,35
29-04-00 07:00,27
29-04-00 06:00,33
29-04-00 05:00,42
29-04-00 04:00,43
29-04-00 03:00,
29-04-00 02:00,29
29-04-00 01:00,26
29-04-00 00:00,29
28-04-00 23:00,30
28-04-00 22:00,30
28-04-00 21:00,32
28-04-00 20:00,38
28-04-00 19:00,33
28-04-00 18:00,41
28-04-00 17:00,43
28-04-00 16:00,48
28-04-00 15:00,48
28-04-00 14:00,46
28-04-00 13:00,52
28-04-00 12:00,43
28-04-00 11:00,36
28-04-00 10:00,37
28-04-00 09:00,38
28-04-00 08:00,48
28-04-00 07:00,48
28-04-00 06:00,39
28-04-00 05:00,18
28-04-00 04:00,
28-04-00 03:00,10
28-04-00 02:00,11
28-04-00 01:00,9
28-04-00 00:00,15
27-04-00 23:00,22
27-04-00 22:00,29
27-04-00 21:00,24
27-04-00 20:00,24
27-04-00 19:00,41
27-04-00 18:00,41
27-04-00 17:00,41
27-04-00 16:00,51
27-04-00 15:00,51
27-04-00 14:00,44
27-04-00 13:00,42
27-04-00 12:00,47
27-04-00 11:00,53
27-04-00 10:00,51
27-04-00 09:00,39
27-04-00 08:00,67
27-04-00 07:00,91
27-04-00 06:00,79
27-04-00 05:00,55
27-04-00 04:00,
27-04-00 03:00,42
27-04-00 02:00,36
27-04-00 01:00,31
27-04-00 00:00,35
26-04-00 23:00,31
26-04-00 22:00,25
26-04-00 21:00,62
26-04-00 20:00,56
26-04-00 19:00,52
26-04-00 18:00,56
26-04-00 17:00,40
26-04-00 16:00,34
26-04-00 15:00,34
26-04-00 14:00,31
26-04-00 13:00,33
26-04-00 12:00,31
26-04-00 11:00,32
26-04-00 10:00,33
26-04-00 09:00,38
26-04-00 08:00,49
26-04-00 07:00,56
26-04-00 06:00,54
26-04-00 05:00,
26-04-00 04:00,19
26-04-00 03:00,23
26-04-00 02:00,19
26-04-00 01:00,28
26-04-00 00:00,33
25-04-00 23:00,39
25-04-00 22:00,38
25-04-00 21:00,45
25-04-00 20:00,36
25-04-00 19:00,35
25-04-00 18:00,30
25-04-00 17:00,25
25-04-00 16:00,25
25-04-00 15:00,32
25-04-00 14:00,24
25-04-00 13:00,23
25-04-00 12:00,25
25-04-00 11:00,26
25-04-00 10:00,28
25-04-00 09:00,29
25-04-00 08:00,30
25-04-00 07:00,22
25-04-00 06:00,27
25-04-00 05:00,
25-04-00 04:00,10
25-04-00 03:00,9
25-04-00 02:00,6
25-04-00 01:00,9
25-04-00 00:00,8
24-04-00 23:00,10
24-04-00 22:00,13
24-04-00 21:00,13
24-04-00 20:00,12
24-04-00 19:00,10
24-04-00 18:00,10
24-04-00 17:00,12
24-04-00 16:00,14
24-04-00 15:00,13
24-04-00 14:00,15
24-04-00 13:00,16
24-04-00 12:00,15
24-04-00 11:00,18
24-04-00 10:00,16
24-04-00 09:00,14
24-04-00 08:00,14
24-04-00 07:00,17
24-04-00 06:00,
24-04-00 05:00,26
24-04-00 04:00,18
24-04-00 03:00,18
24-04-00 02:00,19
24-04-00 01:00,29
24-04-00 00:00,34
23-04-00 23:00,46
23-04-00 22:00,40
23-04-00 21:00,60
23-04-00 20:00,55
23-04-00 19:00,42
23-04-00 18:00,32
23-04-00 17:00,31
23-04-00 16:00,28
23-04-00 15:00,27
23-04-00 14:00,36
23-04-00 13:00,42
23-04-00 12:00,29
23-04-00 11:00,33
23-04-00 10:00,28
23-04-00 09:00,34
23-04-00 08:00,43
23-04-00 07:00,38
23-04-00 06:00,
23-04-00 05:00,17
23-04-00 04:00,25
23-04-00 03:00,21
23-04-00 02:00,15
23-04-00 01:00,17
23-04-00 00:00,19
22-04-00 23:00,45
22-04-00 22:00,34
22-04-00 21:00,45
22-04-00 20:00,43
22-04-00 19:00,45
22-04-00 18:00,26
22-04-00 17:00,25
22-04-00 16:00,27
22-04-00 15:00,24
22-04-00 14:00,27
22-04-00 13:00,35
22-04-00 12:00,33
22-04-00 11:00,39
22-04-00 10:00,48
22-04-00 09:00,60
22-04-00 08:00,52
22-04-00 07:00,
22-04-00 06:00,25
22-04-00 05:00,19
22-04-00 04:00,18
22-04-00 03:00,19
22-04-00 02:00,18
22-04-00 01:00,18
22-04-00 00:00,20
21-04-00 23:00,26
21-04-00 22:00,29
21-04-00 21:00,44
21-04-00 20:00,48
21-04-00 19:00,29
21-04-00 18:00,21
21-04-00 17:00,19
21-04-00 16:00,14
21-04-00 15:00,14
21-04-00 14:00,12
21-04-00 13:00,10
21-04-00 12:00,11
21-04-00 11:00,15
21-04-00 10:00,19
21-04-00 09:00,19
21-04-00 08:00,27
21-04-00 07:00,
