Datum Zeit,Glauchau SO2
,µg/m³
01-05-00 00:00,
30-04-00 23:00,2.1
30-04-00 22:00,5.5
30-04-00 21:00,4.5
30-04-00 20:00,3.7
30-04-00 19:00,3.5
30-04-00 18:00,3.8
30-04-00 17:00,10.5
30-04-00 16:00,13.7
30-04-00 15:00,12.0
30-04-00 14:00,8.6
30-04-00 13:00,5.8
30-04-00 12:00,1.9
30-04-00 11:00,1.1
30-04-00 10:00,1.0
30-04-00 09:00,1.0
30-04-00 08:00,1.0
30-04-00 07:00,1.0
30-04-00 06:00,
30-04-00 05:00,1.0
30-04-00 04:00,1.0
30-04-00 03:00,1.0
30-04-00 02:00,1.4
30-04-00 01:00,1.4
30-04-00 00:00,
29-04-00 23:00,1.0
29-04-00 22:00,1.0
29-04-00 21:00,1.0
29-04-00 20:00,1.4
29-04-00 19:00,6.6
29-04-00 18:00,1.0
29-04-00 17:00,2.0
29-04-00 16:00,2.9
29-04-00 15:00,5.3
29-04-00 14:00,4.9
29-04-00 13:00,14.1
29-04-00 12:00,35.4
29-04-00 11:00,8.6
29-04-00 10:00,4.3
29-04-00 09:00,8.9
29-04-00 08:00,11.9
29-04-00 07:00,7.2
29-04-00 06:00,
29-04-00 05:00,3.1
29-04-00 04:00,3.1
29-04-00 03:00,4.2
29-04-00 02:00,8.1
29-04-00 01:00,8.0
29-04-00 00:00,
28-04-00 23:00,13.9
28-04-00 22:00,11.7
28-04-00 21:00,12.3
28-04-00 20:00,15.2
28-04-00 19:00,18.7
28-04-00 18:00,13.4
28-04-00 17:00,9.9
28-04-00 16:00,8.4
28-04-00 15:00,8.7
28-04-00 14:00,9.4
28-04-00 13:00,14.7
28-04-00 12:00,20.0
28-04-00 11:00,25.1
28-04-00 10:00,32.0
28-04-00 09:00,21.1
28-04-00 08:00,13.5
28-04-00 07:00,
28-04-00 06:00,5.9
28-04-00 05:00,7.5
28-04-00 04:00,9.7
28-04-00 03:00,7.4
28-04-00 02:00,8.7
28-04-00 01:00,9.8
28-04-00 00:00,
27-04-00 23:00,12.1
27-04-00 22:00,9.8
27-04-00 21:00,8.8
27-04-00 20:00,8.2
27-04-00 19:00,8.0
27-04-00 18:00,8.5
27-04-00 17:00,8.0
27-04-00 16:00,8.0
27-04-00 15:00,6.7
27-04-00 14:00,10.0
27-04-00 13:00,9.6
27-04-00 12:00,14.9
27-04-00 11:00,24.4
27-04-00 10:00,14.9
27-04-00 09:00,10.5
27-04-00 08:00,9.1
27-04-00 07:00,
27-04-00 06:00,2.1
27-04-00 05:00,1.2
27-04-00 04:00,2.0
27-04-00 03:00,2.7
27-04-00 02:00,4.2
27-04-00 01:00,6.5
27-04-00 00:00,
26-04-00 23:00,17.0
26-04-00 22:00,31.5
26-04-00 21:00,26.8
26-04-00 20:00,6.0
26-04-00 19:00,7.1
26-04-00 18:00,4.0
26-04-00 17:00,5.9
26-04-00 16:00,6.9
26-04-00 15:00,2.0
26-04-00 14:00,2.6
26-04-00 13:00,2.7
26-04-00 12:00,3.5
26-04-00 11:00,4.1
26-04-00 10:00,5.7
26-04-00 09:00,5.5
26-04-00 08:00,
26-04-00 07:00,2.2
26-04-00 06:00,1.6
26-04-00 05:00,1.0
26-04-00 04:00,1.0
26-04-00 03:00,1.0
26-04-00 02:00,1.0
26-04-00 01:00,1.0
26-04-00 00:00,
25-04-00 23:00,1.0
25-04-00 22:00,1.0
25-04-00 21:00,1.0
25-04-00 20:00,1.0
25-04-00 19:00,1.0
25-04-00 18:00,1.1
25-04-00 17:00,2.3
25-04-00 16:00,3.2
25-04-00 15:00,2.6
25-04-00 14:00,1.2
25-04-00 13:00,1.0
25-04-00 12:00,1.0
25-04-00 11:00,2.2
25-04-00 10:00,2.6
25-04-00 09:00,3.8
25-04-00 08:00,
25-04-00 07:00,1.4
25-04-00 06:00,1.0
25-04-00 05:00,1.0
25-04-00 04:00,1.3
25-04-00 03:00,1.0
25-04-00 02:00,1.0
25-04-00 01:00,1.0
25-04-00 00:00,
24-04-00 23:00,5.7
24-04-00 22:00,5.1
24-04-00 21:00,6.0
24-04-00 20:00,6.0
24-04-00 19:00,5.7
24-04-00 18:00,5.7
24-04-00 17:00,4.3
24-04-00 16:00,4.6
24-04-00 15:00,4.6
24-04-00 14:00,3.9
24-04-00 13:00,3.3
24-04-00 12:00,4.3
24-04-00 11:00,4.4
24-04-00 10:00,3.4
24-04-00 09:00,
24-04-00 08:00,2.8
24-04-00 07:00,2.5
24-04-00 06:00,1.9
24-04-00 05:00,1.5
24-04-00 04:00,1.8
24-04-00 03:00,1.0
24-04-00 02:00,1.9
24-04-00 01:00,2.2
24-04-00 00:00,
23-04-00 23:00,3.2
23-04-00 22:00,3.3
23-04-00 21:00,4.4
23-04-00 20:00,3.7
23-04-00 19:00,4.3
23-04-00 18:00,3.6
23-04-00 17:00,4.0
23-04-00 16:00,3.7
23-04-00 15:00,3.3
23-04-00 14:00,3.0
23-04-00 13:00,2.8
23-04-00 12:00,4.6
23-04-00 11:00,8.5
23-04-00 10:00,6.8
23-04-00 09:00,
23-04-00 08:00,4.9
23-04-00 07:00,2.3
23-04-00 06:00,2.0
23-04-00 05:00,1.7
23-04-00 04:00,1.3
23-04-00 03:00,1.4
23-04-00 02:00,2.2
23-04-00 01:00,2.5
23-04-00 00:00,
22-04-00 23:00,4.6
22-04-00 22:00,4.9
22-04-00 21:00,5.8
22-04-00 20:00,5.3
22-04-00 19:00,6.0
22-04-00 18:00,7.2
22-04-00 17:00,8.0
22-04-00 16:00,5.7
22-04-00 15:00,7.0
22-04-00 14:00,10.8
22-04-00 13:00,12.2
22-04-00 12:00,14.7
22-04-00 11:00,11.3
22-04-00 10:00,
22-04-00 09:00,7.5
22-04-00 08:00,5.2
22-04-00 07:00,4.8
22-04-00 06:00,2.7
22-04-00 05:00,2.4
22-04-00 04:00,2.7
22-04-00 03:00,2.5
22-04-00 02:00,2.5
22-04-00 01:00,3.1
22-04-00 00:00,
21-04-00 23:00,2.1
21-04-00 22:00,2.6
21-04-00 21:00,3.0
21-04-00 20:00,2.4
21-04-00 19:00,2.5
21-04-00 18:00,1.0
21-04-00 17:00,1.0
21-04-00 16:00,1.0
21-04-00 15:00,1.0
21-04-00 14:00,1.2
21-04-00 13:00,1.9
21-04-00 12:00,3.4
21-04-00 11:00,6.1
21-04-00 10:00,
21-04-00 09:00,7.0
21-04-00 08:00,4.8
21-04-00 07:00,1.1
21-04-00 06:00,1.0
21-04-00 05:00,1.2
21-04-00 04:00,1.0
21-04-00 03:00,1.0
21-04-00 02:00,1.0
21-04-00 01:00,1.0
21-04-00 00:00,
20-04-00 23:00,2.5
20-04-00 22:00,2.9
20-04-00 21:00,1.7
20-04-00 20:00,1.1
20-04-00 19:00,1.5
20-04-00 18:00,1.2
20-04-00 17:00,1.5
20-04-00 16:00,1.3
20-04-00 15:00,1.8
20-04-00 14:00,2.2
20-04-00 13:00,3.4
20-04-00 12:00,10.4
20-04-00 11:00,
20-04-00 10:00,3.1
20-04-00 09:00,3.9
20-04-00 08:00,3.2
20-04-00 07:00,2.0
20-04-00 06:00,1.0
20-04-00 05:00,1.0
20-04-00 04:00,1.0
20-04-00 03:00,1.0
20-04-00 02:00,1.0
20-04-00 01:00,1.0
20-04-00 00:00,
19-04-00 23:00,1.7
19-04-00 22:00,2.2
19-04-00 21:00,2.4
19-04-00 20:00,3.1
19-04-00 19:00,2.7
19-04-00 18:00,3.4
19-04-00 17:00,4.9
19-04-00 16:00,5.6
19-04-00 15:00,4.9
19-04-00 14:00,5.4
19-04-00 13:00,3.7
19-04-00 12:00,3.3
19-04-00 11:00,
19-04-00 10:00,3.0
19-04-00 09:00,3.4
19-04-00 08:00,4.2
19-04-00 07:00,3.2
19-04-00 06:00,3.1
19-04-00 05:00,1.5
19-04-00 04:00,1.2
19-04-00 03:00,1.4
19-04-00 02:00,1.1
19-04-00 01:00,3.1
19-04-00 00:00,
18-04-00 23:00,1.0
18-04-00 22:00,1.0
18-04-00 21:00,1.0
18-04-00 20:00,1.9
18-04-00 19:00,1.2
18-04-00 18:00,1.8
18-04-00 17:00,1.5
18-04-00 16:00,1.0
18-04-00 15:00,1.1
18-04-00 14:00,1.0
18-04-00 13:00,1.5
18-04-00 12:00,
18-04-00 11:00,2.2
18-04-00 10:00,2.0
18-04-00 09:00,2.1
18-04-00 08:00,3.5
18-04-00 07:00,1.7
18-04-00 06:00,1.1
18-04-00 05:00,1.0
18-04-00 04:00,1.0
18-04-00 03:00,1.0
18-04-00 02:00,1.0
18-04-00 01:00,1.0
18-04-00 00:00,
17-04-00 23:00,2.3
17-04-00 22:00,4.0
17-04-00 21:00,4.6
17-04-00 20:00,4.7
17-04-00 19:00,3.4
17-04-00 18:00,3.2
17-04-00 17:00,2.9
17-04-00 16:00,3.5
17-04-00 15:00,4.0
17-04-00 14:00,4.1
17-04-00 13:00,4.5
17-04-00 12:00,
17-04-00 11:00,15.2
17-04-00 10:00,24.0
17-04-00 09:00,25.9
17-04-00 08:00,19.9
17-04-00 07:00,16.6
17-04-00 06:00,8.1
17-04-00 05:00,4.1
17-04-00 04:00,2.9
17-04-00 03:00,2.9
17-04-00 02:00,2.4
17-04-00 01:00,2.9
17-04-00 00:00,
16-04-00 23:00,2.8
16-04-00 22:00,2.3
16-04-00 21:00,2.6
16-04-00 20:00,3.1
16-04-00 19:00,2.5
16-04-00 18:00,1.0
16-04-00 17:00,1.0
16-04-00 16:00,1.0
16-04-00 15:00,1.0
16-04-00 14:00,1.0
16-04-00 13:00,
16-04-00 12:00,1.0
16-04-00 11:00,1.0
16-04-00 10:00,1.3
16-04-00 09:00,1.5
16-04-00 08:00,1.2
16-04-00 07:00,1.5
16-04-00 06:00,1.0
16-04-00 05:00,1.0
16-04-00 04:00,1.0
16-04-00 03:00,1.0
16-04-00 02:00,1.0
16-04-00 01:00,1.0
16-04-00 00:00,
15-04-00 23:00,1.0
15-04-00 22:00,1.0
15-04-00 21:00,1.0
15-04-00 20:00,1.0
15-04-00 19:00,1.0
15-04-00 18:00,1.0
15-04-00 17:00,1.0
15-04-00 16:00,1.9
15-04-00 15:00,1.6
15-04-00 14:00,1.5
15-04-00 13:00,
15-04-00 12:00,5.5
15-04-00 11:00,7.9
15-04-00 10:00,17.9
15-04-00 09:00,16.9
15-04-00 08:00,9.1
15-04-00 07:00,1.6
15-04-00 06:00,1.0
15-04-00 05:00,1.2
15-04-00 04:00,2.1
15-04-00 03:00,4.9
15-04-00 02:00,3.4
15-04-00 01:00,10.3
15-04-00 00:00,
14-04-00 23:00,3.7
14-04-00 22:00,2.9
14-04-00 21:00,1.7
14-04-00 20:00,1.8
14-04-00 19:00,1.2
14-04-00 18:00,1.7
14-04-00 17:00,2.1
14-04-00 16:00,2.2
14-04-00 15:00,3.5
14-04-00 14:00,
14-04-00 13:00,2.8
14-04-00 12:00,2.8
14-04-00 11:00,3.0
14-04-00 10:00,2.2
14-04-00 09:00,2.8
14-04-00 08:00,3.0
14-04-00 07:00,1.5
14-04-00 06:00,1.0
14-04-00 05:00,1.0
14-04-00 04:00,1.0
14-04-00 03:00,1.0
14-04-00 02:00,1.0
14-04-00 01:00,1.0
14-04-00 00:00,
13-04-00 23:00,2.3
13-04-00 22:00,1.9
13-04-00 21:00,1.6
13-04-00 20:00,1.9
13-04-00 19:00,2.3
13-04-00 18:00,2.5
13-04-00 17:00,2.3
13-04-00 16:00,2.0
13-04-00 15:00,2.6
13-04-00 14:00,
13-04-00 13:00,3.1
13-04-00 12:00,3.8
13-04-00 11:00,3.5
13-04-00 10:00,3.3
13-04-00 09:00,3.5
13-04-00 08:00,3.3
13-04-00 07:00,2.4
13-04-00 06:00,1.7
13-04-00 05:00,2.1
13-04-00 04:00,1.5
13-04-00 03:00,2.1
13-04-00 02:00,2.0
13-04-00 01:00,1.8
13-04-00 00:00,
12-04-00 23:00,1.0
12-04-00 22:00,1.0
12-04-00 21:00,1.7
12-04-00 20:00,1.6
12-04-00 19:00,2.0
12-04-00 18:00,2.6
12-04-00 17:00,2.5
12-04-00 16:00,3.1
12-04-00 15:00,
12-04-00 14:00,3.8
12-04-00 13:00,4.0
12-04-00 12:00,3.2
12-04-00 11:00,6.6
12-04-00 10:00,8.5
12-04-00 09:00,10.4
12-04-00 08:00,9.3
12-04-00 07:00,6.5
12-04-00 06:00,5.1
12-04-00 05:00,1.9
12-04-00 04:00,1.6
12-04-00 03:00,1.3
12-04-00 02:00,1.5
12-04-00 01:00,1.7
12-04-00 00:00,
11-04-00 23:00,4.5
11-04-00 22:00,5.9
11-04-00 21:00,13.4
11-04-00 20:00,10.7
11-04-00 19:00,13.6
11-04-00 18:00,11.6
11-04-00 17:00,10.4
11-04-00 16:00,9.4
11-04-00 15:00,
11-04-00 14:00,10.2
11-04-00 13:00,10.6
11-04-00 12:00,10.6
11-04-00 11:00,13.4
11-04-00 10:00,18.4
11-04-00 09:00,16.4
11-04-00 08:00,9.6
11-04-00 07:00,4.4
11-04-00 06:00,2.8
11-04-00 05:00,2.1
11-04-00 04:00,1.7
11-04-00 03:00,1.0
11-04-00 02:00,1.6
11-04-00 01:00,2.5
11-04-00 00:00,
10-04-00 23:00,1.8
10-04-00 22:00,2.6
10-04-00 21:00,3.0
10-04-00 20:00,5.1
10-04-00 19:00,3.8
10-04-00 18:00,3.3
10-04-00 17:00,9.2
10-04-00 16:00,
10-04-00 15:00,7.1
10-04-00 14:00,6.9
