Datum Zeit,Borna BEN
,µg/m³
01-05-00 00:00,1.4
30-04-00 23:00,2.6
30-04-00 22:00,1.8
30-04-00 21:00,1.2
30-04-00 20:00,1.5
30-04-00 19:00,1.8
30-04-00 18:00,1.2
30-04-00 17:00,1.3
30-04-00 16:00,1.7
30-04-00 15:00,1.5
30-04-00 14:00,1.8
30-04-00 13:00,2.4
30-04-00 12:00,2.1
30-04-00 11:00,2.4
30-04-00 10:00,2.0
30-04-00 09:00,2.2
30-04-00 08:00,2.2
30-04-00 07:00,1.6
30-04-00 06:00,2.5
30-04-00 05:00,1.7
30-04-00 04:00,1.9
30-04-00 03:00,2.4
30-04-00 02:00,3.9
30-04-00 01:00,5.2
30-04-00 00:00,5.2
29-04-00 23:00,4.9
29-04-00 22:00,4.1
29-04-00 21:00,4.9
29-04-00 20:00,3.7
29-04-00 19:00,4.1
29-04-00 18:00,2.4
29-04-00 17:00,2.9
29-04-00 16:00,2.4
29-04-00 15:00,3.1
29-04-00 14:00,2.9
29-04-00 13:00,2.6
29-04-00 12:00,3.3
29-04-00 11:00,4.6
29-04-00 10:00,4.0
29-04-00 09:00,4.9
29-04-00 08:00,2.9
29-04-00 07:00,2.9
29-04-00 06:00,1.6
29-04-00 05:00,2.1
29-04-00 04:00,1.4
29-04-00 03:00,1.9
29-04-00 02:00,3.4
29-04-00 01:00,2.0
29-04-00 00:00,1.8
28-04-00 23:00,2.3
28-04-00 22:00,2.9
28-04-00 21:00,2.9
28-04-00 20:00,3.7
28-04-00 19:00,5.2
28-04-00 18:00,4.0
28-04-00 17:00,3.6
28-04-00 16:00,3.4
28-04-00 15:00,2.9
28-04-00 14:00,3.8
28-04-00 13:00,3.2
28-04-00 12:00,3.2
28-04-00 11:00,3.5
28-04-00 10:00,4.0
28-04-00 09:00,3.8
28-04-00 08:00,2.6
28-04-00 07:00,3.4
28-04-00 06:00,2.8
28-04-00 05:00,1.4
28-04-00 04:00,1.1
28-04-00 03:00,1.2
28-04-00 02:00,1.1
28-04-00 01:00,1.1
28-04-00 00:00,1.4
27-04-00 23:00,1.8
27-04-00 22:00,2.7
27-04-00 21:00,2.5
27-04-00 20:00,
27-04-00 19:00,
27-04-00 18:00,
27-04-00 17:00,
27-04-00 16:00,
27-04-00 15:00,3.6
27-04-00 14:00,3.1
27-04-00 13:00,2.7
27-04-00 12:00,2.4
27-04-00 11:00,3.8
27-04-00 10:00,3.8
27-04-00 09:00,3.6
27-04-00 08:00,5.2
