Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-04-00,
29-04-00,17.61
28-04-00,
27-04-00,21.04
26-04-00,
25-04-00,9.63
24-04-00,
23-04-00,24.51
22-04-00,
21-04-00,22.46
20-04-00,
19-04-00,24.79
18-04-00,
17-04-00,13.51
16-04-00,
15-04-00,16.35
14-04-00,
13-04-00,6.33
12-04-00,
11-04-00,29.74
10-04-00,
09-04-00,17.11
08-04-00,
07-04-00,5.68
06-04-00,
05-04-00,7.68
04-04-00,
03-04-00,
02-04-00,
01-04-00,16.63

