Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-04-00,34
29-04-00,33
28-04-00,46
27-04-00,35
26-04-00,31
25-04-00,20
24-04-00,38
23-04-00,41
22-04-00,42
21-04-00,37
20-04-00,30
19-04-00,34
18-04-00,18
17-04-00,15
16-04-00,17
15-04-00,20
14-04-00,11
13-04-00,13
12-04-00,24
11-04-00,55
10-04-00,37
09-04-00,29
08-04-00,22
07-04-00,17
06-04-00,8
05-04-00,17
04-04-00,17
03-04-00,25
02-04-00,15
01-04-00,34

