Datum Zeit,Radebeul-Wahnsdorf PM2.5
,µg/m³
30-09-04,
29-09-04,
28-09-04,
27-09-04,
26-09-04,
25-09-04,
24-09-04,
23-09-04,
22-09-04,
21-09-04,
20-09-04,
19-09-04,
18-09-04,
17-09-04,
16-09-04,
15-09-04,6.33
14-09-04,10.35
13-09-04,7.33
12-09-04,9.40
11-09-04,14.54
10-09-04,12.07
09-09-04,6.49
08-09-04,9.18
07-09-04,20.32
06-09-04,15.78
05-09-04,18.86
04-09-04,22.74
03-09-04,18.81
02-09-04,11.99
01-09-04,8.63

