Datum Zeit,Leipzig-Luetzner Straße NO2
,µg/m³
01-10-04 00:00,40
30-09-04 23:00,56
30-09-04 22:00,70
30-09-04 21:00,78
30-09-04 20:00,89
30-09-04 19:00,90
30-09-04 18:00,86
30-09-04 17:00,78
30-09-04 16:00,62
30-09-04 15:00,75
30-09-04 14:00,64
30-09-04 13:00,62
30-09-04 12:00,57
30-09-04 11:00,58
30-09-04 10:00,52
30-09-04 09:00,47
30-09-04 08:00,53
30-09-04 07:00,47
30-09-04 06:00,41
30-09-04 05:00,33
30-09-04 04:00,24
30-09-04 03:00,20
30-09-04 02:00,18
30-09-04 01:00,16
30-09-04 00:00,15
29-09-04 23:00,18
29-09-04 22:00,28
29-09-04 21:00,33
29-09-04 20:00,38
29-09-04 19:00,41
29-09-04 18:00,43
29-09-04 17:00,36
29-09-04 16:00,37
29-09-04 15:00,37
29-09-04 14:00,38
29-09-04 13:00,30
29-09-04 12:00,31
29-09-04 11:00,33
29-09-04 10:00,34
29-09-04 09:00,38
29-09-04 08:00,52
29-09-04 07:00,48
29-09-04 06:00,33
29-09-04 05:00,29
29-09-04 04:00,24
29-09-04 03:00,20
29-09-04 02:00,18
29-09-04 01:00,22
29-09-04 00:00,32
28-09-04 23:00,37
28-09-04 22:00,41
28-09-04 21:00,42
28-09-04 20:00,50
28-09-04 19:00,48
28-09-04 18:00,47
28-09-04 17:00,58
28-09-04 16:00,57
28-09-04 15:00,57
28-09-04 14:00,49
28-09-04 13:00,44
28-09-04 12:00,54
28-09-04 11:00,47
28-09-04 10:00,47
28-09-04 09:00,56
28-09-04 08:00,58
28-09-04 07:00,55
28-09-04 06:00,45
28-09-04 05:00,37
28-09-04 04:00,33
28-09-04 03:00,27
28-09-04 02:00,28
28-09-04 01:00,28
28-09-04 00:00,29
27-09-04 23:00,35
27-09-04 22:00,33
27-09-04 21:00,34
27-09-04 20:00,37
27-09-04 19:00,49
27-09-04 18:00,56
27-09-04 17:00,42
27-09-04 16:00,44
27-09-04 15:00,47
27-09-04 14:00,43
27-09-04 13:00,53
27-09-04 12:00,45
27-09-04 11:00,51
27-09-04 10:00,53
27-09-04 09:00,57
27-09-04 08:00,51
27-09-04 07:00,44
27-09-04 06:00,43
27-09-04 05:00,34
27-09-04 04:00,35
