Datum Zeit,Freiberg O3
,µg/m³
01-10-04 00:00,13
30-09-04 23:00,11
30-09-04 22:00,1
30-09-04 21:00,2
30-09-04 20:00,2
30-09-04 19:00,11
30-09-04 18:00,42
30-09-04 17:00,52
30-09-04 16:00,53
30-09-04 15:00,56
30-09-04 14:00,53
30-09-04 13:00,57
30-09-04 12:00,53
30-09-04 11:00,45
30-09-04 10:00,43
30-09-04 09:00,38
30-09-04 08:00,35
30-09-04 07:00,35
30-09-04 06:00,37
30-09-04 05:00,40
30-09-04 04:00,46
30-09-04 03:00,46
30-09-04 02:00,48
30-09-04 01:00,49
30-09-04 00:00,46
29-09-04 23:00,46
29-09-04 22:00,45
29-09-04 21:00,50
29-09-04 20:00,50
29-09-04 19:00,44
29-09-04 18:00,39
29-09-04 17:00,36
29-09-04 16:00,35
29-09-04 15:00,29
29-09-04 14:00,35
29-09-04 13:00,39
29-09-04 12:00,24
29-09-04 11:00,20
29-09-04 10:00,16
29-09-04 09:00,9
29-09-04 08:00,12
29-09-04 07:00,13
29-09-04 06:00,13
29-09-04 05:00,21
29-09-04 04:00,28
29-09-04 03:00,27
29-09-04 02:00,29
29-09-04 01:00,29
29-09-04 00:00,30
28-09-04 23:00,27
28-09-04 22:00,22
28-09-04 21:00,20
28-09-04 20:00,17
28-09-04 19:00,12
28-09-04 18:00,9
28-09-04 17:00,8
28-09-04 16:00,10
28-09-04 15:00,15
28-09-04 14:00,20
28-09-04 13:00,28
28-09-04 12:00,36
28-09-04 11:00,30
28-09-04 10:00,28
28-09-04 09:00,21
28-09-04 08:00,4
28-09-04 07:00,2
28-09-04 06:00,2
28-09-04 05:00,7
28-09-04 04:00,15
28-09-04 03:00,14
28-09-04 02:00,12
28-09-04 01:00,11
28-09-04 00:00,12
27-09-04 23:00,12
27-09-04 22:00,11
27-09-04 21:00,10
27-09-04 20:00,10
27-09-04 19:00,7
27-09-04 18:00,6
27-09-04 17:00,8
27-09-04 16:00,10
27-09-04 15:00,10
27-09-04 14:00,15
27-09-04 13:00,22
27-09-04 12:00,29
27-09-04 11:00,24
27-09-04 10:00,23
27-09-04 09:00,24
27-09-04 08:00,18
27-09-04 07:00,9
27-09-04 06:00,11
27-09-04 05:00,22
27-09-04 04:00,31
27-09-04 03:00,30
27-09-04 02:00,32
27-09-04 01:00,28
27-09-04 00:00,30
26-09-04 23:00,29
26-09-04 22:00,28
26-09-04 21:00,32
26-09-04 20:00,26
26-09-04 19:00,23
26-09-04 18:00,21
26-09-04 17:00,21
26-09-04 16:00,26
26-09-04 15:00,28
26-09-04 14:00,32
26-09-04 13:00,36
26-09-04 12:00,43
26-09-04 11:00,35
26-09-04 10:00,29
