Datum Zeit,Schwartenberg PM10
,µg/m³
30-09-04,8
29-09-04,9
28-09-04,9
27-09-04,6
26-09-04,5
25-09-04,1
24-09-04,4
23-09-04,2
22-09-04,5
21-09-04,8
20-09-04,9
19-09-04,16
18-09-04,23
17-09-04,16
16-09-04,11
15-09-04,9
14-09-04,13
13-09-04,10
12-09-04,9
11-09-04,25
10-09-04,18
09-09-04,9
08-09-04,11
07-09-04,19
06-09-04,18
05-09-04,17
04-09-04,25
03-09-04,23
02-09-04,16
01-09-04,12

