Datum Zeit,Klingenthal O3
,µg/m³
01-07-03 00:00,44
30-06-03 23:00,48
30-06-03 22:00,54
30-06-03 21:00,94
30-06-03 20:00,74
30-06-03 19:00,110
30-06-03 18:00,131
30-06-03 17:00,145
30-06-03 16:00,140
30-06-03 15:00,148
30-06-03 14:00,144
30-06-03 13:00,142
30-06-03 12:00,139
30-06-03 11:00,127
30-06-03 10:00,116
30-06-03 09:00,87
30-06-03 08:00,46
30-06-03 07:00,13
30-06-03 06:00,2
30-06-03 05:00,2
30-06-03 04:00,4
30-06-03 03:00,7
30-06-03 02:00,8
30-06-03 01:00,8
30-06-03 00:00,10
29-06-03 23:00,14
29-06-03 22:00,23
29-06-03 21:00,31
29-06-03 20:00,40
29-06-03 19:00,64
29-06-03 18:00,75
29-06-03 17:00,70
29-06-03 16:00,85
29-06-03 15:00,127
29-06-03 14:00,137
29-06-03 13:00,142
29-06-03 12:00,144
29-06-03 11:00,147
29-06-03 10:00,137
29-06-03 09:00,116
29-06-03 08:00,68
29-06-03 07:00,48
29-06-03 06:00,25
29-06-03 05:00,31
29-06-03 04:00,37
29-06-03 03:00,40
29-06-03 02:00,48
29-06-03 01:00,53
29-06-03 00:00,62
28-06-03 23:00,68
28-06-03 22:00,76
28-06-03 21:00,84
28-06-03 20:00,117
28-06-03 19:00,126
28-06-03 18:00,120
28-06-03 17:00,141
28-06-03 16:00,137
28-06-03 15:00,134
28-06-03 14:00,129
28-06-03 13:00,132
28-06-03 12:00,137
28-06-03 11:00,132
28-06-03 10:00,124
28-06-03 09:00,99
28-06-03 08:00,64
28-06-03 07:00,44
28-06-03 06:00,29
28-06-03 05:00,31
28-06-03 04:00,38
28-06-03 03:00,44
28-06-03 02:00,48
28-06-03 01:00,51
28-06-03 00:00,52
27-06-03 23:00,58
27-06-03 22:00,58
27-06-03 21:00,70
27-06-03 20:00,105
27-06-03 19:00,113
27-06-03 18:00,108
27-06-03 17:00,112
27-06-03 16:00,116
27-06-03 15:00,113
27-06-03 14:00,114
27-06-03 13:00,112
27-06-03 12:00,111
27-06-03 11:00,105
27-06-03 10:00,99
27-06-03 09:00,88
27-06-03 08:00,61
27-06-03 07:00,22
27-06-03 06:00,5
27-06-03 05:00,7
27-06-03 04:00,17
27-06-03 03:00,25
27-06-03 02:00,30
27-06-03 01:00,38
27-06-03 00:00,48
26-06-03 23:00,60
26-06-03 22:00,67
26-06-03 21:00,87
26-06-03 20:00,105
26-06-03 19:00,109
26-06-03 18:00,114
26-06-03 17:00,109
26-06-03 16:00,107
26-06-03 15:00,107
26-06-03 14:00,108
26-06-03 13:00,106
26-06-03 12:00,104
26-06-03 11:00,99
26-06-03 10:00,94
26-06-03 09:00,90
26-06-03 08:00,63
26-06-03 07:00,28
26-06-03 06:00,10
26-06-03 05:00,10
26-06-03 04:00,17
26-06-03 03:00,26
