Datum Zeit,Goerlitz NO
,µg/m³
01-07-03 00:00,3
30-06-03 23:00,8
30-06-03 22:00,5
30-06-03 21:00,1
30-06-03 20:00,1
30-06-03 19:00,12
30-06-03 18:00,40
30-06-03 17:00,32
30-06-03 16:00,56
30-06-03 15:00,55
30-06-03 14:00,37
30-06-03 13:00,41
30-06-03 12:00,38
30-06-03 11:00,19
30-06-03 10:00,34
30-06-03 09:00,32
30-06-03 08:00,62
30-06-03 07:00,74
30-06-03 06:00,68
30-06-03 05:00,18
30-06-03 04:00,9
30-06-03 03:00,11
30-06-03 02:00,11
30-06-03 01:00,11
30-06-03 00:00,8
29-06-03 23:00,14
29-06-03 22:00,15
29-06-03 21:00,4
29-06-03 20:00,10
29-06-03 19:00,35
29-06-03 18:00,35
29-06-03 17:00,35
29-06-03 16:00,25
29-06-03 15:00,19
29-06-03 14:00,23
29-06-03 13:00,26
29-06-03 12:00,18
29-06-03 11:00,18
29-06-03 10:00,27
29-06-03 09:00,23
29-06-03 08:00,26
29-06-03 07:00,11
29-06-03 06:00,9
29-06-03 05:00,11
29-06-03 04:00,7
29-06-03 03:00,14
29-06-03 02:00,12
29-06-03 01:00,14
29-06-03 00:00,18
28-06-03 23:00,17
28-06-03 22:00,1
28-06-03 21:00,1
28-06-03 20:00,1
28-06-03 19:00,1
28-06-03 18:00,1
28-06-03 17:00,7
28-06-03 16:00,7
28-06-03 15:00,26
28-06-03 14:00,40
28-06-03 13:00,4
28-06-03 12:00,12
28-06-03 11:00,14
28-06-03 10:00,4
28-06-03 09:00,13
28-06-03 08:00,8
28-06-03 07:00,24
28-06-03 06:00,11
28-06-03 05:00,25
28-06-03 04:00,8
28-06-03 03:00,13
28-06-03 02:00,15
28-06-03 01:00,17
28-06-03 00:00,24
27-06-03 23:00,20
27-06-03 22:00,2
27-06-03 21:00,1
27-06-03 20:00,1
27-06-03 19:00,3
27-06-03 18:00,3
27-06-03 17:00,12
27-06-03 16:00,6
27-06-03 15:00,17
27-06-03 14:00,7
27-06-03 13:00,14
27-06-03 12:00,46
27-06-03 11:00,11
27-06-03 10:00,18
27-06-03 09:00,31
27-06-03 08:00,13
27-06-03 07:00,23
27-06-03 06:00,35
27-06-03 05:00,39
27-06-03 04:00,13
27-06-03 03:00,12
27-06-03 02:00,11
27-06-03 01:00,9
27-06-03 00:00,7
26-06-03 23:00,9
26-06-03 22:00,29
26-06-03 21:00,35
26-06-03 20:00,48
26-06-03 19:00,48
26-06-03 18:00,16
26-06-03 17:00,13
26-06-03 16:00,30
26-06-03 15:00,8
26-06-03 14:00,15
26-06-03 13:00,34
26-06-03 12:00,42
26-06-03 11:00,53
26-06-03 10:00,72
26-06-03 09:00,82
26-06-03 08:00,57
26-06-03 07:00,80
26-06-03 06:00,56
26-06-03 05:00,37
26-06-03 04:00,5
26-06-03 03:00,7
26-06-03 02:00,10
26-06-03 01:00,6
26-06-03 00:00,6
25-06-03 23:00,10
25-06-03 22:00,15
25-06-03 21:00,1
25-06-03 20:00,1
25-06-03 19:00,17
25-06-03 18:00,25
25-06-03 17:00,37
25-06-03 16:00,68
25-06-03 15:00,63
25-06-03 14:00,64
25-06-03 13:00,56
25-06-03 12:00,64
25-06-03 11:00,53
25-06-03 10:00,67
25-06-03 09:00,57
25-06-03 08:00,53
25-06-03 07:00,50
25-06-03 06:00,41
25-06-03 05:00,25
25-06-03 04:00,7
25-06-03 03:00,10
25-06-03 02:00,10
25-06-03 01:00,11
25-06-03 00:00,11
24-06-03 23:00,16
24-06-03 22:00,31
24-06-03 21:00,20
24-06-03 20:00,30
24-06-03 19:00,33
24-06-03 18:00,45
24-06-03 17:00,48
24-06-03 16:00,42
24-06-03 15:00,58
24-06-03 14:00,64
24-06-03 13:00,51
24-06-03 12:00,39
24-06-03 11:00,44
24-06-03 10:00,58
24-06-03 09:00,46
24-06-03 08:00,42
24-06-03 07:00,49
24-06-03 06:00,36
24-06-03 05:00,23
24-06-03 04:00,2
24-06-03 03:00,2
24-06-03 02:00,3
24-06-03 01:00,4
24-06-03 00:00,16
23-06-03 23:00,7
23-06-03 22:00,17
23-06-03 21:00,21
23-06-03 20:00,15
23-06-03 19:00,25
23-06-03 18:00,48
23-06-03 17:00,56
23-06-03 16:00,52
23-06-03 15:00,51
23-06-03 14:00,55
23-06-03 13:00,44
23-06-03 12:00,55
23-06-03 11:00,59
23-06-03 10:00,53
23-06-03 09:00,69
23-06-03 08:00,20
23-06-03 07:00,43
23-06-03 06:00,48
23-06-03 05:00,27
23-06-03 04:00,16
23-06-03 03:00,1
23-06-03 02:00,1
23-06-03 01:00,2
23-06-03 00:00,1
22-06-03 23:00,2
22-06-03 22:00,24
22-06-03 21:00,13
22-06-03 20:00,4
22-06-03 19:00,19
22-06-03 18:00,39
22-06-03 17:00,34
22-06-03 16:00,27
22-06-03 15:00,36
22-06-03 14:00,31
22-06-03 13:00,42
22-06-03 12:00,28
22-06-03 11:00,36
22-06-03 10:00,27
22-06-03 09:00,28
22-06-03 08:00,23
22-06-03 07:00,19
22-06-03 06:00,20
22-06-03 05:00,28
22-06-03 04:00,20
22-06-03 03:00,18
22-06-03 02:00,20
22-06-03 01:00,27
22-06-03 00:00,36
21-06-03 23:00,33
21-06-03 22:00,31
21-06-03 21:00,16
21-06-03 20:00,19
21-06-03 19:00,33
21-06-03 18:00,27
21-06-03 17:00,30
21-06-03 16:00,33
21-06-03 15:00,37
21-06-03 14:00,38
21-06-03 13:00,45
21-06-03 12:00,41
21-06-03 11:00,55
21-06-03 10:00,36
21-06-03 09:00,23
21-06-03 08:00,34
21-06-03 07:00,23
21-06-03 06:00,19
21-06-03 05:00,13
21-06-03 04:00,7
21-06-03 03:00,6
21-06-03 02:00,9
21-06-03 01:00,20
21-06-03 00:00,25
20-06-03 23:00,20
20-06-03 22:00,19
20-06-03 21:00,24
20-06-03 20:00,17
20-06-03 19:00,32
20-06-03 18:00,41
20-06-03 17:00,42
20-06-03 16:00,49
20-06-03 15:00,54
20-06-03 14:00,56
20-06-03 13:00,51
20-06-03 12:00,48
20-06-03 11:00,54
20-06-03 10:00,56
20-06-03 09:00,47
20-06-03 08:00,45
20-06-03 07:00,51
20-06-03 06:00,26
20-06-03 05:00,11
20-06-03 04:00,5
20-06-03 03:00,5
20-06-03 02:00,8
20-06-03 01:00,6
20-06-03 00:00,8
19-06-03 23:00,21
19-06-03 22:00,32
19-06-03 21:00,36
19-06-03 20:00,34
19-06-03 19:00,45
19-06-03 18:00,58
19-06-03 17:00,96
19-06-03 16:00,87
19-06-03 15:00,81
19-06-03 14:00,91
19-06-03 13:00,72
19-06-03 12:00,62
19-06-03 11:00,69
19-06-03 10:00,75
19-06-03 09:00,74
19-06-03 08:00,78
19-06-03 07:00,81
19-06-03 06:00,56
19-06-03 05:00,24
19-06-03 04:00,5
19-06-03 03:00,9
19-06-03 02:00,1
19-06-03 01:00,8
19-06-03 00:00,14
18-06-03 23:00,21
18-06-03 22:00,29
18-06-03 21:00,9
18-06-03 20:00,2
18-06-03 19:00,22
18-06-03 18:00,29
18-06-03 17:00,34
18-06-03 16:00,56
18-06-03 15:00,16
18-06-03 14:00,11
18-06-03 13:00,8
18-06-03 12:00,9
18-06-03 11:00,65
18-06-03 10:00,106
18-06-03 09:00,73
18-06-03 08:00,67
18-06-03 07:00,41
18-06-03 06:00,9
18-06-03 05:00,19
18-06-03 04:00,3
18-06-03 03:00,1
18-06-03 02:00,1
18-06-03 01:00,1
18-06-03 00:00,1
17-06-03 23:00,1
17-06-03 22:00,1
17-06-03 21:00,1
17-06-03 20:00,1
17-06-03 19:00,1
17-06-03 18:00,17
17-06-03 17:00,14
17-06-03 16:00,12
17-06-03 15:00,18
17-06-03 14:00,13
17-06-03 13:00,5
17-06-03 12:00,12
17-06-03 11:00,27
17-06-03 10:00,16
17-06-03 09:00,29
17-06-03 08:00,6
17-06-03 07:00,10
17-06-03 06:00,2
17-06-03 05:00,1
17-06-03 04:00,1
17-06-03 03:00,2
17-06-03 02:00,4
17-06-03 01:00,2
17-06-03 00:00,4
16-06-03 23:00,19
16-06-03 22:00,29
16-06-03 21:00,10
16-06-03 20:00,23
16-06-03 19:00,30
16-06-03 18:00,40
16-06-03 17:00,46
