Datum Zeit,Dresden-Nord PM10
,µg/m³
31-05-04,28
30-05-04,22
29-05-04,21
28-05-04,23
27-05-04,23
26-05-04,26
25-05-04,25
24-05-04,20
23-05-04,9
22-05-04,14
21-05-04,19
20-05-04,22
19-05-04,30
18-05-04,27
17-05-04,24
16-05-04,14
15-05-04,28
14-05-04,23
13-05-04,25
12-05-04,44
11-05-04,29
10-05-04,27
09-05-04,16
08-05-04,17
07-05-04,21
06-05-04,26
05-05-04,24
04-05-04,28
03-05-04,25
02-05-04,24
01-05-04,30

