Datum Zeit,Schwartenberg O3
,µg/m³
01-06-04 00:00,99
31-05-04 23:00,96
31-05-04 22:00,103
31-05-04 21:00,94
31-05-04 20:00,101
31-05-04 19:00,121
31-05-04 18:00,143
31-05-04 17:00,142
31-05-04 16:00,138
31-05-04 15:00,136
31-05-04 14:00,128
31-05-04 13:00,129
31-05-04 12:00,135
31-05-04 11:00,125
31-05-04 10:00,127
31-05-04 09:00,108
31-05-04 08:00,105
31-05-04 07:00,99
31-05-04 06:00,97
31-05-04 05:00,75
31-05-04 04:00,88
31-05-04 03:00,100
31-05-04 02:00,107
31-05-04 01:00,114
31-05-04 00:00,121
30-05-04 23:00,131
30-05-04 22:00,137
30-05-04 21:00,139
30-05-04 20:00,135
30-05-04 19:00,140
30-05-04 18:00,138
30-05-04 17:00,139
30-05-04 16:00,143
30-05-04 15:00,145
30-05-04 14:00,133
30-05-04 13:00,127
30-05-04 12:00,139
30-05-04 11:00,149
30-05-04 10:00,127
30-05-04 09:00,123
30-05-04 08:00,120
30-05-04 07:00,104
30-05-04 06:00,113
30-05-04 05:00,111
30-05-04 04:00,116
30-05-04 03:00,113
30-05-04 02:00,121
30-05-04 01:00,125
30-05-04 00:00,125
29-05-04 23:00,123
29-05-04 22:00,125
29-05-04 21:00,128
29-05-04 20:00,122
29-05-04 19:00,120
29-05-04 18:00,122
29-05-04 17:00,123
29-05-04 16:00,121
29-05-04 15:00,118
29-05-04 14:00,116
29-05-04 13:00,114
29-05-04 12:00,113
29-05-04 11:00,114
29-05-04 10:00,110
29-05-04 09:00,103
29-05-04 08:00,99
29-05-04 07:00,105
29-05-04 06:00,102
29-05-04 05:00,104
29-05-04 04:00,105
29-05-04 03:00,107
29-05-04 02:00,106
29-05-04 01:00,109
29-05-04 00:00,108
28-05-04 23:00,107
28-05-04 22:00,107
28-05-04 21:00,106
28-05-04 20:00,105
28-05-04 19:00,101
28-05-04 18:00,97
28-05-04 17:00,106
28-05-04 16:00,103
28-05-04 15:00,95
28-05-04 14:00,97
28-05-04 13:00,89
28-05-04 12:00,81
28-05-04 11:00,85
28-05-04 10:00,84
28-05-04 09:00,69
28-05-04 08:00,61
28-05-04 07:00,56
28-05-04 06:00,57
28-05-04 05:00,61
28-05-04 04:00,65
28-05-04 03:00,65
28-05-04 02:00,65
28-05-04 01:00,69
28-05-04 00:00,67
27-05-04 23:00,67
27-05-04 22:00,68
27-05-04 21:00,75
27-05-04 20:00,80
27-05-04 19:00,90
27-05-04 18:00,93
27-05-04 17:00,93
27-05-04 16:00,93
27-05-04 15:00,87
27-05-04 14:00,87
27-05-04 13:00,89
27-05-04 12:00,88
27-05-04 11:00,87
27-05-04 10:00,88
27-05-04 09:00,78
27-05-04 08:00,68
27-05-04 07:00,66
27-05-04 06:00,68
27-05-04 05:00,72
27-05-04 04:00,80
27-05-04 03:00,81
27-05-04 02:00,84
27-05-04 01:00,85
27-05-04 00:00,89
26-05-04 23:00,94
26-05-04 22:00,89
26-05-04 21:00,70
26-05-04 20:00,69
26-05-04 19:00,70
26-05-04 18:00,63
26-05-04 17:00,68
26-05-04 16:00,86
26-05-04 15:00,82
26-05-04 14:00,87
26-05-04 13:00,86
26-05-04 12:00,73
26-05-04 11:00,51
26-05-04 10:00,54
26-05-04 09:00,57
26-05-04 08:00,64
26-05-04 07:00,65
26-05-04 06:00,70
26-05-04 05:00,71
26-05-04 04:00,69
26-05-04 03:00,74
26-05-04 02:00,74
26-05-04 01:00,72
26-05-04 00:00,72
25-05-04 23:00,76
25-05-04 22:00,78
25-05-04 21:00,79
25-05-04 20:00,84
25-05-04 19:00,85
25-05-04 18:00,83
