Datum Zeit,Zittau-Ost O3
,µg/m³
01-06-04 00:00,59
31-05-04 23:00,50
31-05-04 22:00,57
31-05-04 21:00,86
31-05-04 20:00,106
31-05-04 19:00,119
31-05-04 18:00,120
31-05-04 17:00,121
31-05-04 16:00,119
31-05-04 15:00,119
31-05-04 14:00,120
31-05-04 13:00,123
31-05-04 12:00,127
31-05-04 11:00,123
31-05-04 10:00,118
31-05-04 09:00,82
31-05-04 08:00,68
31-05-04 07:00,45
31-05-04 06:00,18
31-05-04 05:00,15
31-05-04 04:00,19
31-05-04 03:00,28
31-05-04 02:00,36
31-05-04 01:00,40
31-05-04 00:00,35
30-05-04 23:00,44
30-05-04 22:00,64
30-05-04 21:00,80
30-05-04 20:00,95
30-05-04 19:00,114
30-05-04 18:00,117
30-05-04 17:00,116
30-05-04 16:00,115
30-05-04 15:00,119
30-05-04 14:00,119
30-05-04 13:00,125
30-05-04 12:00,122
30-05-04 11:00,104
30-05-04 10:00,105
30-05-04 09:00,66
30-05-04 08:00,60
30-05-04 07:00,49
30-05-04 06:00,27
30-05-04 05:00,19
30-05-04 04:00,28
30-05-04 03:00,17
30-05-04 02:00,25
30-05-04 01:00,43
30-05-04 00:00,38
29-05-04 23:00,30
29-05-04 22:00,45
29-05-04 21:00,68
29-05-04 20:00,98
29-05-04 19:00,113
29-05-04 18:00,120
29-05-04 17:00,121
29-05-04 16:00,119
29-05-04 15:00,117
29-05-04 14:00,113
29-05-04 13:00,111
29-05-04 12:00,105
29-05-04 11:00,103
29-05-04 10:00,93
29-05-04 09:00,71
29-05-04 08:00,53
29-05-04 07:00,29
29-05-04 06:00,15
29-05-04 05:00,5
29-05-04 04:00,5
29-05-04 03:00,8
29-05-04 02:00,14
29-05-04 01:00,23
29-05-04 00:00,18
28-05-04 23:00,21
28-05-04 22:00,32
28-05-04 21:00,51
28-05-04 20:00,80
28-05-04 19:00,92
28-05-04 18:00,91
28-05-04 17:00,90
28-05-04 16:00,92
28-05-04 15:00,87
28-05-04 14:00,85
28-05-04 13:00,80
28-05-04 12:00,82
28-05-04 11:00,73
28-05-04 10:00,63
28-05-04 09:00,47
28-05-04 08:00,24
28-05-04 07:00,11
28-05-04 06:00,9
28-05-04 05:00,3
28-05-04 04:00,8
28-05-04 03:00,7
28-05-04 02:00,15
28-05-04 01:00,13
28-05-04 00:00,19
27-05-04 23:00,26
27-05-04 22:00,30
27-05-04 21:00,46
