Datum Zeit,Schwartenberg PM10
,µg/m³
31-05-04,20
30-05-04,13
29-05-04,8
28-05-04,8
27-05-04,10
26-05-04,13
25-05-04,11
24-05-04,7
23-05-04,4
22-05-04,7
21-05-04,8
20-05-04,11
19-05-04,17
18-05-04,14
17-05-04,10
16-05-04,9
15-05-04,17
14-05-04,11
13-05-04,3
12-05-04,26
11-05-04,11
10-05-04,8
09-05-04,4
08-05-04,6
07-05-04,2
06-05-04,10
05-05-04,10
04-05-04,17
03-05-04,11
02-05-04,6
01-05-04,18

