Datum Zeit,Leipzig-West BEN
,µg/m³
01-06-04 00:00,0.4
31-05-04 23:00,0.4
31-05-04 22:00,0.5
31-05-04 21:00,0.7
31-05-04 20:00,0.5
31-05-04 19:00,0.6
31-05-04 18:00,0.5
31-05-04 17:00,0.5
31-05-04 16:00,0.4
31-05-04 15:00,0.5
31-05-04 14:00,0.5
31-05-04 13:00,0.5
31-05-04 12:00,0.5
31-05-04 11:00,0.5
31-05-04 10:00,0.5
31-05-04 09:00,0.5
31-05-04 08:00,0.5
31-05-04 07:00,0.6
31-05-04 06:00,0.7
31-05-04 05:00,0.8
31-05-04 04:00,0.8
31-05-04 03:00,0.7
31-05-04 02:00,0.7
31-05-04 01:00,0.8
31-05-04 00:00,0.7
30-05-04 23:00,0.7
30-05-04 22:00,0.8
30-05-04 21:00,0.7
30-05-04 20:00,0.5
30-05-04 19:00,0.4
30-05-04 18:00,0.1
30-05-04 17:00,0.2
30-05-04 16:00,0.2
30-05-04 15:00,0.3
30-05-04 14:00,0.3
30-05-04 13:00,0.4
30-05-04 12:00,0.6
30-05-04 11:00,0.6
30-05-04 10:00,0.6
30-05-04 09:00,0.8
30-05-04 08:00,0.9
30-05-04 07:00,0.9
30-05-04 06:00,1.1
30-05-04 05:00,1.4
30-05-04 04:00,1.7
30-05-04 03:00,1.9
30-05-04 02:00,2.3
30-05-04 01:00,2.5
30-05-04 00:00,2.6
29-05-04 23:00,1.2
29-05-04 22:00,0.6
29-05-04 21:00,0.7
29-05-04 20:00,0.5
29-05-04 19:00,0.3
29-05-04 18:00,0.3
29-05-04 17:00,0.4
29-05-04 16:00,
29-05-04 15:00,
29-05-04 14:00,
29-05-04 13:00,
29-05-04 12:00,
29-05-04 11:00,0.4
29-05-04 10:00,0.9
29-05-04 09:00,1.0
29-05-04 08:00,1.0
29-05-04 07:00,1.0
29-05-04 06:00,1.3
29-05-04 05:00,0.9
29-05-04 04:00,1.1
29-05-04 03:00,1.4
29-05-04 02:00,1.5
29-05-04 01:00,2.2
29-05-04 00:00,1.4
28-05-04 23:00,0.9
28-05-04 22:00,0.7
28-05-04 21:00,0.3
28-05-04 20:00,0.6
28-05-04 19:00,0.1
28-05-04 18:00,0.3
28-05-04 17:00,0.4
28-05-04 16:00,0.3
28-05-04 15:00,0.5
28-05-04 14:00,0.5
28-05-04 13:00,0.4
28-05-04 12:00,0.4
28-05-04 11:00,0.4
28-05-04 10:00,0.7
28-05-04 09:00,1.1
28-05-04 08:00,1.0
28-05-04 07:00,0.8
28-05-04 06:00,0.6
28-05-04 05:00,0.5
28-05-04 04:00,0.4
28-05-04 03:00,0.5
28-05-04 02:00,0.5
28-05-04 01:00,0.5
28-05-04 00:00,0.4
27-05-04 23:00,0.5
27-05-04 22:00,0.4
27-05-04 21:00,0.4
27-05-04 20:00,0.5
27-05-04 19:00,0.5
27-05-04 18:00,0.4
27-05-04 17:00,0.3
27-05-04 16:00,0.5
27-05-04 15:00,0.3
27-05-04 14:00,0.1
27-05-04 13:00,0.4
27-05-04 12:00,0.1
27-05-04 11:00,0.4
27-05-04 10:00,0.6
27-05-04 09:00,0.6
27-05-04 08:00,0.9
27-05-04 07:00,1.5
27-05-04 06:00,1.5
27-05-04 05:00,0.7
27-05-04 04:00,0.3
27-05-04 03:00,0.3
27-05-04 02:00,0.4
27-05-04 01:00,0.5
27-05-04 00:00,0.6
26-05-04 23:00,0.5
26-05-04 22:00,0.4
26-05-04 21:00,0.2
26-05-04 20:00,0.2
26-05-04 19:00,0.2
26-05-04 18:00,0.2
26-05-04 17:00,0.2
26-05-04 16:00,0.3
26-05-04 15:00,0.4
26-05-04 14:00,0.4
26-05-04 13:00,0.5
26-05-04 12:00,0.5
26-05-04 11:00,0.4
26-05-04 10:00,0.5
26-05-04 09:00,0.5
26-05-04 08:00,0.7
26-05-04 07:00,0.5
26-05-04 06:00,0.5
26-05-04 05:00,0.4
26-05-04 04:00,0.3
26-05-04 03:00,0.4
26-05-04 02:00,0.5
26-05-04 01:00,0.6
26-05-04 00:00,0.6
25-05-04 23:00,0.6
25-05-04 22:00,0.7
25-05-04 21:00,
25-05-04 20:00,
25-05-04 19:00,
25-05-04 18:00,
25-05-04 17:00,
25-05-04 16:00,0.4
25-05-04 15:00,0.4
25-05-04 14:00,0.3
25-05-04 13:00,0.5
25-05-04 12:00,0.4
25-05-04 11:00,0.4
25-05-04 10:00,0.5
25-05-04 09:00,0.5
25-05-04 08:00,0.7
25-05-04 07:00,0.7
25-05-04 06:00,0.9
25-05-04 05:00,0.8
25-05-04 04:00,0.4
25-05-04 03:00,0.3
25-05-04 02:00,0.4
25-05-04 01:00,0.3
25-05-04 00:00,0.4
24-05-04 23:00,0.5
24-05-04 22:00,0.5
24-05-04 21:00,0.4
24-05-04 20:00,0.4
24-05-04 19:00,0.3
24-05-04 18:00,0.4
24-05-04 17:00,0.4
24-05-04 16:00,0.3
24-05-04 15:00,0.4
24-05-04 14:00,0.4
24-05-04 13:00,0.4
24-05-04 12:00,0.3
24-05-04 11:00,0.4
24-05-04 10:00,0.4
24-05-04 09:00,0.4
24-05-04 08:00,0.8
24-05-04 07:00,1.2
24-05-04 06:00,1.5
24-05-04 05:00,1.0
24-05-04 04:00,0.5
24-05-04 03:00,0.4
24-05-04 02:00,0.4
24-05-04 01:00,0.3
24-05-04 00:00,0.4
23-05-04 23:00,0.4
23-05-04 22:00,0.4
23-05-04 21:00,0.2
23-05-04 20:00,0.3
23-05-04 19:00,0.1
23-05-04 18:00,0.1
23-05-04 17:00,0.1
23-05-04 16:00,0.1
23-05-04 15:00,0.1
23-05-04 14:00,0.1
23-05-04 13:00,0.1
23-05-04 12:00,0.1
23-05-04 11:00,0.2
23-05-04 10:00,0.1
23-05-04 09:00,0.1
23-05-04 08:00,0.1
23-05-04 07:00,0.1
23-05-04 06:00,0.1
23-05-04 05:00,0.1
23-05-04 04:00,0.3
23-05-04 03:00,0.1
23-05-04 02:00,0.1
23-05-04 01:00,0.3
23-05-04 00:00,0.1
22-05-04 23:00,0.2
22-05-04 22:00,0.3
22-05-04 21:00,0.5
22-05-04 20:00,0.2
22-05-04 19:00,0.3
22-05-04 18:00,0.3
22-05-04 17:00,0.4
22-05-04 16:00,0.1
22-05-04 15:00,0.2
22-05-04 14:00,0.3
22-05-04 13:00,0.4
22-05-04 12:00,0.4
22-05-04 11:00,0.2
22-05-04 10:00,0.3
22-05-04 09:00,0.3
22-05-04 08:00,0.3
22-05-04 07:00,0.1
22-05-04 06:00,0.2
22-05-04 05:00,0.1
22-05-04 04:00,0.1
22-05-04 03:00,0.1
22-05-04 02:00,0.1
22-05-04 01:00,
22-05-04 00:00,
21-05-04 23:00,
21-05-04 22:00,
21-05-04 21:00,
21-05-04 20:00,0.5
21-05-04 19:00,0.4
21-05-04 18:00,0.5
21-05-04 17:00,0.7
21-05-04 16:00,1.4
21-05-04 15:00,1.3
21-05-04 14:00,1.0
21-05-04 13:00,1.0
21-05-04 12:00,0.5
21-05-04 11:00,0.6
21-05-04 10:00,0.6
21-05-04 09:00,1.4
21-05-04 08:00,1.7
21-05-04 07:00,1.6
21-05-04 06:00,1.5
21-05-04 05:00,1.7
21-05-04 04:00,1.5
21-05-04 03:00,1.9
21-05-04 02:00,1.4
21-05-04 01:00,1.5
21-05-04 00:00,1.9
20-05-04 23:00,1.3
20-05-04 22:00,0.4
20-05-04 21:00,0.7
20-05-04 20:00,0.6
20-05-04 19:00,0.1
20-05-04 18:00,0.1
20-05-04 17:00,0.1
20-05-04 16:00,0.1
20-05-04 15:00,0.2
20-05-04 14:00,0.4
20-05-04 13:00,0.1
20-05-04 12:00,0.4
20-05-04 11:00,0.3
20-05-04 10:00,0.4
20-05-04 09:00,0.4
20-05-04 08:00,0.3
20-05-04 07:00,0.2
20-05-04 06:00,0.1
20-05-04 05:00,0.3
20-05-04 04:00,0.2
20-05-04 03:00,0.2
20-05-04 02:00,0.3
20-05-04 01:00,0.6
20-05-04 00:00,0.6
19-05-04 23:00,0.7
19-05-04 22:00,0.7
19-05-04 21:00,0.5
19-05-04 20:00,0.5
19-05-04 19:00,0.5
19-05-04 18:00,0.4
19-05-04 17:00,0.5
19-05-04 16:00,0.6
19-05-04 15:00,0.5
19-05-04 14:00,0.5
19-05-04 13:00,0.4
19-05-04 12:00,0.3
19-05-04 11:00,0.5
19-05-04 10:00,0.8
19-05-04 09:00,0.9
19-05-04 08:00,1.6
19-05-04 07:00,1.6
19-05-04 06:00,1.1
19-05-04 05:00,0.7
19-05-04 04:00,0.4
19-05-04 03:00,0.4
19-05-04 02:00,0.4
19-05-04 01:00,0.4
19-05-04 00:00,0.5
18-05-04 23:00,0.5
18-05-04 22:00,0.4
18-05-04 21:00,0.4
18-05-04 20:00,0.5
18-05-04 19:00,0.5
18-05-04 18:00,0.4
18-05-04 17:00,0.3
18-05-04 16:00,0.4
18-05-04 15:00,0.5
18-05-04 14:00,0.2
18-05-04 13:00,0.4
18-05-04 12:00,0.3
18-05-04 11:00,1.0
18-05-04 10:00,1.0
18-05-04 09:00,0.7
18-05-04 08:00,0.7
18-05-04 07:00,1.3
18-05-04 06:00,
18-05-04 05:00,
18-05-04 04:00,
18-05-04 03:00,
18-05-04 02:00,
18-05-04 01:00,0.3
18-05-04 00:00,0.3
17-05-04 23:00,0.5
17-05-04 22:00,0.5
17-05-04 21:00,0.6
17-05-04 20:00,0.5
17-05-04 19:00,0.2
17-05-04 18:00,0.3
17-05-04 17:00,0.2
17-05-04 16:00,0.2
17-05-04 15:00,0.4
17-05-04 14:00,0.2
17-05-04 13:00,0.3
17-05-04 12:00,0.2
17-05-04 11:00,0.4
17-05-04 10:00,0.5
17-05-04 09:00,0.8
17-05-04 08:00,0.9
17-05-04 07:00,0.8
17-05-04 06:00,0.6
17-05-04 05:00,0.3
17-05-04 04:00,0.2
17-05-04 03:00,0.3
17-05-04 02:00,0.4
17-05-04 01:00,0.5
17-05-04 00:00,1.1
16-05-04 23:00,1.6
16-05-04 22:00,0.7
16-05-04 21:00,0.5
16-05-04 20:00,0.1
16-05-04 19:00,0.1
16-05-04 18:00,0.1
16-05-04 17:00,0.1
16-05-04 16:00,0.1
16-05-04 15:00,0.2
16-05-04 14:00,0.4
16-05-04 13:00,0.2
16-05-04 12:00,0.1
16-05-04 11:00,0.3
16-05-04 10:00,0.3
16-05-04 09:00,0.2
16-05-04 08:00,0.1
16-05-04 07:00,0.1
16-05-04 06:00,0.1
16-05-04 05:00,0.1
16-05-04 04:00,0.1
16-05-04 03:00,0.1
16-05-04 02:00,0.1
16-05-04 01:00,0.1
16-05-04 00:00,0.1
15-05-04 23:00,0.2
15-05-04 22:00,0.4
15-05-04 21:00,0.4
15-05-04 20:00,0.5
15-05-04 19:00,0.8
15-05-04 18:00,0.6
15-05-04 17:00,0.4
15-05-04 16:00,0.5
15-05-04 15:00,0.5
15-05-04 14:00,0.5
15-05-04 13:00,0.5
15-05-04 12:00,0.4
15-05-04 11:00,0.6
15-05-04 10:00,0.8
15-05-04 09:00,0.9
15-05-04 08:00,0.9
15-05-04 07:00,0.8
15-05-04 06:00,1.0
15-05-04 05:00,0.6
15-05-04 04:00,0.9
15-05-04 03:00,0.8
15-05-04 02:00,1.1
15-05-04 01:00,1.0
15-05-04 00:00,0.9
14-05-04 23:00,0.7
14-05-04 22:00,0.6
14-05-04 21:00,0.5
14-05-04 20:00,0.4
14-05-04 19:00,0.4
14-05-04 18:00,0.3
14-05-04 17:00,0.4
14-05-04 16:00,0.3
14-05-04 15:00,0.4
14-05-04 14:00,0.5
14-05-04 13:00,0.6
14-05-04 12:00,0.6
14-05-04 11:00,0.7
14-05-04 10:00,
14-05-04 09:00,
14-05-04 08:00,
14-05-04 07:00,
14-05-04 06:00,
14-05-04 05:00,0.5
14-05-04 04:00,0.4
14-05-04 03:00,0.4
14-05-04 02:00,0.4
14-05-04 01:00,0.4
14-05-04 00:00,0.4
13-05-04 23:00,0.5
13-05-04 22:00,0.5
13-05-04 21:00,0.5
13-05-04 20:00,0.5
13-05-04 19:00,0.6
13-05-04 18:00,0.7
13-05-04 17:00,0.9
13-05-04 16:00,0.7
13-05-04 15:00,0.6
13-05-04 14:00,0.6
13-05-04 13:00,0.5
13-05-04 12:00,0.5
13-05-04 11:00,0.6
13-05-04 10:00,0.6
13-05-04 09:00,0.4
13-05-04 08:00,0.6
13-05-04 07:00,0.5
13-05-04 06:00,0.4
13-05-04 05:00,0.2
13-05-04 04:00,0.1
13-05-04 03:00,0.2
13-05-04 02:00,0.4
13-05-04 01:00,0.4
13-05-04 00:00,0.4
12-05-04 23:00,0.5
12-05-04 22:00,0.5
12-05-04 21:00,0.5
12-05-04 20:00,0.6
12-05-04 19:00,0.5
12-05-04 18:00,0.4
12-05-04 17:00,0.5
12-05-04 16:00,0.5
12-05-04 15:00,0.4
12-05-04 14:00,
12-05-04 13:00,
12-05-04 12:00,
12-05-04 11:00,
12-05-04 10:00,
12-05-04 09:00,
12-05-04 08:00,
12-05-04 07:00,
12-05-04 06:00,
12-05-04 05:00,
12-05-04 04:00,
12-05-04 03:00,
12-05-04 02:00,
12-05-04 01:00,
12-05-04 00:00,
11-05-04 23:00,
11-05-04 22:00,
11-05-04 21:00,
11-05-04 20:00,
11-05-04 19:00,
11-05-04 18:00,
11-05-04 17:00,
11-05-04 16:00,
11-05-04 15:00,
11-05-04 14:00,
11-05-04 13:00,
11-05-04 12:00,
11-05-04 11:00,
11-05-04 10:00,
11-05-04 09:00,
11-05-04 08:00,
11-05-04 07:00,
11-05-04 06:00,
11-05-04 05:00,
11-05-04 04:00,
11-05-04 03:00,
11-05-04 02:00,
11-05-04 01:00,
11-05-04 00:00,
10-05-04 23:00,
10-05-04 22:00,
10-05-04 21:00,
10-05-04 20:00,
10-05-04 19:00,
10-05-04 18:00,
10-05-04 17:00,
10-05-04 16:00,0.6
10-05-04 15:00,0.8
10-05-04 14:00,0.9
10-05-04 13:00,0.9
10-05-04 12:00,0.7
10-05-04 11:00,1.0
10-05-04 10:00,0.8
