Datum Zeit,Leipzig-Mitte NO2
,µg/m³
01-06-04 00:00,55
31-05-04 23:00,72
31-05-04 22:00,66
31-05-04 21:00,58
31-05-04 20:00,71
31-05-04 19:00,52
31-05-04 18:00,52
31-05-04 17:00,66
31-05-04 16:00,66
31-05-04 15:00,47
31-05-04 14:00,47
31-05-04 13:00,50
31-05-04 12:00,40
31-05-04 11:00,55
31-05-04 10:00,37
31-05-04 09:00,44
31-05-04 08:00,32
31-05-04 07:00,31
31-05-04 06:00,37
31-05-04 05:00,35
31-05-04 04:00,28
31-05-04 03:00,34
31-05-04 02:00,38
31-05-04 01:00,58
31-05-04 00:00,68
30-05-04 23:00,57
30-05-04 22:00,50
30-05-04 21:00,56
30-05-04 20:00,62
30-05-04 19:00,38
30-05-04 18:00,40
30-05-04 17:00,41
30-05-04 16:00,39
30-05-04 15:00,39
30-05-04 14:00,42
30-05-04 13:00,42
30-05-04 12:00,44
30-05-04 11:00,31
30-05-04 10:00,38
30-05-04 09:00,39
30-05-04 08:00,29
30-05-04 07:00,31
30-05-04 06:00,43
30-05-04 05:00,41
30-05-04 04:00,48
30-05-04 03:00,80
30-05-04 02:00,103
30-05-04 01:00,123
30-05-04 00:00,130
29-05-04 23:00,136
29-05-04 22:00,108
29-05-04 21:00,39
29-05-04 20:00,43
29-05-04 19:00,63
29-05-04 18:00,58
29-05-04 17:00,55
29-05-04 16:00,57
29-05-04 15:00,50
29-05-04 14:00,58
29-05-04 13:00,57
29-05-04 12:00,55
29-05-04 11:00,62
29-05-04 10:00,52
29-05-04 09:00,56
29-05-04 08:00,47
29-05-04 07:00,35
29-05-04 06:00,28
29-05-04 05:00,51
29-05-04 04:00,66
29-05-04 03:00,78
29-05-04 02:00,97
29-05-04 01:00,98
29-05-04 00:00,122
28-05-04 23:00,126
28-05-04 22:00,118
28-05-04 21:00,117
28-05-04 20:00,95
28-05-04 19:00,77
28-05-04 18:00,65
28-05-04 17:00,66
28-05-04 16:00,69
28-05-04 15:00,65
28-05-04 14:00,71
28-05-04 13:00,48
28-05-04 12:00,64
28-05-04 11:00,62
