Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2001-03-01,,,,,,,56,,,
2001-03-01,01:00,2.1,0.2,17,23,77,,,,15.7
2001-03-01,02:00,2.0,0.2,2,20,74,,,,13.9
2001-03-01,03:00,1.5,0.2,5,16,88,,,,14.6
2001-03-01,04:00,1.4,0.2,5,21,81,,,,15.2
2001-03-01,05:00,1.5,0.2,8,24,75,,,,17.7
2001-03-01,06:00,1.9,0.6,25,36,64,,,,19.5
2001-03-01,07:00,4.2,1.1,61,49,49,,,,20.5
2001-03-01,08:00,6.1,1.2,,,,,,,29.9
2001-03-01,09:00,5.2,,64,49,46,,,,
2001-03-01,10:00,4.6,0.8,70,36,50,,,,16.0
2001-03-01,11:00,,0.5,72,36,29,,,,19.4
2001-03-01,12:00,4.6,0.6,71,35,38,,,,14.8
2001-03-01,13:00,4.3,0.8,69,39,43,,,,14.2
2001-03-01,14:00,4.6,0.8,76,41,47,,,,13.0
2001-03-01,15:00,5.4,1.6,94,49,46,,,,12.8
2001-03-01,16:00,9.2,1.8,101,60,44,,,,15.0
2001-03-01,17:00,11.9,2.0,107,75,32,,,,20.0
2001-03-01,18:00,9.2,2.1,127,76,26,,,,15.1
2001-03-01,19:00,9.7,1.9,113,65,31,,,,12.5
2001-03-01,20:00,8.4,1.1,60,51,42,,,,11.2
2001-03-01,21:00,6.9,0.9,43,42,48,,,,10.6
2001-03-01,22:00,5.5,0.9,47,55,35,,,,10.3
2001-03-01,23:00,5.0,1.1,35,57,28,,,,11.2
2001-03-02,,,,,,,54,,,
2001-03-02,00:00,7.2,1.1,46,59,22,,,,10.7
2001-03-02,01:00,3.4,0.3,12,26,50,,,,10.7
2001-03-02,02:00,2.4,0.3,7,22,52,,,,11.4
2001-03-02,03:00,2.3,0.3,8,26,46,,,,12.4
2001-03-02,04:00,2.3,0.2,6,26,42,,,,12.4
2001-03-02,05:00,2.6,0.4,13,31,34,,,,13.2
2001-03-02,06:00,3.1,0.6,30,34,33,,,,11.6
2001-03-02,07:00,4.5,1.1,,,,,,,9.0
2001-03-02,08:00,5.4,1.2,80,44,26,,,,
2001-03-02,09:00,5.2,1.1,76,42,28,,,,9.8
2001-03-02,10:00,5.5,1.2,97,49,21,,,,8.9
2001-03-02,11:00,5.5,1.3,108,49,23,,,,12.0
2001-03-02,12:00,6.5,1.3,107,51,22,,,,15.4
2001-03-02,13:00,6.7,1.7,115,48,24,,,,16.2
2001-03-02,14:00,6.0,1.3,95,38,32,,,,9.1
2001-03-02,15:00,7.4,2.2,111,47,32,,,,8.1
2001-03-02,16:00,12.2,2.2,102,51,33,,,,12.0
2001-03-02,17:00,7.1,1.8,119,53,27,,,,10.5
2001-03-02,18:00,9.2,1.9,116,59,16,,,,9.5
2001-03-02,19:00,9.5,2.1,133,57,15,,,,9.4
2001-03-02,20:00,7.3,0.7,21,63,6,,,,9.7
2001-03-02,21:00,4.5,2.1,84,66,1,,,,11.1
2001-03-02,22:00,12.7,2.8,144,54,1,,,,5.9
2001-03-02,23:00,11.4,2.8,143,48,1,,,,6.0
2001-03-03,,,,,,,79,,,
2001-03-03,00:00,12.4,2.7,139,47,1,,,,4.9
2001-03-03,01:00,10.9,2.6,126,44,1,,,,4.4
2001-03-03,02:00,10.0,1.7,84,46,1,,,,3.0
2001-03-03,03:00,,1.1,42,42,1,,,,2.4
2001-03-03,04:00,,0.7,32,41,2,,,,1.9
2001-03-03,05:00,,0.6,34,44,3,,,,2.0
2001-03-03,06:00,,1.0,54,46,5,,,,2.5
2001-03-03,07:00,,1.5,,,,,,,3.2
2001-03-03,08:00,7.5,0.8,33,39,16,,,,
2001-03-03,09:00,2.9,,7,36,21,,,,8.0
2001-03-03,10:00,3.1,0.4,5,24,26,,,,7.4
2001-03-03,11:00,3.3,0.7,25,32,25,,,,6.9
2001-03-03,12:00,6.4,0.7,27,31,24,,,,6.9
2001-03-03,13:00,4.0,0.6,24,30,26,,,,7.5
2001-03-03,14:00,4.9,0.5,19,28,33,,,,9.5
2001-03-03,15:00,5.8,0.6,17,26,38,,,,8.4
2001-03-03,16:00,5.5,0.7,26,33,34,,,,10.2
2001-03-03,17:00,6.8,1.1,58,43,21,,,,10.6
2001-03-03,18:00,5.8,0.3,5,35,27,,,,12.1
2001-03-03,19:00,4.7,0.4,2,36,25,,,,12.6
2001-03-03,20:00,4.2,0.4,1,34,24,,,,14.7
2001-03-03,21:00,6.1,0.8,1,34,23,,,,14.9
2001-03-03,22:00,5.3,0.4,1,39,17,,,,15.2
2001-03-03,23:00,5.8,0.6,3,52,5,,,,15.4
2001-03-04,,,,,,,47,,,
2001-03-04,00:00,5.9,0.5,3,50,4,,,,13.6
2001-03-04,01:00,5.5,0.4,2,37,18,,,,11.3
2001-03-04,02:00,3.4,0.2,1,19,42,,,,14.1
2001-03-04,03:00,3.2,0.3,1,20,39,,,,12.6
2001-03-04,04:00,3.5,0.3,1,19,38,,,,11.1
2001-03-04,05:00,3.3,0.2,1,16,42,,,,11.1
2001-03-04,06:00,2.9,0.3,,,,,,,7.7
2001-03-04,07:00,3.0,0.2,1,17,42,,,,
2001-03-04,08:00,2.9,0.3,1,19,41,,,,11.1
2001-03-04,09:00,3.0,0.4,2,19,41,,,,15.8
2001-03-04,10:00,3.5,0.3,2,20,38,,,,21.4
2001-03-04,11:00,4.1,0.6,3,21,37,,,,18.1
2001-03-04,12:00,4.6,0.7,4,23,37,,,,14.8
2001-03-04,13:00,4.7,0.5,4,25,40,,,,13.7
2001-03-04,14:00,5.7,1.5,28,38,33,,,,16.8
2001-03-04,15:00,9.1,1.0,55,34,29,,,,8.2
2001-03-04,16:00,5.5,0.8,42,27,32,,,,6.6
2001-03-04,17:00,4.5,0.7,53,35,25,,,,6.5
2001-03-04,18:00,5.5,0.8,57,41,25,,,,7.8
2001-03-04,19:00,4.6,0.7,54,40,28,,,,7.6
2001-03-04,20:00,4.2,0.6,32,27,38,,,,4.1
2001-03-04,21:00,3.9,0.4,27,27,36,,,,4.8
2001-03-04,22:00,4.0,0.6,28,26,34,,,,5.1
2001-03-04,23:00,3.9,0.4,33,26,33,,,,6.8
2001-03-05,,,,,,,43,,,
2001-03-05,00:00,3.6,0.4,25,24,31,,,,7.2
2001-03-05,01:00,3.0,0.3,13,24,30,,,,6.8
2001-03-05,02:00,2.9,0.3,16,21,33,,,,7.0
2001-03-05,03:00,3.3,0.2,1,18,34,,,,6.6
2001-03-05,04:00,2.9,0.1,1,16,35,,,,7.6
2001-03-05,05:00,3.0,0.2,2,19,33,,,,7.7
2001-03-05,06:00,3.1,1.0,,,,,,,6.4
2001-03-05,07:00,6.3,1.7,122,40,10,,,,
2001-03-05,08:00,9.5,,110,40,13,,,,5.8
2001-03-05,09:00,7.4,1.0,108,44,16,,,,8.7
2001-03-05,10:00,5.9,1.1,130,49,20,,,,10.4
2001-03-05,11:00,6.0,0.9,119,46,27,,,,8.4
2001-03-05,12:00,,1.3,122,49,25,,,,7.6
2001-03-05,13:00,6.7,1.1,105,45,29,,,,7.6
2001-03-05,14:00,,1.1,120,47,27,,,,7.3
2001-03-05,15:00,,2.2,129,52,28,,,,7.1
2001-03-05,16:00,,2.8,132,62,24,,,,6.1
2001-03-05,17:00,,2.9,137,65,24,,,,5.6
2001-03-05,18:00,,1.8,102,55,28,,,,5.0
2001-03-05,19:00,,2.0,99,54,25,,,,4.4
2001-03-05,20:00,,1.4,61,50,26,,,,3.9
2001-03-05,21:00,,1.1,58,49,28,,,,3.9
2001-03-05,22:00,,1.1,46,47,26,,,,3.2
2001-03-05,23:00,,1.4,58,47,22,,,,3.4
2001-03-06,,,,,,,54,,,
2001-03-06,00:00,,0.7,43,46,20,,,,2.8
2001-03-06,01:00,,0.3,13,41,23,,,,3.4
2001-03-06,02:00,,0.3,3,35,30,,,,4.0
2001-03-06,03:00,,0.2,3,24,52,,,,3.6
2001-03-06,04:00,,0.2,18,30,49,,,,2.8
2001-03-06,05:00,,0.2,,,,,,,2.9
2001-03-06,06:00,,0.5,6,45,34,,,,
2001-03-06,07:00,,1.4,50,79,5,,,,3.3
2001-03-06,08:00,,1.8,83,79,8,,,,5.3
2001-03-06,09:00,,1.0,77,59,25,,,,8.5
2001-03-06,10:00,,1.2,79,56,30,,,,9.0
2001-03-06,11:00,,0.3,15,35,60,,,,11.2
2001-03-06,12:00,,0.2,7,18,86,,,,11.6
2001-03-06,13:00,,0.1,4,16,96,,,,11.3
2001-03-06,14:00,2.0,0.1,2,14,102,,,,14.7
2001-03-06,15:00,,0.1,2,17,101,,,,24.8
2001-03-06,16:00,,0.2,2,20,97,,,,21.7
2001-03-06,17:00,,0.2,2,23,86,,,,22.4
2001-03-06,18:00,,0.2,1,23,80,,,,15.3
2001-03-06,19:00,,0.3,5,29,66,,,,11.0
2001-03-06,20:00,,2.2,103,71,17,,,,8.1
2001-03-06,21:00,,1.8,63,78,12,,,,8.6
2001-03-06,22:00,,1.2,33,67,19,,,,10.3
2001-03-06,23:00,,1.0,9,49,21,,,,8.5
2001-03-07,,,,,,,48,,,
2001-03-07,00:00,,1.2,15,54,11,,,,6.9
2001-03-07,01:00,,1.0,26,58,8,,,,7.1
2001-03-07,02:00,,1.0,19,55,5,,,,5.8
2001-03-07,03:00,,0.3,6,24,57,,,,8.7
2001-03-07,04:00,,0.1,4,18,72,,,,10.9
2001-03-07,05:00,,0.2,,,,,,,10.0
2001-03-07,06:00,,0.2,3,34,48,,,,
2001-03-07,07:00,,2.6,139,81,12,,,,9.8
2001-03-07,08:00,,,70,87,10,,,,17.4
2001-03-07,09:00,,0.7,23,60,39,,,,23.8
2001-03-07,10:00,,0.5,34,38,64,,,,15.2
2001-03-07,11:00,,0.4,59,37,69,,,,9.6
2001-03-07,12:00,,0.5,67,41,69,,,,9.9
2001-03-07,13:00,,0.4,55,39,76,,,,9.5
2001-03-07,14:00,,0.5,66,44,74,,,,9.9
2001-03-07,15:00,,0.8,67,46,72,,,,8.6
2001-03-07,16:00,,1.2,78,51,63,,,,9.9
2001-03-07,17:00,6.1,0.8,58,49,66,,,,10.1
2001-03-07,18:00,3.9,0.5,34,42,69,,,,11.4
2001-03-07,19:00,4.4,0.8,58,51,59,,,,11.2
2001-03-07,20:00,3.9,0.4,31,38,71,,,,10.9
2001-03-07,21:00,2.8,0.2,15,24,84,,,,8.0
2001-03-07,22:00,2.5,0.2,18,23,84,,,,7.9
2001-03-07,23:00,2.3,0.2,15,21,84,,,,7.1
2001-03-08,,,,,,,56,,,
2001-03-08,00:00,1.8,0.1,14,20,84,,,,6.6
2001-03-08,01:00,1.7,0.2,11,16,88,,,,7.3
2001-03-08,02:00,1.6,0.1,4,21,81,,,,20.6
2001-03-08,03:00,1.5,0.1,2,31,69,,,,44.6
2001-03-08,04:00,1.6,0.1,,,,,,,33.1
2001-03-08,05:00,1.7,0.1,4,31,63,,,,
2001-03-08,06:00,2.5,0.3,20,36,56,,,,38.3
2001-03-08,07:00,3.8,0.8,49,49,43,,,,49.4
2001-03-08,08:00,4.8,0.6,68,52,40,,,,32.6
2001-03-08,09:00,4.1,0.7,71,53,39,,,,45.8
2001-03-08,10:00,4.7,1.0,89,54,36,,,,43.7
2001-03-08,11:00,5.6,0.6,85,46,42,,,,15.6
2001-03-08,12:00,5.7,0.8,91,45,41,,,,13.0
2001-03-08,13:00,4.8,0.8,84,44,44,,,,12.2
2001-03-08,14:00,5.3,0.8,87,44,47,,,,14.3
2001-03-08,15:00,5.7,1.3,96,47,52,,,,13.8
2001-03-08,16:00,8.7,1.9,114,60,45,,,,14.1
2001-03-08,17:00,7.8,1.7,102,61,44,,,,12.6
2001-03-08,18:00,10.0,2.2,150,80,26,,,,13.4
2001-03-08,19:00,9.4,1.8,115,75,29,,,,12.9
2001-03-08,20:00,6.1,0.8,51,47,49,,,,12.8
2001-03-08,21:00,3.8,0.4,21,34,59,,,,24.7
2001-03-08,22:00,2.7,0.3,23,33,57,,,,28.0
2001-03-08,23:00,2.9,0.4,17,23,66,,,,14.3
2001-03-09,,,,,,,50,,,
2001-03-09,00:00,2.3,0.2,22,21,66,,,,15.4
2001-03-09,01:00,2.0,0.1,7,23,61,,,,23.9
2001-03-09,02:00,1.8,0.1,7,35,48,,,,54.9
2001-03-09,03:00,1.7,0.1,7,25,55,,,,40.3
2001-03-09,04:00,1.6,0.1,,,,,,,30.1
2001-03-09,05:00,2.0,0.1,15,19,59,,,,
2001-03-09,06:00,2.5,0.3,21,24,52,,,,15.4
2001-03-09,07:00,3.4,,56,34,43,,,,16.2
2001-03-09,08:00,4.9,0.7,77,40,35,,,,12.3
2001-03-09,09:00,4.1,0.6,61,39,33,,,,6.2
2001-03-09,10:00,6.8,1.3,116,50,21,,,,6.5
2001-03-09,11:00,8.2,1.5,129,55,14,,,,7.3
2001-03-09,12:00,8.6,1.7,138,54,13,,,,9.2
2001-03-09,13:00,6.9,1.3,107,44,26,,,,9.0
2001-03-09,14:00,7.0,1.5,107,44,29,,,,10.0
2001-03-09,15:00,7.3,1.3,88,39,33,,,,9.2
2001-03-09,16:00,6.9,1.1,73,37,27,,,,9.0
2001-03-09,17:00,6.5,1.1,72,44,24,,,,9.8
2001-03-09,18:00,6.4,1.3,84,50,17,,,,9.6
2001-03-09,19:00,6.5,1.0,68,49,15,,,,11.5
2001-03-09,20:00,5.1,0.7,42,43,17,,,,10.2
2001-03-09,21:00,4.3,0.6,27,38,22,,,,9.8
2001-03-09,22:00,4.2,0.6,29,32,26,,,,8.1
2001-03-09,23:00,4.5,0.7,33,30,25,,,,7.5
2001-03-10,,,,,,,34,,,
2001-03-10,00:00,3.4,0.4,31,28,26,,,,7.0
2001-03-10,01:00,2.9,0.3,11,24,28,,,,6.1
2001-03-10,02:00,2.9,0.3,17,25,28,,,,6.3
2001-03-10,03:00,2.0,0.2,,,,,,,6.5
2001-03-10,04:00,1.8,0.1,8,21,34,,,,
