Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2001-03-01,01:00,,1.3,76,82,,,,,
2001-03-01,02:00,,1.0,69,78,,,,,12.3
2001-03-01,03:00,,0.8,39,72,,,,,9.8
2001-03-01,04:00,,0.8,51,69,,,,,7.5
2001-03-01,05:00,,0.8,61,65,,,,,6.5
2001-03-01,06:00,,1.2,56,63,,,,,6.7
2001-03-01,07:00,,2.5,102,75,,,,,9.6
2001-03-01,08:00,,2.1,149,71,,,,,11.1
2001-03-01,09:00,,2.3,190,86,6,,,,33.9
2001-03-01,10:00,,,77,64,22,,,,
2001-03-01,11:00,,0.7,49,43,34,,,,11.4
2001-03-01,12:00,,0.7,,,35,,,,11.0
2001-03-01,13:00,,0.6,40,44,48,,,,8.2
2001-03-01,14:00,,0.6,40,45,50,,,,7.0
2001-03-01,15:00,,0.9,46,46,53,,,,4.5
2001-03-01,16:00,,1.3,45,51,45,,,,3.6
2001-03-01,17:00,,1.2,53,59,33,,,,4.4
2001-03-01,18:00,,1.3,37,74,15,,,,10.3
2001-03-01,19:00,,2.7,114,82,7,,,,8.3
2001-03-01,20:00,,1.5,64,60,22,,,,7.0
2001-03-01,21:00,,0.8,25,47,35,,,,3.1
2001-03-01,22:00,,0.8,21,38,43,,,,2.6
2001-03-01,23:00,,0.8,15,33,47,,,,2.2
2001-03-02,00:00,,0.5,12,24,55,,,,1.3
2001-03-02,01:00,,0.3,5,19,56,,,,
2001-03-02,02:00,,0.2,5,18,56,,,,2.9
2001-03-02,03:00,,0.2,9,17,60,,,,2.5
2001-03-02,04:00,,0.2,11,20,53,,,,3.1
2001-03-02,05:00,,0.3,12,21,45,,,,3.3
2001-03-02,06:00,,0.5,31,36,32,,,,3.6
2001-03-02,07:00,,1.2,53,50,19,,,,4.6
2001-03-02,08:00,,1.0,85,56,,,,,6.9
2001-03-02,09:00,,0.6,74,47,19,,,,7.5
2001-03-02,10:00,,0.6,51,41,28,,,,
2001-03-02,11:00,,0.7,54,39,29,,,,7.3
2001-03-02,12:00,,0.6,,,29,,,,6.6
2001-03-02,13:00,,0.6,40,38,31,,,,6.0
2001-03-02,14:00,,1.0,66,49,23,,,,6.6
2001-03-02,15:00,,1.5,53,52,23,,,,8.3
2001-03-02,16:00,,0.9,45,45,37,,,,8.1
2001-03-02,17:00,,0.7,36,42,48,,,,6.0
2001-03-02,18:00,,0.8,46,55,35,,,,8.0
2001-03-02,19:00,,1.4,56,73,14,,,,8.3
2001-03-02,20:00,,1.2,51,62,18,,,,9.6
2001-03-02,21:00,,1.1,80,69,12,,,,14.2
2001-03-02,22:00,,2.2,160,76,2,,,,11.7
2001-03-02,23:00,,1.8,106,72,2,,,,8.9
2001-03-03,00:00,,1.2,72,71,2,,,,9.2
2001-03-03,01:00,,1.7,84,67,1,,,,
2001-03-03,02:00,,1.6,78,66,1,,,,6.0
2001-03-03,03:00,,0.8,23,58,4,,,,7.6
2001-03-03,04:00,,0.6,12,54,9,,,,9.2
2001-03-03,05:00,,0.6,9,42,21,,,,7.9
2001-03-03,06:00,,0.7,8,44,19,,,,11.7
2001-03-03,07:00,,1.3,30,57,12,,,,9.3
2001-03-03,08:00,,0.9,38,61,8,,,,9.0
2001-03-03,09:00,,0.7,14,40,27,,,,
2001-03-03,10:00,,,12,31,31,,,,12.4
2001-03-03,11:00,,0.6,13,24,34,,,,7.8
2001-03-03,12:00,,0.6,,,38,,,,6.9
2001-03-03,13:00,,0.7,18,27,40,,,,5.9
2001-03-03,14:00,,0.8,18,28,40,,,,5.7
2001-03-03,15:00,,1.1,27,34,43,,,,6.0
2001-03-03,16:00,,0.7,9,26,,,,,5.8
2001-03-03,17:00,,0.7,6,27,51,,,,5.4
2001-03-03,18:00,,0.8,6,27,51,,,,5.9
2001-03-03,19:00,,1.3,23,49,27,,,,7.3
2001-03-03,20:00,,1.2,12,47,23,,,,9.3
2001-03-03,21:00,,1.5,20,53,13,,,,8.3
2001-03-03,22:00,,1.5,19,52,13,,,,7.9
2001-03-03,23:00,,1.1,13,36,28,,,,7.0
2001-03-04,00:00,,1.0,5,42,14,,,,5.7
2001-03-04,01:00,,0.8,4,29,49,,,,
2001-03-04,02:00,,0.5,4,22,64,,,,8.5
2001-03-04,03:00,,0.4,1,15,72,,,,7.5
2001-03-04,04:00,,0.4,1,14,65,,,,5.3
2001-03-04,05:00,,0.5,1,17,53,,,,3.7
2001-03-04,06:00,,0.6,1,22,37,,,,5.2
2001-03-04,07:00,,0.6,1,19,41,,,,6.2
2001-03-04,08:00,,0.6,1,19,44,,,,8.0
2001-03-04,09:00,,0.7,4,25,39,,,,
2001-03-04,10:00,,0.9,12,31,33,,,,13.1
2001-03-04,11:00,,0.9,,,37,,,,17.6
2001-03-04,12:00,,1.2,19,41,31,,,,17.8
2001-03-04,13:00,,1.0,10,31,39,,,,13.0
2001-03-04,14:00,,0.8,11,26,43,,,,11.5
2001-03-04,15:00,,0.5,4,16,,,,,5.7
2001-03-04,16:00,,0.7,9,22,43,,,,5.1
2001-03-04,17:00,,0.7,7,22,42,,,,5.1
2001-03-04,18:00,,0.8,9,27,33,,,,4.5
2001-03-04,19:00,,0.9,10,36,27,,,,5.6
2001-03-04,20:00,,1.0,16,39,20,,,,5.4
2001-03-04,21:00,,1.1,10,42,17,,,,5.7
2001-03-04,22:00,,1.0,5,42,12,,,,6.2
2001-03-04,23:00,,0.9,8,40,8,,,,4.7
2001-03-05,00:00,,0.8,2,28,17,,,,3.5
2001-03-05,01:00,,0.7,3,31,15,,,,
2001-03-05,02:00,,0.7,4,23,24,,,,2.8
2001-03-05,03:00,,0.7,4,23,21,,,,3.3
2001-03-05,04:00,,0.7,4,19,27,,,,3.2
2001-03-05,05:00,,0.7,13,22,27,,,,3.3
2001-03-05,06:00,,0.9,28,32,27,,,,5.7
2001-03-05,07:00,,0.9,36,37,22,,,,4.4
2001-03-05,08:00,,0.8,52,43,22,,,,
2001-03-05,09:00,,,46,44,27,,,,6.5
2001-03-05,10:00,,0.6,45,39,36,,,,6.3
2001-03-05,11:00,,0.8,,,33,,,,5.9
2001-03-05,12:00,,0.7,45,47,31,,,,6.3
2001-03-05,13:00,,0.7,51,49,37,,,,9.7
2001-03-05,14:00,,0.8,48,50,37,,,,11.7
2001-03-05,15:00,,1.2,51,54,,,,,16.7
2001-03-05,16:00,,1.6,59,60,33,,,,16.4
2001-03-05,17:00,,1.7,82,68,22,,,,10.1
2001-03-05,18:00,,0.9,35,56,32,,,,7.2
2001-03-05,19:00,,0.9,39,63,23,,,,5.5
2001-03-05,20:00,,0.7,21,62,19,,,,5.7
2001-03-05,21:00,,0.7,6,57,18,,,,4.9
2001-03-05,22:00,,0.7,11,58,14,,,,4.9
2001-03-05,23:00,,1.3,32,51,15,,,,6.0
2001-03-06,00:00,,0.8,10,46,14,,,,3.8
2001-03-06,01:00,,0.6,9,50,13,,,,
2001-03-06,02:00,,0.6,20,53,3,,,,2.2
2001-03-06,03:00,,0.6,39,52,1,,,,1.7
2001-03-06,04:00,,0.7,27,49,1,,,,2.7
2001-03-06,05:00,,0.7,63,61,1,,,,4.2
2001-03-06,06:00,,0.9,65,69,1,,,,14.2
2001-03-06,07:00,,1.9,127,72,1,,,,10.0
2001-03-06,08:00,,2.3,204,84,3,,,,
2001-03-06,09:00,,1.2,169,85,12,,,,23.6
2001-03-06,10:00,,0.7,,,37,,,,40.5
2001-03-06,11:00,,0.5,,,62,,,,29.8
2001-03-06,12:00,,0.4,8,22,78,,,,17.6
2001-03-06,13:00,,0.4,10,19,85,,,,12.0
2001-03-06,14:00,,0.4,8,19,,,,,9.1
2001-03-06,15:00,,0.5,11,21,87,,,,7.4
2001-03-06,16:00,,0.8,8,21,89,,,,8.0
2001-03-06,17:00,,0.7,10,28,83,,,,8.1
2001-03-06,18:00,,0.6,6,35,70,,,,9.6
2001-03-06,19:00,,0.7,15,53,49,,,,17.7
2001-03-06,20:00,,0.6,5,60,37,,,,28.9
2001-03-06,21:00,,0.5,1,48,47,,,,19.8
2001-03-06,22:00,,0.5,2,37,59,,,,15.3
2001-03-06,23:00,,1.4,13,52,35,,,,15.3
2001-03-07,00:00,,0.9,30,54,27,,,,13.5
2001-03-07,01:00,,0.8,47,58,18,,,,
2001-03-07,02:00,,0.8,43,65,4,,,,10.0
2001-03-07,03:00,,0.8,72,64,1,,,,8.3
2001-03-07,04:00,,0.8,53,60,2,,,,5.7
2001-03-07,05:00,,0.6,30,53,5,,,,4.9
2001-03-07,06:00,,1.0,111,61,1,,,,5.6
2001-03-07,07:00,,2.3,227,70,2,,,,
2001-03-07,08:00,,2.0,218,75,3,,,,10.7
2001-03-07,09:00,,,168,78,4,,,,20.9
2001-03-07,10:00,,1.7,,,7,,,,23.9
2001-03-07,11:00,,1.1,89,72,25,,,,23.4
2001-03-07,12:00,,0.7,44,49,52,,,,14.4
2001-03-07,13:00,,0.6,24,34,71,,,,13.2
2001-03-07,14:00,,0.9,55,66,,,,,11.3
2001-03-07,15:00,,1.1,36,72,35,,,,9.5
2001-03-07,16:00,,1.0,29,65,40,,,,14.9
2001-03-07,17:00,,1.1,11,50,54,,,,13.9
2001-03-07,18:00,,1.1,30,61,45,,,,9.5
2001-03-07,19:00,,0.8,22,46,61,,,,7.6
2001-03-07,20:00,,1.2,48,71,30,,,,13.1
2001-03-07,21:00,,2.0,114,82,8,,,,11.4
2001-03-07,22:00,,1.6,54,61,27,,,,14.3
2001-03-07,23:00,,1.0,25,35,57,,,,8.7
2001-03-08,00:00,,0.7,30,51,38,,,,6.8
2001-03-08,01:00,,0.8,30,53,23,,,,
2001-03-08,02:00,,0.7,59,52,20,,,,4.3
2001-03-08,03:00,,0.7,65,61,2,,,,4.2
2001-03-08,04:00,,0.7,60,54,5,,,,3.9
