Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-05-01,,,,,,12.08,,,
2018-05-01,01:00,,8,23,,,17,,
2018-05-01,02:00,,4,13,,,10,,
2018-05-01,03:00,,1,9,,,7,,
2018-05-01,04:00,,3,9,,,8,,
2018-05-01,05:00,,4,12,,,8,,
2018-05-01,06:00,,4,11,,,8,,
2018-05-01,07:00,,3,8,,,7,,
2018-05-01,08:00,,5,10,,,7,,
2018-05-01,09:00,,2,8,,,8,,
2018-05-01,10:00,,5,10,,,,,
2018-05-01,11:00,,6,12,,,12,,
2018-05-01,12:00,,4,10,,,9,,
2018-05-01,13:00,,4,9,,,15,,
2018-05-01,14:00,,5,10,,,9,,
2018-05-01,15:00,,4,10,,,12,,
2018-05-01,16:00,,3,10,,,8,,
2018-05-01,17:00,,6,15,,,6,,
2018-05-01,18:00,,5,16,,,9,,
2018-05-01,19:00,,3,16,,,13,,
2018-05-01,20:00,,8,30,,,16,,
2018-05-01,21:00,,7,32,,,17,,
2018-05-01,22:00,,8,33,,,15,,
2018-05-01,23:00,,8,33,,,28,,
2018-05-02,,,,,,31.50,,,
2018-05-02,00:00,,11,31,,,16,,
2018-05-02,01:00,,12,34,,,33,,
2018-05-02,02:00,,5,31,,,17,,
2018-05-02,03:00,,8,32,,,21,,
2018-05-02,04:00,,48,45,,,26,,
2018-05-02,05:00,,65,47,,,28,,
2018-05-02,06:00,,105,57,,,35,,
2018-05-02,07:00,,169,68,,,50,,
2018-05-02,08:00,,115,74,,,40,,
2018-05-02,09:00,,101,77,,,39,,
2018-05-02,10:00,,66,66,,,34,,
2018-05-02,11:00,,79,73,,,36,,
2018-05-02,12:00,,62,59,,,38,,
2018-05-02,13:00,,53,47,,,33,,
2018-05-02,14:00,,42,46,,,33,,
2018-05-02,15:00,,42,49,,,37,,
2018-05-02,16:00,,44,54,,,34,,
2018-05-02,17:00,,28,41,,,44,,
2018-05-02,18:00,,34,42,,,29,,
2018-05-02,19:00,,31,38,,,29,,
2018-05-02,20:00,,22,31,,,23,,
2018-05-02,21:00,,23,32,,,24,,
2018-05-02,22:00,,15,31,,,22,,
2018-05-02,23:00,,14,33,,,20,,
2018-05-03,00:00,,10,29,,,18,,
2018-05-03,01:00,,8,30,,,17,,
2018-05-03,02:00,,5,34,,,23,,
2018-05-03,03:00,,10,32,,,23,,
2018-05-03,04:00,,19,28,,,21,,
2018-05-03,05:00,,37,39,,,25,,
2018-05-03,06:00,,77,45,,,23,,
2018-05-03,07:00,,68,45,,,18,,
2018-05-03,08:00,,60,48,,,34,,
2018-05-03,09:00,,47,42,,,21,,
2018-05-03,10:00,,41,43,,,32,,
2018-05-03,11:00,,44,42,,,41,,
2018-05-03,12:00,,30,38,,,25,,
2018-05-03,13:00,,37,40,,,27,,
2018-05-03,14:00,,24,31,,,17,,
2018-05-03,15:00,,34,42,,,31,,
2018-05-03,16:00,,32,40,,,28,,
2018-05-03,17:00,,30,41,,,22,,
2018-05-03,18:00,,29,45,,,19,,
2018-05-03,19:00,,23,40,,,21,,
2018-05-03,20:00,,23,37,,,7,,
2018-05-03,21:00,,16,25,,,11,,
2018-05-03,22:00,,10,21,,,12,,
2018-05-03,23:00,,8,20,,,11,,
2018-05-04,00:00,,7,16,,,5,,
2018-05-04,01:00,,6,15,,,11,,
2018-05-04,02:00,,4,14,,,12,,
2018-05-04,03:00,,9,14,,,12,,
2018-05-04,04:00,,14,23,,,14,,
2018-05-04,05:00,,22,37,,,13,,
2018-05-04,06:00,,46,56,,,18,,
2018-05-04,07:00,,114,95,,,29,,
2018-05-04,08:00,,63,74,,,31,,
2018-05-04,09:00,,44,59,,,17,,
2018-05-04,10:00,,47,56,,,25,,
2018-05-04,11:00,,54,67,,,28,,
2018-05-04,12:00,,55,66,,,21,,
2018-05-04,13:00,,50,69,,,31,,
2018-05-04,14:00,,41,59,,,26,,
2018-05-04,15:00,,54,74,,,27,,
2018-05-04,16:00,,38,69,,,29,,
2018-05-04,17:00,,34,68,,,27,,
2018-05-04,18:00,,38,69,,,22,,
2018-05-04,19:00,,46,78,,,43,,
2018-05-04,20:00,,45,84,,,47,,
2018-05-04,21:00,,61,89,,,63,,
2018-05-04,22:00,,18,47,,,10,,
2018-05-04,23:00,,10,32,,,14,,
2018-05-05,00:00,,11,27,,,20,,
2018-05-05,01:00,,11,21,,,28,,
2018-05-05,02:00,,7,19,,,20,,
2018-05-05,03:00,,5,18,,,16,,
2018-05-05,04:00,,8,22,,,14,,
2018-05-05,05:00,,9,19,,,16,,
2018-05-05,06:00,,23,32,,,16,,
2018-05-05,07:00,,21,36,,,22,,
2018-05-05,08:00,,22,32,,,26,,
2018-05-05,09:00,,24,34,,,25,,
2018-05-05,10:00,,25,39,,,28,,
2018-05-05,11:00,,27,41,,,31,,
2018-05-05,12:00,,23,40,,,29,,
2018-05-05,13:00,,23,40,,,18,,
2018-05-05,14:00,,30,49,,,18,,
2018-05-05,15:00,,21,41,,,25,,
2018-05-05,16:00,,18,38,,,14,,
2018-05-05,17:00,,25,47,,,12,,
2018-05-05,18:00,,46,76,,,9,,
2018-05-05,19:00,,19,44,,,21,,
2018-05-05,20:00,,32,59,,,28,,
2018-05-05,21:00,,29,57,,,33,,
2018-05-05,22:00,,18,44,,,29,,
2018-05-05,23:00,,16,44,,,29,,
2018-05-06,00:00,,20,44,,,32,,
2018-05-06,01:00,,18,40,,,29,,
2018-05-06,02:00,,14,33,,,27,,
2018-05-06,03:00,,8,24,,,21,,
2018-05-06,04:00,,9,25,,,22,,
2018-05-06,05:00,,8,23,,,18,,
2018-05-06,06:00,,12,25,,,19,,
2018-05-06,07:00,,8,23,,,21,,
2018-05-06,08:00,,7,18,,,18,,
2018-05-06,09:00,,18,38,,,9,,
2018-05-06,10:00,,15,32,,,18,,
2018-05-06,11:00,,13,26,,,21,,
2018-05-06,12:00,,10,23,,,20,,
2018-05-06,13:00,,13,28,,,14,,
2018-05-06,14:00,,19,30,,,13,,
2018-05-06,15:00,,15,32,,,19,,
2018-05-06,16:00,,14,28,,,12,,
2018-05-06,17:00,,15,29,,,11,,
2018-05-06,18:00,,19,39,,,18,,
2018-05-06,19:00,,17,37,,,17,,
2018-05-06,20:00,,16,43,,,17,,
2018-05-06,21:00,,24,56,,,29,,
2018-05-06,22:00,,18,46,,,22,,
2018-05-06,23:00,,8,32,,,12,,
2018-05-07,00:00,,10,29,,,14,,
2018-05-07,01:00,,8,31,,,16,,
2018-05-07,02:00,,7,24,,,14,,
2018-05-07,03:00,,6,20,,,14,,
2018-05-07,04:00,,50,60,,,30,,
2018-05-07,05:00,,51,58,,,27,,
2018-05-07,06:00,,121,91,,,44,,
2018-05-07,07:00,,112,96,,,40,,
2018-05-07,08:00,,131,93,,,40,,
2018-05-07,09:00,,57,72,,,39,,
2018-05-07,10:00,,49,69,,,30,,
2018-05-07,11:00,,35,61,,,27,,
2018-05-07,12:00,,31,53,,,24,,
2018-05-07,13:00,,32,61,,,27,,
2018-05-07,14:00,,25,56,,,19,,
2018-05-07,15:00,,36,70,,,34,,
2018-05-07,16:00,,47,80,,,22,,
2018-05-07,17:00,,35,76,,,29,,
2018-05-07,18:00,,35,69,,,27,,
2018-05-07,19:00,,26,59,,,19,,
2018-05-07,20:00,,27,62,,,27,,
2018-05-07,21:00,,25,62,,,34,,
2018-05-07,22:00,,23,64,,,34,,
2018-05-07,23:00,,23,61,,,36,,
2018-05-08,00:00,,23,57,,,26,,
2018-05-08,01:00,,10,32,,,22,,
2018-05-08,02:00,,7,25,,,21,,
2018-05-08,03:00,,6,28,,,19,,
2018-05-08,04:00,,26,48,,,22,,
2018-05-08,05:00,,49,61,,,29,,
2018-05-08,06:00,,107,93,,,42,,
2018-05-08,07:00,,115,99,,,41,,
2018-05-08,08:00,,96,88,,,40,,
2018-05-08,09:00,,58,79,,,32,,
2018-05-08,10:00,,62,75,,,28,,
2018-05-08,11:00,,39,63,,,25,,
2018-05-08,12:00,,29,54,,,31,,
2018-05-08,13:00,,37,62,,,37,,
2018-05-08,14:00,,60,79,,,31,,
2018-05-08,15:00,,35,68,,,30,,
2018-05-08,16:00,,54,83,,,24,,
2018-05-08,17:00,,27,61,,,30,,
2018-05-08,18:00,,32,67,,,32,,
2018-05-08,19:00,,25,59,,,35,,
2018-05-08,20:00,,16,55,,,35,,
2018-05-08,21:00,,18,55,,,29,,
2018-05-08,22:00,,13,40,,,22,,
2018-05-08,23:00,,11,43,,,27,,
2018-05-09,00:00,,20,42,,,25,,
2018-05-09,01:00,,6,24,,,17,,
2018-05-09,02:00,,5,24,,,20,,
2018-05-09,03:00,,5,23,,,22,,
2018-05-09,04:00,,26,48,,,31,,
2018-05-09,05:00,,39,61,,,31,,
2018-05-09,06:00,,100,92,,,51,,
2018-05-09,07:00,,122,105,,,55,,
2018-05-09,08:00,,128,98,,,66,,
2018-05-09,09:00,,54,73,,,50,,
2018-05-09,10:00,,62,78,,,39,,
2018-05-09,11:00,,46,67,,,38,,
2018-05-09,12:00,,42,72,,,34,,
2018-05-09,13:00,,45,72,,,33,,
2018-05-09,14:00,,47,72,,,32,,
2018-05-09,15:00,,41,73,,,29,,
2018-05-09,16:00,,49,75,,,27,,
2018-05-09,17:00,,42,73,,,42,,
2018-05-09,18:00,,38,70,,,39,,
2018-05-09,19:00,,35,65,,,34,,
2018-05-09,20:00,,32,70,,,40,,
2018-05-09,21:00,,33,63,,,33,,
2018-05-09,22:00,,21,55,,,33,,
2018-05-09,23:00,,22,53,,,36,,
2018-05-10,00:00,,14,42,,,37,,
2018-05-10,01:00,,9,35,,,34,,
2018-05-10,02:00,,7,29,,,27,,
2018-05-10,03:00,,9,30,,,26,,
2018-05-10,04:00,,11,29,,,25,,
2018-05-10,05:00,,6,26,,,24,,
2018-05-10,06:00,,5,21,,,23,,
2018-05-10,07:00,,6,18,,,25,,
2018-05-10,08:00,,8,19,,,27,,
2018-05-10,09:00,,9,23,,,27,,
2018-05-10,10:00,,12,31,,,22,,
2018-05-10,11:00,,7,25,,,31,,
2018-05-10,12:00,,7,21,,,22,,
2018-05-10,13:00,,11,30,,,16,,
2018-05-10,14:00,,9,27,,,,,
2018-05-10,15:00,,3,16,,,14,,
2018-05-10,16:00,,12,33,,,41,,
2018-05-10,17:00,,10,27,,,4,,
2018-05-10,18:00,,8,21,,,41,,
2018-05-10,19:00,,10,23,,,53,,
2018-05-10,20:00,,9,21,,,21,,
2018-05-10,21:00,,14,18,,,14,,
2018-05-10,22:00,,7,15,,,14,,
2018-05-10,23:00,,7,14,,,21,,
2018-05-11,00:00,,3,12,,,2,,
2018-05-11,01:00,,4,11,,,2,,
2018-05-11,02:00,,3,9,,,5,,
2018-05-11,03:00,,2,8,,,,,
2018-05-11,04:00,,5,12,,,13,,
2018-05-11,05:00,,13,20,,,9,,
2018-05-11,06:00,,15,24,,,14,,
