Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-05-01,01:00,,,,85,,
2018-05-01,02:00,,,,82,,
2018-05-01,03:00,,,,79,,
2018-05-01,04:00,,,,77,,
2018-05-01,05:00,,,,76,,
2018-05-01,06:00,,,,78,,
2018-05-01,07:00,,,,76,,
2018-05-01,08:00,,,,75,,
2018-05-01,09:00,,,,76,,
2018-05-01,10:00,,,,77,,
2018-05-01,11:00,,,,85,,
2018-05-01,12:00,,,,82,,
2018-05-01,13:00,,,,81,,
2018-05-01,14:00,,,,80,,
2018-05-01,15:00,,,,84,,
2018-05-01,16:00,,,,90,,
2018-05-01,17:00,,,,94,,
2018-05-01,18:00,,,,95,,
2018-05-01,19:00,,,,91,,
2018-05-01,20:00,,,,79,,
2018-05-01,21:00,,,,69,,
2018-05-01,22:00,,,,65,,
2018-05-01,23:00,,,,61,,
2018-05-02,00:00,,,,44,,
2018-05-02,01:00,,,,25,,
2018-05-02,02:00,,,,8,,
2018-05-02,03:00,,,,25,,
2018-05-02,04:00,,,,28,,
2018-05-02,05:00,,,,9,,
2018-05-02,06:00,,,,12,,
2018-05-02,07:00,,,,4,,
2018-05-02,08:00,,,,18,,
2018-05-02,09:00,,,,48,,
2018-05-02,10:00,,,,55,,
2018-05-02,11:00,,,,62,,
2018-05-02,12:00,,,,69,,
2018-05-02,13:00,,,,68,,
2018-05-02,14:00,,,,71,,
2018-05-02,15:00,,,,75,,
2018-05-02,16:00,,,,74,,
2018-05-02,17:00,,,,73,,
2018-05-02,18:00,,,,63,,
2018-05-02,19:00,,,,60,,
2018-05-02,20:00,,,,56,,
2018-05-02,21:00,,,,44,,
2018-05-02,22:00,,,,36,,
2018-05-02,23:00,,,,32,,
2018-05-03,00:00,,,,28,,
2018-05-03,01:00,,,,24,,
2018-05-03,02:00,,,,18,,
2018-05-03,03:00,,,,23,,
2018-05-03,04:00,,,,25,,
2018-05-03,05:00,,,,20,,
2018-05-03,06:00,,,,12,,
2018-05-03,07:00,,,,15,,
2018-05-03,08:00,,,,31,,
2018-05-03,09:00,,,,46,,
2018-05-03,10:00,,,,66,,
2018-05-03,11:00,,,,71,,
2018-05-03,12:00,,,,78,,
2018-05-03,13:00,,,,82,,
2018-05-03,14:00,,,,83,,
2018-05-03,15:00,,,,86,,
2018-05-03,16:00,,,,92,,
2018-05-03,17:00,,,,96,,
2018-05-03,18:00,,,,98,,
2018-05-03,19:00,,,,91,,
2018-05-03,20:00,,,,92,,
2018-05-03,21:00,,,,77,,
2018-05-03,22:00,,,,78,,
2018-05-03,23:00,,,,68,,
2018-05-04,00:00,,,,83,,
2018-05-04,01:00,,,,78,,
2018-05-04,02:00,,,,78,,
2018-05-04,03:00,,,,72,,
2018-05-04,04:00,,,,72,,
2018-05-04,05:00,,,,67,,
2018-05-04,06:00,,,,58,,
2018-05-04,07:00,,,,60,,
2018-05-04,08:00,,,,71,,
2018-05-04,09:00,,,,89,,
2018-05-04,10:00,,,,98,,
2018-05-04,11:00,,,,101,,
2018-05-04,12:00,,,,88,,
2018-05-04,13:00,,,,98,,
2018-05-04,14:00,,,,102,,
2018-05-04,15:00,,,,106,,
2018-05-04,16:00,,,,105,,
2018-05-04,17:00,,,,104,,
2018-05-04,18:00,,,,101,,
2018-05-04,19:00,,,,95,,
2018-05-04,20:00,,,,84,,
2018-05-04,21:00,,,,67,,
2018-05-04,22:00,,,,74,,
2018-05-04,23:00,,,,66,,
2018-05-05,00:00,,,,73,,
2018-05-05,01:00,,,,77,,
2018-05-05,02:00,,,,75,,
2018-05-05,03:00,,,,71,,
2018-05-05,04:00,,,,64,,
2018-05-05,05:00,,,,47,,
2018-05-05,06:00,,,,49,,
2018-05-05,07:00,,,,49,,
2018-05-05,08:00,,,,61,,
2018-05-05,09:00,,,,75,,
2018-05-05,10:00,,,,83,,
