Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
2018-05-05,11:00,,,,92,,
2018-05-05,12:00,,,,98,,
2018-05-05,13:00,,,,105,,
2018-05-05,14:00,,,,108,,
2018-05-05,15:00,,,,110,,
2018-05-05,16:00,,,,109,,
2018-05-05,17:00,,,,112,,
2018-05-05,18:00,,,,110,,
2018-05-05,19:00,,,,103,,
2018-05-05,20:00,,,,93,,
2018-05-05,21:00,,,,88,,
2018-05-05,22:00,,,,84,,
2018-05-05,23:00,,,,84,,
2018-05-06,00:00,,,,77,,
2018-05-06,01:00,,,,83,,
2018-05-06,02:00,,,,81,,
2018-05-06,03:00,,,,77,,
2018-05-06,04:00,,,,61,,
2018-05-06,05:00,,,,61,,
2018-05-06,06:00,,,,56,,
2018-05-06,07:00,,,,59,,
2018-05-06,08:00,,,,68,,
2018-05-06,09:00,,,,75,,
2018-05-06,10:00,,,,92,,
2018-05-06,11:00,,,,102,,
2018-05-06,12:00,,,,104,,
2018-05-06,13:00,,,,103,,
2018-05-06,14:00,,,,100,,
2018-05-06,15:00,,,,100,,
2018-05-06,16:00,,,,100,,
2018-05-06,17:00,,,,98,,
2018-05-06,18:00,,,,98,,
2018-05-06,19:00,,,,95,,
2018-05-06,20:00,,,,81,,
2018-05-06,21:00,,,,65,,
2018-05-06,22:00,,,,67,,
2018-05-06,23:00,,,,68,,
2018-05-07,00:00,,,,61,,
2018-05-07,01:00,,,,63,,
2018-05-07,02:00,,,,71,,
2018-05-07,03:00,,,,66,,
2018-05-07,04:00,,,,51,,
2018-05-07,05:00,,,,49,,
2018-05-07,06:00,,,,22,,
2018-05-07,07:00,,,,43,,
2018-05-07,08:00,,,,66,,
2018-05-07,09:00,,,,81,,
2018-05-07,10:00,,,,102,,
2018-05-07,11:00,,,,114,,
2018-05-07,12:00,,,,117,,
2018-05-07,13:00,,,,116,,
2018-05-07,14:00,,,,121,,
2018-05-07,15:00,,,,123,,
2018-05-07,16:00,,,,120,,
2018-05-07,17:00,,,,120,,
2018-05-07,18:00,,,,117,,
2018-05-07,19:00,,,,107,,
2018-05-07,20:00,,,,84,,
2018-05-07,21:00,,,,66,,
2018-05-07,22:00,,,,73,,
2018-05-07,23:00,,,,68,,
2018-05-08,00:00,,,,72,,
2018-05-08,01:00,,,,61,,
2018-05-08,02:00,,,,52,,
2018-05-08,03:00,,,,56,,
2018-05-08,04:00,,,,48,,
2018-05-08,05:00,,,,35,,
2018-05-08,06:00,,,,28,,
2018-05-08,07:00,,,,40,,
2018-05-08,08:00,,,,70,,
2018-05-08,09:00,,,,93,,
2018-05-08,10:00,,,,105,,
