Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
2018-05-04,08:00,,1,4,93,,0.5
2018-05-04,09:00,,1,5,94,,0.5
2018-05-04,10:00,,1,5,92,,0.5
2018-05-04,11:00,,1,4,96,,0.5
2018-05-04,12:00,,1,3,101,,0.5
2018-05-04,13:00,,1,4,102,,0.5
2018-05-04,14:00,,1,7,97,,2.5
2018-05-04,15:00,,1,4,106,,0.5
2018-05-04,16:00,,1,3,106,,0.5
2018-05-04,17:00,,1,4,106,,0.5
2018-05-04,18:00,,1,4,105,,1.1
2018-05-04,19:00,,1,6,102,,2.1
2018-05-04,20:00,,1,7,99,,3.1
2018-05-04,21:00,,1,9,96,,5.2
2018-05-04,22:00,,1,7,97,,3.9
2018-05-04,23:00,,1,6,96,,1.8
2018-05-05,00:00,,1,5,93,,1.2
2018-05-05,01:00,,1,4,93,,0.5
2018-05-05,02:00,,1,4,93,,0.5
2018-05-05,03:00,,1,3,95,,0.5
2018-05-05,04:00,,1,3,94,,0.5
2018-05-05,05:00,,1,4,94,,0.5
2018-05-05,06:00,,1,5,92,,0.5
2018-05-05,07:00,,1,4,98,,0.5
2018-05-05,08:00,,1,4,100,,0.5
2018-05-05,09:00,,1,5,98,,0.5
2018-05-05,10:00,,1,5,96,,0.5
2018-05-05,11:00,,1,5,94,,0.5
2018-05-05,12:00,,1,4,101,,0.5
2018-05-05,13:00,,1,3,108,,0.5
2018-05-05,14:00,,1,3,109,,0.5
2018-05-05,15:00,,1,3,110,,0.5
2018-05-05,16:00,,1,3,114,,0.5
2018-05-05,17:00,,1,3,115,,0.5
2018-05-05,18:00,,1,3,113,,0.5
2018-05-05,19:00,,1,4,113,,0.5
2018-05-05,20:00,,1,4,111,,0.5
2018-05-05,21:00,,1,7,110,,1.4
2018-05-05,22:00,,1,7,109,,1.2
2018-05-05,23:00,,1,4,111,,0.5
2018-05-06,00:00,,1,3,112,,0.5
2018-05-06,01:00,,1,3,111,,0.5
2018-05-06,02:00,,1,4,109,,0.5
2018-05-06,03:00,,1,3,107,,0.5
2018-05-06,04:00,,1,4,105,,1.6
2018-05-06,05:00,,1,4,105,,1.4
2018-05-06,06:00,,2,8,100,,3.0
2018-05-06,07:00,,1,5,102,,1.8
2018-05-06,08:00,,1,3,104,,0.5
2018-05-06,09:00,,1,3,103,,0.5
2018-05-06,10:00,,1,3,100,,0.5
