Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-02-01,01:00,0.9,0.1,9,19,40,,,4.6
2000-02-01,02:00,0.8,0.1,5,17,43,,,4.5
2000-02-01,03:00,0.9,0.1,16,22,39,,,4.7
2000-02-01,04:00,0.8,0.1,21,24,35,,,5.0
2000-02-01,05:00,1.1,0.2,25,33,26,,,4.5
2000-02-01,06:00,1.9,0.7,56,45,19,,,5.5
2000-02-01,07:00,5.6,1.9,,,,,,
2000-02-01,08:00,5.3,1.1,129,78,10,,,6.5
2000-02-01,09:00,4.2,0.6,97,63,19,,,11.0
2000-02-01,10:00,3.4,,109,63,19,,,12.4
2000-02-01,11:00,4.2,0.7,117,65,17,,,8.9
2000-02-01,12:00,3.2,0.7,114,61,19,,,9.0
2000-02-01,13:00,2.6,0.4,72,48,25,,,7.5
2000-02-01,14:00,3.2,0.9,111,63,18,,,7.6
2000-02-01,15:00,4.3,1.2,122,67,18,,,8.4
2000-02-01,16:00,5.2,1.6,120,66,18,,,8.7
2000-02-01,17:00,8.3,2.4,166,82,10,,,9.2
2000-02-01,18:00,8.1,1.9,129,64,11,,,7.6
2000-02-01,19:00,5.0,1.4,87,58,12,,,7.5
2000-02-01,20:00,5.2,1.0,71,55,13,,,6.0
2000-02-01,21:00,3.3,0.4,32,41,19,,,5.6
2000-02-01,22:00,2.6,0.4,17,34,20,,,5.3
2000-02-01,23:00,2.0,0.2,13,31,22,,,5.2
2000-02-02,00:00,1.4,0.2,12,31,19,,,5.5
2000-02-02,01:00,0.9,0.1,9,34,14,,,3.7
2000-02-02,02:00,0.9,0.1,12,27,20,,,3.1
2000-02-02,03:00,0.7,0.1,14,26,24,,,3.6
2000-02-02,04:00,0.8,0.1,16,26,23,,,3.6
2000-02-02,05:00,1.0,0.2,39,41,16,,,4.4
2000-02-02,06:00,2.7,0.7,66,49,10,,,3.7
2000-02-02,07:00,5.0,2.0,,,,,,
2000-02-02,08:00,6.9,1.4,156,77,6,,,5.4
2000-02-02,09:00,3.5,0.8,137,72,6,,,4.7
2000-02-02,10:00,5.0,1.1,144,75,6,,,6.4
2000-02-02,11:00,4.4,1.0,137,73,10,,,6.2
2000-02-02,12:00,5.7,1.4,176,84,7,,,8.3
2000-02-02,13:00,5.0,1.3,147,81,7,,,8.7
2000-02-02,14:00,5.2,1.1,150,79,14,,,12.1
2000-02-02,15:00,4.2,0.8,96,66,18,,,9.1
2000-02-02,16:00,4.1,0.7,85,56,19,,,7.0
2000-02-02,17:00,4.5,1.0,76,53,18,,,6.9
2000-02-02,18:00,3.4,0.5,54,46,17,,,6.5
2000-02-02,19:00,3.1,0.4,44,43,13,,,5.9
2000-02-02,20:00,3.0,0.5,45,43,16,,,5.1
2000-02-02,21:00,2.4,0.2,19,27,39,,,4.4
2000-02-02,22:00,1.6,0.2,11,28,35,,,3.6
2000-02-02,23:00,1.5,0.1,8,26,37,,,4.7
2000-02-03,,,,,,,17,,
2000-02-03,00:00,1.1,0.1,10,21,41,,,4.3
2000-02-03,01:00,1.0,0.1,3,15,46,,,3.0
2000-02-03,02:00,0.7,0.1,1,13,53,,,3.3
2000-02-03,03:00,0.6,0.1,5,14,53,,,3.0
2000-02-03,04:00,0.6,0.1,7,17,49,,,3.7
2000-02-03,05:00,0.9,0.1,17,22,43,,,3.1
2000-02-03,06:00,1.1,0.1,,,,,,
2000-02-03,07:00,2.9,0.7,69,47,29,,,3.6
2000-02-03,08:00,2.6,0.4,64,44,39,,,3.0
2000-02-03,09:00,2.4,0.5,100,65,20,,,3.4
2000-02-03,10:00,3.2,,103,64,23,,,4.1
2000-02-03,11:00,2.7,0.3,82,48,37,,,4.6
2000-02-03,12:00,2.9,0.4,84,52,33,,,5.0
2000-02-03,13:00,2.5,0.3,72,48,37,,,4.4
2000-02-03,14:00,2.4,0.3,64,41,45,,,3.8
2000-02-03,15:00,2.7,0.4,75,50,39,,,3.6
2000-02-03,16:00,3.1,0.7,68,47,40,,,7.0
2000-02-03,17:00,3.8,1.1,88,52,35,,,6.7
2000-02-03,18:00,4.5,0.9,81,51,35,,,3.7
2000-02-03,19:00,,1.0,76,50,30,,,3.4
2000-02-03,20:00,,1.8,107,70,16,,,4.1
2000-02-03,21:00,,0.8,43,52,17,,,4.1
2000-02-03,22:00,,1.4,87,67,7,,,4.0
2000-02-03,23:00,,1.6,79,61,4,,,3.5
2000-02-04,,,,,,,24,,
2000-02-04,00:00,4.3,1.0,49,52,8,,,
2000-02-04,01:00,4.6,0.5,51,46,11,,,2.9
2000-02-04,02:00,2.9,0.3,15,35,17,,,2.8
2000-02-04,03:00,1.4,0.2,17,41,12,,,3.2
2000-02-04,04:00,1.2,0.1,23,38,16,,,2.9
2000-02-04,05:00,1.4,0.2,36,41,17,,,3.4
2000-02-04,06:00,1.9,0.7,,,,,,
2000-02-04,07:00,4.6,1.6,103,62,10,,,5.3
2000-02-04,08:00,5.6,1.2,129,70,6,,,5.3
2000-02-04,09:00,4.3,1.1,133,70,3,,,6.1
2000-02-04,10:00,5.1,1.0,128,61,5,,,7.9
2000-02-04,11:00,3.9,0.7,89,50,17,,,8.7
2000-02-04,12:00,3.7,0.6,83,50,25,,,8.1
2000-02-04,13:00,3.6,0.6,83,50,33,,,7.0
2000-02-04,14:00,4.0,1.1,100,58,31,,,6.2
2000-02-04,15:00,4.9,1.1,90,58,27,,,6.4
2000-02-04,16:00,4.5,1.1,83,57,24,,,4.9
2000-02-04,17:00,5.0,1.0,78,56,23,,,4.3
2000-02-04,18:00,4.0,0.8,69,52,24,,,4.7
2000-02-04,19:00,3.8,0.8,56,49,23,,,4.3
