Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
28-02-03,171
27-02-03,102
26-02-03,70
25-02-03,57
24-02-03,85
23-02-03,44
22-02-03,53
21-02-03,57
20-02-03,35
19-02-03,39
18-02-03,13
17-02-03,68
16-02-03,24
15-02-03,38
14-02-03,105
13-02-03,105
12-02-03,88
11-02-03,73
10-02-03,72
09-02-03,46
08-02-03,57
07-02-03,45
06-02-03,37
05-02-03,54
04-02-03,27
03-02-03,
02-02-03,
01-02-03,

