Datum Zeit,Borna PM10
,µg/m³
28-02-03,89
27-02-03,79
26-02-03,69
25-02-03,61
24-02-03,65
23-02-03,54
22-02-03,69
21-02-03,55
20-02-03,32
19-02-03,32
18-02-03,66
17-02-03,49
16-02-03,15
15-02-03,36
14-02-03,68
13-02-03,61
12-02-03,58
11-02-03,75
10-02-03,58
09-02-03,38
08-02-03,42
07-02-03,40
06-02-03,22
05-02-03,28
04-02-03,
03-02-03,10
02-02-03,23
01-02-03,22

