Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2009-06-01,,,,,,,17,,8.52,
2009-06-01,01:00,,,1,10,63,,,,1.3
2009-06-01,02:00,,,1,10,61,,,,1.5
2009-06-01,03:00,,,1,11,57,,,,1.6
2009-06-01,04:00,,,1,11,56,,,,1.9
2009-06-01,05:00,,,1,13,53,,,,1.8
2009-06-01,06:00,,,1,24,49,,,,2.1
2009-06-01,07:00,,,1,17,59,,,,1.9
2009-06-01,08:00,,,1,11,63,,,,2.3
2009-06-01,09:00,,,2,14,62,,,,4.5
2009-06-01,10:00,,,1,10,68,,,,4.2
2009-06-01,11:00,,,1,9,74,,,,4.2
2009-06-01,12:00,,,1,9,82,,,,4.8
2009-06-01,13:00,,,1,9,90,,,,3.2
2009-06-01,14:00,,,1,7,96,,,,3.8
2009-06-01,15:00,,,1,7,98,,,,2.9
2009-06-01,16:00,,,1,9,96,,,,2.5
2009-06-01,17:00,,,1,14,98,,,,4.8
2009-06-01,18:00,,,1,14,94,,,,6.1
2009-06-01,19:00,,,1,15,87,,,,4.1
2009-06-01,20:00,,,1,16,84,,,,4.1
2009-06-01,21:00,,,1,15,75,,,,3.8
2009-06-01,22:00,,,1,25,63,,,,2.9
2009-06-01,23:00,,,1,23,59,,,,1.5
2009-06-02,,,,,,,23,,10.14,
2009-06-02,00:00,,,1,18,56,,,,1.9
2009-06-02,01:00,,,1,14,51,,,,2.3
2009-06-02,02:00,,,1,15,49,,,,2.3
2009-06-02,03:00,,,1,22,45,,,,1.3
2009-06-02,04:00,,,1,22,54,,,,1.2
2009-06-02,05:00,,,1,25,51,,,,1.8
2009-06-02,06:00,,,1,21,49,,,,2.0
2009-06-02,07:00,,,3,20,47,,,,2.6
2009-06-02,08:00,,,7,23,42,,,,2.9
2009-06-02,09:00,,,5,19,52,,,,3.2
2009-06-02,10:00,,,2,16,61,,,,3.0
2009-06-02,11:00,,,1,11,76,,,,2.6
2009-06-02,12:00,,,1,12,84,,,,2.7
2009-06-02,13:00,,,1,12,91,,,,2.5
2009-06-02,14:00,,,1,10,99,,,,2.4
2009-06-02,15:00,,,1,11,97,,,,2.3
2009-06-02,16:00,,,1,22,73,,,,1.9
2009-06-02,17:00,,,2,24,69,,,,2.1
2009-06-02,18:00,,,1,17,99,,,,2.7
2009-06-02,19:00,,,1,15,96,,,,2.7
2009-06-02,20:00,,,1,16,91,,,,2.6
2009-06-02,21:00,,,1,14,99,,,,2.5
2009-06-02,22:00,,,1,14,97,,,,2.2
2009-06-02,23:00,,,1,13,89,,,,2.1
2009-06-03,,,,,,,25,,7.25,
2009-06-03,00:00,,,1,11,80,,,,1.6
2009-06-03,01:00,,,1,10,77,,,,1.0
2009-06-03,02:00,,,1,9,77,,,,1.2
2009-06-03,03:00,,,1,12,75,,,,1.0
2009-06-03,04:00,,,1,16,69,,,,1.0
2009-06-03,05:00,,,1,14,67,,,,1.0
2009-06-03,06:00,,,1,18,61,,,,1.0
2009-06-03,07:00,,,2,22,55,,,,1.0
2009-06-03,08:00,,,4,23,54,,,,1.0
2009-06-03,09:00,,,4,22,59,,,,1.0
2009-06-03,10:00,,,3,23,61,,,,1.0
2009-06-03,11:00,,,3,18,66,,,,1.0
2009-06-03,12:00,,,2,16,67,,,,1.0
2009-06-03,13:00,,,2,15,72,,,,1.0
2009-06-03,14:00,,,3,18,71,,,,1.0
2009-06-03,15:00,,,3,20,69,,,,1.0
2009-06-03,16:00,,,2,17,70,,,,1.0
2009-06-03,17:00,,,1,15,76,,,,1.0
2009-06-03,18:00,,,1,17,78,,,,1.0
2009-06-03,19:00,,,1,20,73,,,,1.0
2009-06-03,20:00,,,1,13,83,,,,1.0
2009-06-03,21:00,,,1,18,74,,,,1.0
2009-06-03,22:00,,,1,16,75,,,,1.0
2009-06-03,23:00,,,1,13,71,,,,1.0
2009-06-04,,,,,,,17,,5.98,
2009-06-04,00:00,,,1,13,68,,,,
2009-06-04,01:00,,,1,8,74,,,,1.0
2009-06-04,02:00,,,1,10,66,,,,1.0
2009-06-04,03:00,,,1,13,71,,,,1.0
2009-06-04,04:00,,,1,12,75,,,,1.0
2009-06-04,05:00,,,1,14,72,,,,1.0
2009-06-04,06:00,,,1,16,69,,,,1.0
2009-06-04,07:00,,,1,17,69,,,,1.0
2009-06-04,12:00,,,2,12,72,,,,1.0
2009-06-04,13:00,,,3,13,72,,,,1.0
2009-06-04,14:00,,,2,11,72,,,,1.0
2009-06-04,15:00,,,2,13,71,,,,1.0
2009-06-04,16:00,,,1,12,70,,,,1.0
2009-06-04,17:00,,,1,11,80,,,,1.0
2009-06-04,18:00,,,1,12,77,,,,1.0
2009-06-04,19:00,,,1,16,70,,,,1.0
2009-06-04,20:00,,,1,15,65,,,,1.0
2009-06-04,21:00,,,1,12,69,,,,1.0
2009-06-04,22:00,,,1,18,59,,,,1.0
2009-06-04,23:00,,,1,18,55,,,,1.0
2009-06-05,,,,,,,14,,5.28,
2009-06-05,00:00,,,1,14,58,,,,1.9
2009-06-05,01:00,,,1,11,62,,,,1.5
2009-06-05,02:00,,,1,8,75,,,,1.0
2009-06-05,03:00,,,1,7,80,,,,1.0
2009-06-05,04:00,,,1,6,78,,,,1.0
2009-06-05,05:00,,,1,9,70,,,,1.0
2009-06-05,06:00,,,2,17,57,,,,1.0
