Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
20 =- (-fo 0,,i < select.length,i < select.length,,,,,i < select.length,,
20,s-be-<ltyle="float:left,width:53px">Jahr</label>,width:53px">Jahr</label>,,,,,width:53px">Jahr</label>,,
20 s-be-<ltyle="margin-left: 150px,,float:left,float:left,,,,,float:left,,
20,s-be-<ltyle="width:150px,float:left" for="ctl00_Inhalt_AnfangszeitWeb">Datumseingabe</label>,float:left" for="ctl00_Inhalt_AnfangszeitWeb">Datumseingabe</label>,,,,,float:left" for="ctl00_Inhalt_AnfangszeitWeb">Datumseingabe</label>,,
20 t-pu-<iype="submit" name="set_lang" value="Start" class="senden" tabindex="4" onclick="jump(document.form_userselect.langselect),,return false;" />,return false;" />,,,,,return false;" />,,
20 t-pu-<iype="submit" value="anzeigen" name="anzeigen" tabindex="8" onclick="jump(document.form_angebote.angebote),,return false;" />,return false;" />,,,,,return false;" />,,
2009-06-01,01:00,,,1,5,71,,,,
2009-06-01,02:00,,,1,5,69,,,,
2009-06-01,03:00,,,1,5,68,,,,
2009-06-01,04:00,,,1,5,61,,,,
2009-06-01,05:00,,,1,6,59,,,,
2009-06-01,06:00,,,1,5,60,,,,
2009-06-01,07:00,,,1,5,62,,,,
2009-06-01,08:00,,,1,7,62,,,,
2009-06-01,09:00,,,1,9,63,,,,
2009-06-01,10:00,,,3,15,65,,,,
2009-06-01,11:00,,,4,19,66,,,,
2009-06-01,12:00,,,2,13,77,,,,
2009-06-01,13:00,,,2,16,78,,,,
2009-06-01,14:00,,,2,16,81,,,,
2009-06-01,15:00,,,2,17,83,,,,
2009-06-01,16:00,,,1,6,93,,,,
2009-06-01,17:00,,,1,5,92,,,,
2009-06-01,18:00,,,1,6,86,,,,
2009-06-01,19:00,,,1,5,81,,,,
2009-06-01,20:00,,,1,6,76,,,,
2009-06-01,21:00,,,1,7,73,,,,
2009-06-01,22:00,,,1,9,66,,,,
2009-06-01,23:00,,,1,10,50,,,,
2009-06-02,00:00,,,1,6,49,,,,
2009-06-02,01:00,,,1,10,39,,,,
2009-06-02,02:00,,,1,10,35,,,,
2009-06-02,03:00,,,1,6,34,,,,
2009-06-02,04:00,,,1,8,30,,,,
2009-06-02,05:00,,,1,11,33,,,,
2009-06-02,06:00,,,1,16,24,,,,
2009-06-02,07:00,,,2,18,31,,,,
2009-06-02,08:00,,,1,12,65,,,,
2009-06-02,09:00,,,1,8,79,,,,
2009-06-02,10:00,,,1,7,82,,,,
2009-06-02,11:00,,,1,6,92,,,,
2009-06-02,12:00,,,1,6,96,,,,
2009-06-02,13:00,,,1,6,98,,,,
2009-06-02,14:00,,,1,8,101,,,,
2009-06-02,15:00,,,1,9,101,,,,
2009-06-02,16:00,,,1,8,109,,,,
2009-06-02,17:00,,,1,6,109,,,,
2009-06-02,18:00,,,1,7,105,,,,
2009-06-02,19:00,,,1,9,97,,,,
2009-06-02,20:00,,,1,7,95,,,,
2009-06-02,21:00,,,1,8,85,,,,
2009-06-02,22:00,,,1,8,83,,,,
2009-06-02,23:00,,,1,7,88,,,,
2009-06-03,,,,,,,15,,,
2009-06-03,00:00,,,1,7,88,,,,
2009-06-03,01:00,,,1,6,83,,,,
2009-06-03,02:00,,,1,4,84,,,,
2009-06-03,03:00,,,1,5,82,,,,
2009-06-03,04:00,,,1,7,74,,,,
2009-06-03,05:00,,,1,8,74,,,,
2009-06-03,06:00,,,1,9,73,,,,
2009-06-03,07:00,,,1,8,72,,,,
2009-06-03,08:00,,,1,8,71,,,,
2009-06-03,09:00,,,1,8,68,,,,
2009-06-03,10:00,,,1,7,73,,,,
2009-06-03,11:00,,,1,6,77,,,,
2009-06-03,12:00,,,1,6,82,,,,
2009-06-03,13:00,,,1,6,81,,,,
2009-06-03,14:00,,,1,7,81,,,,
