Datum Zeit,Brockau PM10
,µg/m³
31-07-14,14
30-07-14,23
29-07-14,20
28-07-14,18
27-07-14,20
26-07-14,18
25-07-14,10
24-07-14,14
23-07-14,19
22-07-14,22
21-07-14,28
20-07-14,20
19-07-14,21
18-07-14,19
17-07-14,20
16-07-14,17
15-07-14,13
14-07-14,10
13-07-14,11
12-07-14,16
11-07-14,15
10-07-14,10
09-07-14,4
08-07-14,18
07-07-14,9
06-07-14,8
05-07-14,13
04-07-14,12
03-07-14,12
02-07-14,10
01-07-14,8

