Datum Zeit,Borna PM10
,µg/m³
31-07-14,17
30-07-14,22
29-07-14,20
28-07-14,25
27-07-14,23
26-07-14,20
25-07-14,14
24-07-14,16
23-07-14,24
22-07-14,24
21-07-14,40
20-07-14,26
19-07-14,27
18-07-14,26
17-07-14,24
16-07-14,21
15-07-14,18
14-07-14,17
13-07-14,15
12-07-14,17
11-07-14,24
10-07-14,16
09-07-14,13
08-07-14,21
07-07-14,15
06-07-14,10
05-07-14,19
04-07-14,20
03-07-14,16
02-07-14,12
01-07-14,13

