Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-07-14,13
30-07-14,17
29-07-14,16
28-07-14,20
27-07-14,16
26-07-14,17
25-07-14,12
24-07-14,14
23-07-14,18
22-07-14,19
21-07-14,28
20-07-14,19
19-07-14,25
18-07-14,21
17-07-14,20
16-07-14,19
15-07-14,14
14-07-14,10
13-07-14,12
12-07-14,16
11-07-14,16
10-07-14,6
09-07-14,8
08-07-14,14
07-07-14,11
06-07-14,8
05-07-14,14
04-07-14,16
03-07-14,13
02-07-14,11
01-07-14,9

