Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-07-14,
30-07-14,
29-07-14,19
28-07-14,20
27-07-14,18
26-07-14,22
25-07-14,12
24-07-14,16
23-07-14,21
22-07-14,23
21-07-14,32
20-07-14,22
19-07-14,25
18-07-14,23
17-07-14,22
16-07-14,22
15-07-14,18
14-07-14,11
13-07-14,12
12-07-14,20
11-07-14,17
10-07-14,9
09-07-14,5
08-07-14,22
07-07-14,13
06-07-14,9
05-07-14,15
04-07-14,16
03-07-14,14
02-07-14,13
01-07-14,11

