Datum Zeit,Carlsfeld PM10
,µg/m³
31-07-14,10
30-07-14,11
29-07-14,10
28-07-14,11
27-07-14,9
26-07-14,13
25-07-14,6
24-07-14,10
23-07-14,13
22-07-14,14
21-07-14,21
20-07-14,17
19-07-14,18
18-07-14,13
17-07-14,16
16-07-14,14
15-07-14,7
14-07-14,5
13-07-14,6
12-07-14,11
11-07-14,6
10-07-14,2
09-07-14,2
08-07-14,11
07-07-14,7
06-07-14,6
05-07-14,10
04-07-14,12
03-07-14,11
02-07-14,10
01-07-14,6

