Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-07-14,9.28
30-07-14,13.77
29-07-14,12.65
28-07-14,15.57
27-07-14,13.87
26-07-14,12.79
25-07-14,10.46
24-07-14,10.38
23-07-14,12.30
22-07-14,13.84
21-07-14,22.55
20-07-14,17.67
19-07-14,21.18
18-07-14,19.87
17-07-14,17.08
16-07-14,13.68
15-07-14,10.68
14-07-14,7.52
13-07-14,9.54
12-07-14,11.77
11-07-14,9.95
10-07-14,4.65
09-07-14,6.31
08-07-14,10.94
07-07-14,8.03
06-07-14,6.38
05-07-14,10.24
04-07-14,9.73
03-07-14,8.53
02-07-14,9.19
01-07-14,6.45

