Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-07-14,15
30-07-14,21
29-07-14,18
28-07-14,20
27-07-14,19
26-07-14,20
25-07-14,12
24-07-14,14
23-07-14,19
22-07-14,23
21-07-14,34
20-07-14,21
19-07-14,25
18-07-14,20
17-07-14,19
16-07-14,19
15-07-14,13
14-07-14,9
13-07-14,12
12-07-14,18
11-07-14,15
10-07-14,8
09-07-14,4
08-07-14,22
07-07-14,11
06-07-14,8
05-07-14,13
04-07-14,18
03-07-14,13
02-07-14,12
01-07-14,10

