Datum Zeit,Borna BEN
,µg/m³
01-07-00 00:00,2.4
30-06-00 23:00,0.6
30-06-00 22:00,0.9
30-06-00 21:00,1.5
30-06-00 20:00,0.7
30-06-00 19:00,1.0
30-06-00 18:00,0.6
30-06-00 17:00,1.2
30-06-00 16:00,1.0
30-06-00 15:00,1.0
30-06-00 14:00,1.6
30-06-00 13:00,1.7
30-06-00 12:00,1.9
30-06-00 11:00,2.3
30-06-00 10:00,2.9
30-06-00 09:00,2.1
30-06-00 08:00,2.4
30-06-00 07:00,2.6
30-06-00 06:00,6.3
30-06-00 05:00,2.8
30-06-00 04:00,1.3
30-06-00 03:00,1.2
30-06-00 02:00,1.0
30-06-00 01:00,0.6
30-06-00 00:00,1.1
29-06-00 23:00,1.8
29-06-00 22:00,2.6
29-06-00 21:00,1.9
29-06-00 20:00,1.9
29-06-00 19:00,1.5
29-06-00 18:00,3.2
29-06-00 17:00,3.2
29-06-00 16:00,2.7
29-06-00 15:00,1.7
29-06-00 14:00,2.5
29-06-00 13:00,2.5
29-06-00 12:00,1.8
29-06-00 11:00,1.3
29-06-00 10:00,2.4
29-06-00 09:00,1.4
29-06-00 08:00,1.9
29-06-00 07:00,4.2
29-06-00 06:00,2.4
29-06-00 05:00,1.7
29-06-00 04:00,0.7
29-06-00 03:00,0.6
29-06-00 02:00,0.4
29-06-00 01:00,0.6
29-06-00 00:00,0.9
28-06-00 23:00,1.1
28-06-00 22:00,0.9
28-06-00 21:00,0.7
28-06-00 20:00,0.4
28-06-00 19:00,0.5
28-06-00 18:00,0.4
28-06-00 17:00,1.0
28-06-00 16:00,1.5
28-06-00 15:00,1.9
28-06-00 14:00,0.8
28-06-00 13:00,1.5
28-06-00 12:00,1.5
28-06-00 11:00,1.8
28-06-00 10:00,1.9
28-06-00 09:00,1.9
28-06-00 08:00,2.2
28-06-00 07:00,6.4
28-06-00 06:00,7.0
28-06-00 05:00,3.6
28-06-00 04:00,1.3
28-06-00 03:00,0.7
28-06-00 02:00,0.5
28-06-00 01:00,0.9
28-06-00 00:00,0.9
27-06-00 23:00,0.6
27-06-00 22:00,0.8
27-06-00 21:00,0.4
27-06-00 20:00,0.5
27-06-00 19:00,0.9
27-06-00 18:00,1.2
27-06-00 17:00,1.8
27-06-00 16:00,1.7
27-06-00 15:00,2.4
27-06-00 14:00,0.9
27-06-00 13:00,1.3
27-06-00 12:00,
27-06-00 11:00,
27-06-00 10:00,
27-06-00 09:00,
27-06-00 08:00,
27-06-00 07:00,2.9
27-06-00 06:00,2.4
27-06-00 05:00,1.5
27-06-00 04:00,0.6
27-06-00 03:00,0.4
27-06-00 02:00,0.2
27-06-00 01:00,0.4
27-06-00 00:00,0.4
26-06-00 23:00,0.6
26-06-00 22:00,1.1
26-06-00 21:00,1.2
26-06-00 20:00,1.4
26-06-00 19:00,1.0
26-06-00 18:00,1.7
26-06-00 17:00,1.9
26-06-00 16:00,2.5
26-06-00 15:00,1.2
26-06-00 14:00,1.9
26-06-00 13:00,1.3
26-06-00 12:00,1.2
26-06-00 11:00,1.9
