Datum Zeit,Collmberg PM10
,µg/m³
30-06-00,16
29-06-00,11
28-06-00,12
27-06-00,10
26-06-00,9
25-06-00,8
24-06-00,10
23-06-00,16
22-06-00,27
21-06-00,23
20-06-00,23
19-06-00,19
18-06-00,14
17-06-00,13
16-06-00,14
15-06-00,14
14-06-00,20
13-06-00,19
12-06-00,14
11-06-00,25
10-06-00,27
09-06-00,16
08-06-00,10
07-06-00,12
06-06-00,14
05-06-00,23
04-06-00,17
03-06-00,19
02-06-00,10
01-06-00,11

