Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-06-00,16
29-06-00,17
28-06-00,15
27-06-00,13
26-06-00,10
25-06-00,12
24-06-00,12
23-06-00,22
22-06-00,29
21-06-00,27
20-06-00,30
19-06-00,22
18-06-00,15
17-06-00,16
16-06-00,17
15-06-00,22
14-06-00,28
13-06-00,28
12-06-00,23
11-06-00,33
10-06-00,31
09-06-00,19
08-06-00,13
07-06-00,17
06-06-00,18
05-06-00,27
04-06-00,22
03-06-00,25
02-06-00,18
01-06-00,18

