Datum Zeit,Plauen-Sued O3
,µg/m³
01-07-00 00:00,12
30-06-00 23:00,17
30-06-00 22:00,23
30-06-00 21:00,31
30-06-00 20:00,56
30-06-00 19:00,72
30-06-00 18:00,75
30-06-00 17:00,72
30-06-00 16:00,69
30-06-00 15:00,
30-06-00 14:00,
30-06-00 13:00,
30-06-00 12:00,70
30-06-00 11:00,55
30-06-00 10:00,62
30-06-00 09:00,57
30-06-00 08:00,
30-06-00 07:00,11
30-06-00 06:00,6
30-06-00 05:00,11
30-06-00 04:00,17
30-06-00 03:00,11
30-06-00 02:00,11
30-06-00 01:00,15
30-06-00 00:00,24
29-06-00 23:00,23
29-06-00 22:00,17
29-06-00 21:00,56
29-06-00 20:00,68
29-06-00 19:00,75
29-06-00 18:00,76
29-06-00 17:00,75
29-06-00 16:00,70
29-06-00 15:00,69
29-06-00 14:00,74
29-06-00 13:00,70
29-06-00 12:00,69
29-06-00 11:00,67
29-06-00 10:00,61
29-06-00 09:00,58
29-06-00 08:00,
29-06-00 07:00,6
29-06-00 06:00,10
29-06-00 05:00,13
29-06-00 04:00,13
29-06-00 03:00,9
29-06-00 02:00,6
29-06-00 01:00,9
29-06-00 00:00,17
28-06-00 23:00,22
28-06-00 22:00,39
28-06-00 21:00,64
28-06-00 20:00,72
28-06-00 19:00,73
28-06-00 18:00,76
28-06-00 17:00,76
28-06-00 16:00,80
28-06-00 15:00,78
28-06-00 14:00,79
28-06-00 13:00,74
28-06-00 12:00,72
28-06-00 11:00,69
28-06-00 10:00,57
28-06-00 09:00,
28-06-00 08:00,13
28-06-00 07:00,6
28-06-00 06:00,6
28-06-00 05:00,3
28-06-00 04:00,6
28-06-00 03:00,3
28-06-00 02:00,4
28-06-00 01:00,8
28-06-00 00:00,21
27-06-00 23:00,18
27-06-00 22:00,23
27-06-00 21:00,45
27-06-00 20:00,66
27-06-00 19:00,68
27-06-00 18:00,66
27-06-00 17:00,69
27-06-00 16:00,70
27-06-00 15:00,66
27-06-00 14:00,68
27-06-00 13:00,62
27-06-00 12:00,64
27-06-00 11:00,63
27-06-00 10:00,64
27-06-00 09:00,
27-06-00 08:00,56
27-06-00 07:00,57
27-06-00 06:00,47
27-06-00 05:00,54
27-06-00 04:00,39
27-06-00 03:00,54
27-06-00 02:00,57
27-06-00 01:00,33
27-06-00 00:00,59
26-06-00 23:00,71
26-06-00 22:00,64
26-06-00 21:00,67
26-06-00 20:00,68
26-06-00 19:00,67
26-06-00 18:00,68
26-06-00 17:00,64
26-06-00 16:00,67
26-06-00 15:00,65
26-06-00 14:00,60
26-06-00 13:00,65
26-06-00 12:00,60
26-06-00 11:00,58
26-06-00 10:00,
26-06-00 09:00,48
26-06-00 08:00,37
26-06-00 07:00,31
26-06-00 06:00,32
26-06-00 05:00,38
26-06-00 04:00,37
26-06-00 03:00,14
26-06-00 02:00,10
26-06-00 01:00,15
