Datum Zeit,Radebeul-Wahnsdorf NO2
,µg/m³
01-02-03 00:00,10
31-01-03 23:00,21
31-01-03 22:00,33
31-01-03 21:00,34
31-01-03 20:00,37
31-01-03 19:00,36
31-01-03 18:00,36
31-01-03 17:00,26
31-01-03 16:00,20
31-01-03 15:00,16
31-01-03 14:00,15
31-01-03 13:00,15
31-01-03 12:00,16
31-01-03 11:00,16
31-01-03 10:00,29
31-01-03 09:00,38
31-01-03 08:00,49
31-01-03 07:00,47
31-01-03 06:00,32
31-01-03 05:00,22
31-01-03 04:00,27
31-01-03 03:00,26
31-01-03 02:00,33
31-01-03 01:00,47
31-01-03 00:00,38
30-01-03 23:00,27
30-01-03 22:00,27
30-01-03 21:00,34
30-01-03 20:00,41
30-01-03 19:00,29
30-01-03 18:00,
30-01-03 17:00,32
30-01-03 16:00,23
30-01-03 15:00,
30-01-03 14:00,14
30-01-03 13:00,23
30-01-03 12:00,38
30-01-03 11:00,37
30-01-03 10:00,41
30-01-03 09:00,25
30-01-03 08:00,18
30-01-03 07:00,13
30-01-03 06:00,7
30-01-03 05:00,6
30-01-03 04:00,6
30-01-03 03:00,6
30-01-03 02:00,7
30-01-03 01:00,9
30-01-03 00:00,11
29-01-03 23:00,13
29-01-03 22:00,13
29-01-03 21:00,25
29-01-03 20:00,26
29-01-03 19:00,24
29-01-03 18:00,24
29-01-03 17:00,23
29-01-03 16:00,23
29-01-03 15:00,22
29-01-03 14:00,20
29-01-03 13:00,17
29-01-03 12:00,20
29-01-03 11:00,16
29-01-03 10:00,15
29-01-03 09:00,18
29-01-03 08:00,16
29-01-03 07:00,14
29-01-03 06:00,13
29-01-03 05:00,9
29-01-03 04:00,9
29-01-03 03:00,8
29-01-03 02:00,9
29-01-03 01:00,13
29-01-03 00:00,11
28-01-03 23:00,14
28-01-03 22:00,15
28-01-03 21:00,15
28-01-03 20:00,18
28-01-03 19:00,14
28-01-03 18:00,13
28-01-03 17:00,13
28-01-03 16:00,13
28-01-03 15:00,10
28-01-03 14:00,11
28-01-03 13:00,11
28-01-03 12:00,12
28-01-03 11:00,11
28-01-03 10:00,9
28-01-03 09:00,7
28-01-03 08:00,11
28-01-03 07:00,18
28-01-03 06:00,19
28-01-03 05:00,21
28-01-03 04:00,26
28-01-03 03:00,31
28-01-03 02:00,34
28-01-03 01:00,37
28-01-03 00:00,33
27-01-03 23:00,32
27-01-03 22:00,34
27-01-03 21:00,33
27-01-03 20:00,30
27-01-03 19:00,29
27-01-03 18:00,28
27-01-03 17:00,28
27-01-03 16:00,27
27-01-03 15:00,25
27-01-03 14:00,24
27-01-03 13:00,23
27-01-03 12:00,21
27-01-03 11:00,21
27-01-03 10:00,24
27-01-03 09:00,24
27-01-03 08:00,19
27-01-03 07:00,18
27-01-03 06:00,16
27-01-03 05:00,12
27-01-03 04:00,12
27-01-03 03:00,14
27-01-03 02:00,19
27-01-03 01:00,18
27-01-03 00:00,16
26-01-03 23:00,17
26-01-03 22:00,18
26-01-03 21:00,17
26-01-03 20:00,19
26-01-03 19:00,19
26-01-03 18:00,18
26-01-03 17:00,17
26-01-03 16:00,17
26-01-03 15:00,15
26-01-03 14:00,14
26-01-03 13:00,15
26-01-03 12:00,15
26-01-03 11:00,14
26-01-03 10:00,14
26-01-03 09:00,14
26-01-03 08:00,14
26-01-03 07:00,13
26-01-03 06:00,12
26-01-03 05:00,11
26-01-03 04:00,11
26-01-03 03:00,18
26-01-03 02:00,21
26-01-03 01:00,28
26-01-03 00:00,33
25-01-03 23:00,42
25-01-03 22:00,49
25-01-03 21:00,45
25-01-03 20:00,43
25-01-03 19:00,52
25-01-03 18:00,48
25-01-03 17:00,32
25-01-03 16:00,30
25-01-03 15:00,20
25-01-03 14:00,15
25-01-03 13:00,13
25-01-03 12:00,19
25-01-03 11:00,25
25-01-03 10:00,27
25-01-03 09:00,23
25-01-03 08:00,18
25-01-03 07:00,12
25-01-03 06:00,12
25-01-03 05:00,14
25-01-03 04:00,15
25-01-03 03:00,18
25-01-03 02:00,12
25-01-03 01:00,15
25-01-03 00:00,17
24-01-03 23:00,17
24-01-03 22:00,16
24-01-03 21:00,18
24-01-03 20:00,19
24-01-03 19:00,22
24-01-03 18:00,28
24-01-03 17:00,31
24-01-03 16:00,34
24-01-03 15:00,30
24-01-03 14:00,27
24-01-03 13:00,27
24-01-03 12:00,27
24-01-03 11:00,28
24-01-03 10:00,29
24-01-03 09:00,33
24-01-03 08:00,34
24-01-03 07:00,36
24-01-03 06:00,34
24-01-03 05:00,32
24-01-03 04:00,28
24-01-03 03:00,27
24-01-03 02:00,27
24-01-03 01:00,34
24-01-03 00:00,37
23-01-03 23:00,38
23-01-03 22:00,39
23-01-03 21:00,42
23-01-03 20:00,39
23-01-03 19:00,27
23-01-03 18:00,25
23-01-03 17:00,32
23-01-03 16:00,35
23-01-03 15:00,28
23-01-03 14:00,34
23-01-03 13:00,43
23-01-03 12:00,46
23-01-03 11:00,51
23-01-03 10:00,50
23-01-03 09:00,50
23-01-03 08:00,48
23-01-03 07:00,47
23-01-03 06:00,47
23-01-03 05:00,48
23-01-03 04:00,52
23-01-03 03:00,49
23-01-03 02:00,49
23-01-03 01:00,48
23-01-03 00:00,50
22-01-03 23:00,51
22-01-03 22:00,54
22-01-03 21:00,55
22-01-03 20:00,55
22-01-03 19:00,55
22-01-03 18:00,54
22-01-03 17:00,51
22-01-03 16:00,45
22-01-03 15:00,37
22-01-03 14:00,38
22-01-03 13:00,34
22-01-03 12:00,32
22-01-03 11:00,37
22-01-03 10:00,43
22-01-03 09:00,48
22-01-03 08:00,51
22-01-03 07:00,42
22-01-03 06:00,34
22-01-03 05:00,32
22-01-03 04:00,31
22-01-03 03:00,28
22-01-03 02:00,26
22-01-03 01:00,25
22-01-03 00:00,26
21-01-03 23:00,28
21-01-03 22:00,26
21-01-03 21:00,26
21-01-03 20:00,28
21-01-03 19:00,28
21-01-03 18:00,28
21-01-03 17:00,29
21-01-03 16:00,27
21-01-03 15:00,26
21-01-03 14:00,26
21-01-03 13:00,26
21-01-03 12:00,25
21-01-03 11:00,24
21-01-03 10:00,23
21-01-03 09:00,28
21-01-03 08:00,27
21-01-03 07:00,24
21-01-03 06:00,23
21-01-03 05:00,26
21-01-03 04:00,23
21-01-03 03:00,24
21-01-03 02:00,27
21-01-03 01:00,32
21-01-03 00:00,34
20-01-03 23:00,35
20-01-03 22:00,42
20-01-03 21:00,46
20-01-03 20:00,50
20-01-03 19:00,57
20-01-03 18:00,56
20-01-03 17:00,57
20-01-03 16:00,44
20-01-03 15:00,37
20-01-03 14:00,33
20-01-03 13:00,33
20-01-03 12:00,31
20-01-03 11:00,36
20-01-03 10:00,42
20-01-03 09:00,46
20-01-03 08:00,42
20-01-03 07:00,35
20-01-03 06:00,31
20-01-03 05:00,31
20-01-03 04:00,31
20-01-03 03:00,31
20-01-03 02:00,28
20-01-03 01:00,27
20-01-03 00:00,26
19-01-03 23:00,24
19-01-03 22:00,21
19-01-03 21:00,23
19-01-03 20:00,24
19-01-03 19:00,24
19-01-03 18:00,26
19-01-03 17:00,27
19-01-03 16:00,22
19-01-03 15:00,17
19-01-03 14:00,14
19-01-03 13:00,15
19-01-03 12:00,18
19-01-03 11:00,28
19-01-03 10:00,25
19-01-03 09:00,33
19-01-03 08:00,38
19-01-03 07:00,37
19-01-03 06:00,35
19-01-03 05:00,31
19-01-03 04:00,41
19-01-03 03:00,27
19-01-03 02:00,21
19-01-03 01:00,29
19-01-03 00:00,31
18-01-03 23:00,24
18-01-03 22:00,21
18-01-03 21:00,23
18-01-03 20:00,36
18-01-03 19:00,29
18-01-03 18:00,27
18-01-03 17:00,29
18-01-03 16:00,26
18-01-03 15:00,20
18-01-03 14:00,18
18-01-03 13:00,17
18-01-03 12:00,16
18-01-03 11:00,22
18-01-03 10:00,29
18-01-03 09:00,28
18-01-03 08:00,29
18-01-03 07:00,28
18-01-03 06:00,33
18-01-03 05:00,32
18-01-03 04:00,28
18-01-03 03:00,21
18-01-03 02:00,19
18-01-03 01:00,23
18-01-03 00:00,30
17-01-03 23:00,32
17-01-03 22:00,38
17-01-03 21:00,42
17-01-03 20:00,44
17-01-03 19:00,45
17-01-03 18:00,44
17-01-03 17:00,49
17-01-03 16:00,34
17-01-03 15:00,32
17-01-03 14:00,32
17-01-03 13:00,34
17-01-03 12:00,37
17-01-03 11:00,40
17-01-03 10:00,44
17-01-03 09:00,55
17-01-03 08:00,31
17-01-03 07:00,33
17-01-03 06:00,22
17-01-03 05:00,20
17-01-03 04:00,19
17-01-03 03:00,20
17-01-03 02:00,19
17-01-03 01:00,19
17-01-03 00:00,20
16-01-03 23:00,22
16-01-03 22:00,27
16-01-03 21:00,24
16-01-03 20:00,27
16-01-03 19:00,21
16-01-03 18:00,20
16-01-03 17:00,19
16-01-03 16:00,18
16-01-03 15:00,16
16-01-03 14:00,16
16-01-03 13:00,15
16-01-03 12:00,15
16-01-03 11:00,18
16-01-03 10:00,18
16-01-03 09:00,18
16-01-03 08:00,17
16-01-03 07:00,18
16-01-03 06:00,16
16-01-03 05:00,17
16-01-03 04:00,13
16-01-03 03:00,13
16-01-03 02:00,14
16-01-03 01:00,15
16-01-03 00:00,36
15-01-03 23:00,37
15-01-03 22:00,40
15-01-03 21:00,29
15-01-03 20:00,32
15-01-03 19:00,28
15-01-03 18:00,24
15-01-03 17:00,25
15-01-03 16:00,17
15-01-03 15:00,19
15-01-03 14:00,22
15-01-03 13:00,24
15-01-03 12:00,23
15-01-03 11:00,24
15-01-03 10:00,25
15-01-03 09:00,19
15-01-03 08:00,21
15-01-03 07:00,18
15-01-03 06:00,16
15-01-03 05:00,17
15-01-03 04:00,17
15-01-03 03:00,18
15-01-03 02:00,18
15-01-03 01:00,19
15-01-03 00:00,20
14-01-03 23:00,20
14-01-03 22:00,22
14-01-03 21:00,24
14-01-03 20:00,26
14-01-03 19:00,28
14-01-03 18:00,30
14-01-03 17:00,30
14-01-03 16:00,28
14-01-03 15:00,26
14-01-03 14:00,27
14-01-03 13:00,27
14-01-03 12:00,29
14-01-03 11:00,30
14-01-03 10:00,33
14-01-03 09:00,39
14-01-03 08:00,36
14-01-03 07:00,36
14-01-03 06:00,35
14-01-03 05:00,35
14-01-03 04:00,36
14-01-03 03:00,36
14-01-03 02:00,35
14-01-03 01:00,34
14-01-03 00:00,33
13-01-03 23:00,33
13-01-03 22:00,34
13-01-03 21:00,36
13-01-03 20:00,36
13-01-03 19:00,36
13-01-03 18:00,35
13-01-03 17:00,33
13-01-03 16:00,28
13-01-03 15:00,24
13-01-03 14:00,22
13-01-03 13:00,20
13-01-03 12:00,19
13-01-03 11:00,19
13-01-03 10:00,19
13-01-03 09:00,21
13-01-03 08:00,17
13-01-03 07:00,17
13-01-03 06:00,18
13-01-03 05:00,15
13-01-03 04:00,14
13-01-03 03:00,15
13-01-03 02:00,18
13-01-03 01:00,18
13-01-03 00:00,18
12-01-03 23:00,17
12-01-03 22:00,18
12-01-03 21:00,19
12-01-03 20:00,19
12-01-03 19:00,20
12-01-03 18:00,22
12-01-03 17:00,18
12-01-03 16:00,18
12-01-03 15:00,15
12-01-03 14:00,15
12-01-03 13:00,15
12-01-03 12:00,12
12-01-03 11:00,12
12-01-03 10:00,13
12-01-03 09:00,22
12-01-03 08:00,22
12-01-03 07:00,18
12-01-03 06:00,23
12-01-03 05:00,14
12-01-03 04:00,24
12-01-03 03:00,30
12-01-03 02:00,24
12-01-03 01:00,32
12-01-03 00:00,31
11-01-03 23:00,23
11-01-03 22:00,27
11-01-03 21:00,21
11-01-03 20:00,17
11-01-03 19:00,12
11-01-03 18:00,14
11-01-03 17:00,14
11-01-03 16:00,11
11-01-03 15:00,11
11-01-03 14:00,12
11-01-03 13:00,8
11-01-03 12:00,10
11-01-03 11:00,9
11-01-03 10:00,12
11-01-03 09:00,13
11-01-03 08:00,13
11-01-03 07:00,15
11-01-03 06:00,16
11-01-03 05:00,18
11-01-03 04:00,21
11-01-03 03:00,22
11-01-03 02:00,27
11-01-03 01:00,27
11-01-03 00:00,28
10-01-03 23:00,26
10-01-03 22:00,25
10-01-03 21:00,25
10-01-03 20:00,24
10-01-03 19:00,27
10-01-03 18:00,30
10-01-03 17:00,26
10-01-03 16:00,26
10-01-03 15:00,23
10-01-03 14:00,
10-01-03 13:00,
10-01-03 12:00,
10-01-03 11:00,
10-01-03 10:00,
10-01-03 09:00,
10-01-03 08:00,
10-01-03 07:00,
10-01-03 06:00,
10-01-03 05:00,
10-01-03 04:00,
10-01-03 03:00,
10-01-03 02:00,
10-01-03 01:00,
10-01-03 00:00,
09-01-03 23:00,
09-01-03 22:00,
09-01-03 21:00,
09-01-03 20:00,
09-01-03 19:00,
09-01-03 18:00,
09-01-03 17:00,
09-01-03 16:00,
09-01-03 15:00,
09-01-03 14:00,
09-01-03 13:00,
09-01-03 12:00,
09-01-03 11:00,
09-01-03 10:00,
09-01-03 09:00,
09-01-03 08:00,
09-01-03 07:00,
09-01-03 06:00,60
09-01-03 05:00,57
09-01-03 04:00,57
09-01-03 03:00,52
09-01-03 02:00,46
09-01-03 01:00,38
09-01-03 00:00,43
08-01-03 23:00,50
08-01-03 22:00,66
08-01-03 21:00,52
08-01-03 20:00,51
08-01-03 19:00,57
08-01-03 18:00,65
08-01-03 17:00,38
08-01-03 16:00,33
08-01-03 15:00,27
08-01-03 14:00,23
08-01-03 13:00,19
08-01-03 12:00,17
08-01-03 11:00,23
08-01-03 10:00,32
08-01-03 09:00,33
08-01-03 08:00,22
08-01-03 07:00,22
08-01-03 06:00,12
08-01-03 05:00,11
08-01-03 04:00,10
08-01-03 03:00,10
08-01-03 02:00,10
08-01-03 01:00,11
08-01-03 00:00,13
07-01-03 23:00,18
07-01-03 22:00,21
07-01-03 21:00,21
07-01-03 20:00,21
07-01-03 19:00,17
07-01-03 18:00,19
07-01-03 17:00,18
07-01-03 16:00,19
07-01-03 15:00,17
07-01-03 14:00,15
07-01-03 13:00,14
07-01-03 12:00,16
07-01-03 11:00,19
07-01-03 10:00,19
07-01-03 09:00,24
07-01-03 08:00,23
07-01-03 07:00,22
07-01-03 06:00,20
07-01-03 05:00,21
07-01-03 04:00,18
07-01-03 03:00,15
07-01-03 02:00,16
07-01-03 01:00,20
07-01-03 00:00,18
06-01-03 23:00,21
06-01-03 22:00,24
06-01-03 21:00,36
06-01-03 20:00,54
06-01-03 19:00,58
06-01-03 18:00,58
06-01-03 17:00,53
06-01-03 16:00,47
06-01-03 15:00,42
06-01-03 14:00,42
06-01-03 13:00,48
06-01-03 12:00,44
06-01-03 11:00,42
06-01-03 10:00,52
06-01-03 09:00,54
06-01-03 08:00,52
06-01-03 07:00,44
06-01-03 06:00,37
06-01-03 05:00,27
06-01-03 04:00,23
06-01-03 03:00,15
06-01-03 02:00,18
06-01-03 01:00,20
06-01-03 00:00,24
05-01-03 23:00,15
05-01-03 22:00,13
05-01-03 21:00,16
05-01-03 20:00,23
05-01-03 19:00,24
05-01-03 18:00,34
05-01-03 17:00,33
05-01-03 16:00,10
05-01-03 15:00,7
05-01-03 14:00,6
05-01-03 13:00,9
05-01-03 12:00,9
05-01-03 11:00,10
05-01-03 10:00,12
05-01-03 09:00,8
05-01-03 08:00,6
05-01-03 07:00,8
05-01-03 06:00,7
05-01-03 05:00,8
05-01-03 04:00,9
05-01-03 03:00,10
05-01-03 02:00,9
05-01-03 01:00,8
05-01-03 00:00,7
04-01-03 23:00,6
04-01-03 22:00,7
04-01-03 21:00,8
04-01-03 20:00,10
04-01-03 19:00,18
04-01-03 18:00,15
04-01-03 17:00,11
04-01-03 16:00,10
04-01-03 15:00,10
04-01-03 14:00,9
04-01-03 13:00,7
04-01-03 12:00,8
04-01-03 11:00,12
04-01-03 10:00,6
04-01-03 09:00,8
04-01-03 08:00,7
04-01-03 07:00,10
04-01-03 06:00,17
04-01-03 05:00,20
04-01-03 04:00,21
04-01-03 03:00,29
04-01-03 02:00,42
