Datum Zeit,Glauchau O3
,µg/m³
01-02-03 00:00,39
31-01-03 23:00,27
31-01-03 22:00,31
31-01-03 21:00,33
31-01-03 20:00,7
31-01-03 19:00,12
31-01-03 18:00,14
31-01-03 17:00,21
31-01-03 16:00,27
31-01-03 15:00,32
31-01-03 14:00,37
31-01-03 13:00,31
31-01-03 12:00,35
31-01-03 11:00,28
31-01-03 10:00,28
31-01-03 09:00,22
31-01-03 08:00,16
31-01-03 07:00,16
31-01-03 06:00,29
31-01-03 05:00,22
31-01-03 04:00,12
31-01-03 03:00,1
31-01-03 02:00,1
31-01-03 01:00,1
31-01-03 00:00,1
30-01-03 23:00,1
30-01-03 22:00,4
30-01-03 21:00,32
30-01-03 20:00,34
30-01-03 19:00,32
30-01-03 18:00,22
30-01-03 17:00,46
30-01-03 16:00,51
30-01-03 15:00,52
30-01-03 14:00,54
30-01-03 13:00,45
30-01-03 12:00,31
30-01-03 11:00,26
30-01-03 10:00,24
30-01-03 09:00,20
30-01-03 08:00,16
30-01-03 07:00,26
30-01-03 06:00,24
30-01-03 05:00,38
30-01-03 04:00,47
30-01-03 03:00,49
30-01-03 02:00,51
30-01-03 01:00,52
30-01-03 00:00,53
29-01-03 23:00,51
29-01-03 22:00,44
29-01-03 21:00,26
29-01-03 20:00,26
29-01-03 19:00,32
29-01-03 18:00,24
29-01-03 17:00,31
29-01-03 16:00,45
29-01-03 15:00,41
29-01-03 14:00,36
29-01-03 13:00,35
29-01-03 12:00,39
29-01-03 11:00,39
29-01-03 10:00,42
29-01-03 09:00,51
29-01-03 08:00,52
29-01-03 07:00,55
29-01-03 06:00,56
29-01-03 05:00,60
29-01-03 04:00,62
29-01-03 03:00,69
29-01-03 02:00,62
29-01-03 01:00,62
29-01-03 00:00,61
28-01-03 23:00,60
28-01-03 22:00,59
28-01-03 21:00,57
28-01-03 20:00,57
28-01-03 19:00,49
28-01-03 18:00,55
28-01-03 17:00,57
28-01-03 16:00,58
28-01-03 15:00,62
28-01-03 14:00,61
28-01-03 13:00,66
28-01-03 12:00,63
28-01-03 11:00,69
28-01-03 10:00,71
28-01-03 09:00,59
28-01-03 08:00,35
28-01-03 07:00,27
28-01-03 06:00,19
28-01-03 05:00,16
28-01-03 04:00,15
28-01-03 03:00,10
28-01-03 02:00,5
28-01-03 01:00,3
28-01-03 00:00,3
27-01-03 23:00,2
27-01-03 22:00,4
27-01-03 21:00,6
27-01-03 20:00,6
27-01-03 19:00,6
27-01-03 18:00,3
27-01-03 17:00,3
27-01-03 16:00,3
27-01-03 15:00,5
27-01-03 14:00,10
27-01-03 13:00,15
27-01-03 12:00,18
27-01-03 11:00,15
27-01-03 10:00,16
27-01-03 09:00,16
27-01-03 08:00,19
27-01-03 07:00,24
27-01-03 06:00,34
27-01-03 05:00,42
27-01-03 04:00,42
27-01-03 03:00,37
27-01-03 02:00,35
27-01-03 01:00,37
27-01-03 00:00,38
26-01-03 23:00,34
26-01-03 22:00,33
26-01-03 21:00,32
26-01-03 20:00,32
26-01-03 19:00,33
26-01-03 18:00,37
26-01-03 17:00,40
26-01-03 16:00,41
26-01-03 15:00,43
26-01-03 14:00,47
26-01-03 13:00,43
26-01-03 12:00,35
26-01-03 11:00,32
26-01-03 10:00,30
26-01-03 09:00,31
26-01-03 08:00,31
26-01-03 07:00,35
26-01-03 06:00,39
26-01-03 05:00,43
26-01-03 04:00,44
26-01-03 03:00,47
26-01-03 02:00,46
26-01-03 01:00,46
26-01-03 00:00,45
25-01-03 23:00,43
25-01-03 22:00,43
25-01-03 21:00,41
25-01-03 20:00,43
25-01-03 19:00,40
25-01-03 18:00,39
25-01-03 17:00,46
25-01-03 16:00,45
25-01-03 15:00,42
25-01-03 14:00,43
25-01-03 13:00,43
25-01-03 12:00,31
25-01-03 11:00,11
25-01-03 10:00,6
25-01-03 09:00,1
25-01-03 08:00,1
25-01-03 07:00,1
25-01-03 06:00,10
25-01-03 05:00,1
25-01-03 04:00,1
25-01-03 03:00,1
25-01-03 02:00,1
25-01-03 01:00,1
25-01-03 00:00,2
24-01-03 23:00,1
24-01-03 22:00,1
24-01-03 21:00,2
24-01-03 20:00,5
24-01-03 19:00,12
24-01-03 18:00,11
24-01-03 17:00,12
24-01-03 16:00,13
24-01-03 15:00,20
24-01-03 14:00,24
24-01-03 13:00,24
24-01-03 12:00,30
24-01-03 11:00,31
24-01-03 10:00,27
24-01-03 09:00,31
24-01-03 08:00,33
24-01-03 07:00,31
24-01-03 06:00,27
24-01-03 05:00,4
24-01-03 04:00,13
24-01-03 03:00,2
24-01-03 02:00,1
24-01-03 01:00,1
24-01-03 00:00,1
23-01-03 23:00,1
23-01-03 22:00,1
23-01-03 21:00,1
23-01-03 20:00,2
23-01-03 19:00,1
23-01-03 18:00,1
23-01-03 17:00,1
23-01-03 16:00,2
23-01-03 15:00,5
23-01-03 14:00,10
23-01-03 13:00,12
23-01-03 12:00,11
23-01-03 11:00,4
23-01-03 10:00,3
23-01-03 09:00,6
23-01-03 08:00,5
23-01-03 07:00,6
23-01-03 06:00,15
23-01-03 05:00,11
23-01-03 04:00,10
23-01-03 03:00,29
23-01-03 02:00,25
23-01-03 01:00,25
23-01-03 00:00,18
22-01-03 23:00,17
22-01-03 22:00,6
