Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-01-03,
30-01-03,2.46
29-01-03,
28-01-03,1.67
27-01-03,
26-01-03,5.15
25-01-03,
24-01-03,2.07
23-01-03,
22-01-03,20.06
21-01-03,
20-01-03,13.54
19-01-03,
18-01-03,13.60
17-01-03,
16-01-03,5.57
15-01-03,
14-01-03,0.78
13-01-03,
12-01-03,4.28
11-01-03,
10-01-03,44.50
09-01-03,
08-01-03,13.51
07-01-03,
06-01-03,8.00
05-01-03,
04-01-03,5.76
03-01-03,
02-01-03,1.38
01-01-03,

