Datum Zeit,Plauen-Sued CO
,mg/m3
01-02-03 00:00,0.4
31-01-03 23:00,0.5
31-01-03 22:00,0.5
31-01-03 21:00,0.6
31-01-03 20:00,0.6
31-01-03 19:00,0.8
31-01-03 18:00,0.8
31-01-03 17:00,1.0
31-01-03 16:00,1.1
31-01-03 15:00,0.8
31-01-03 14:00,0.7
31-01-03 13:00,0.7
31-01-03 12:00,0.7
31-01-03 11:00,0.9
31-01-03 10:00,0.8
31-01-03 09:00,0.6
31-01-03 08:00,1.3
31-01-03 07:00,1.6
31-01-03 06:00,0.6
31-01-03 05:00,0.5
31-01-03 04:00,0.4
31-01-03 03:00,0.5
31-01-03 02:00,0.5
31-01-03 01:00,0.5
31-01-03 00:00,0.5
30-01-03 23:00,0.9
30-01-03 22:00,0.8
30-01-03 21:00,1.0
30-01-03 20:00,1.0
30-01-03 19:00,1.6
30-01-03 18:00,1.6
30-01-03 17:00,1.6
30-01-03 16:00,1.9
30-01-03 15:00,0.6
30-01-03 14:00,0.5
30-01-03 13:00,0.6
30-01-03 12:00,0.5
30-01-03 11:00,1.0
30-01-03 10:00,1.1
30-01-03 09:00,1.4
30-01-03 08:00,1.9
30-01-03 07:00,2.0
30-01-03 06:00,1.4
30-01-03 05:00,0.6
30-01-03 04:00,0.3
30-01-03 03:00,0.2
30-01-03 02:00,0.2
30-01-03 01:00,0.2
30-01-03 00:00,0.3
29-01-03 23:00,0.5
29-01-03 22:00,0.6
29-01-03 21:00,1.0
29-01-03 20:00,1.2
29-01-03 19:00,1.7
29-01-03 18:00,1.3
29-01-03 17:00,1.3
29-01-03 16:00,1.1
29-01-03 15:00,1.6
29-01-03 14:00,0.9
29-01-03 13:00,0.8
29-01-03 12:00,0.8
29-01-03 11:00,1.0
29-01-03 10:00,1.0
29-01-03 09:00,0.8
29-01-03 08:00,1.1
29-01-03 07:00,1.0
29-01-03 06:00,0.6
29-01-03 05:00,0.5
29-01-03 04:00,0.3
29-01-03 03:00,0.3
29-01-03 02:00,0.3
29-01-03 01:00,0.3
29-01-03 00:00,0.3
28-01-03 23:00,0.3
28-01-03 22:00,0.3
28-01-03 21:00,0.3
28-01-03 20:00,0.4
28-01-03 19:00,0.6
28-01-03 18:00,0.5
28-01-03 17:00,0.7
28-01-03 16:00,0.7
28-01-03 15:00,0.6
28-01-03 14:00,0.5
28-01-03 13:00,0.4
28-01-03 12:00,0.4
28-01-03 11:00,0.6
28-01-03 10:00,0.6
28-01-03 09:00,0.5
28-01-03 08:00,0.6
28-01-03 07:00,0.5
28-01-03 06:00,0.5
28-01-03 05:00,0.4
28-01-03 04:00,0.3
28-01-03 03:00,0.3
28-01-03 02:00,0.3
28-01-03 01:00,0.4
28-01-03 00:00,0.4
27-01-03 23:00,0.6
27-01-03 22:00,0.7
27-01-03 21:00,0.6
27-01-03 20:00,0.7
27-01-03 19:00,0.9
27-01-03 18:00,1.0
27-01-03 17:00,1.1
27-01-03 16:00,1.3
27-01-03 15:00,1.4
27-01-03 14:00,1.1
27-01-03 13:00,0.9
27-01-03 12:00,1.2
27-01-03 11:00,1.3
27-01-03 10:00,1.0
27-01-03 09:00,1.3
27-01-03 08:00,1.1
27-01-03 07:00,0.8
27-01-03 06:00,0.7
27-01-03 05:00,0.5
27-01-03 04:00,0.4
27-01-03 03:00,0.4
27-01-03 02:00,0.4
27-01-03 01:00,0.4
27-01-03 00:00,0.4
26-01-03 23:00,0.5
26-01-03 22:00,0.6
26-01-03 21:00,0.7
26-01-03 20:00,0.7
26-01-03 19:00,0.9
26-01-03 18:00,0.8
26-01-03 17:00,0.7
26-01-03 16:00,0.7
26-01-03 15:00,0.8
26-01-03 14:00,0.7
26-01-03 13:00,0.7
26-01-03 12:00,1.0
26-01-03 11:00,1.1
26-01-03 10:00,0.9
26-01-03 09:00,0.6
26-01-03 08:00,0.5
26-01-03 07:00,0.5
26-01-03 06:00,0.5
26-01-03 05:00,0.4
26-01-03 04:00,0.3
26-01-03 03:00,0.4
26-01-03 02:00,0.3
26-01-03 01:00,0.4
26-01-03 00:00,0.4
25-01-03 23:00,0.4
25-01-03 22:00,0.4
25-01-03 21:00,0.4
25-01-03 20:00,0.4
25-01-03 19:00,0.4
25-01-03 18:00,0.4
25-01-03 17:00,0.5
