Datum Zeit,Collmberg O3
,µg/m³
01-02-03 00:00,63
31-01-03 23:00,58
31-01-03 22:00,36
31-01-03 21:00,13
31-01-03 20:00,13
31-01-03 19:00,9
31-01-03 18:00,9
31-01-03 17:00,20
31-01-03 16:00,28
31-01-03 15:00,29
31-01-03 14:00,31
31-01-03 13:00,36
31-01-03 12:00,38
31-01-03 11:00,39
31-01-03 10:00,41
31-01-03 09:00,42
31-01-03 08:00,43
31-01-03 07:00,36
31-01-03 06:00,37
31-01-03 05:00,40
31-01-03 04:00,43
31-01-03 03:00,44
31-01-03 02:00,49
31-01-03 01:00,56
31-01-03 00:00,55
30-01-03 23:00,
30-01-03 22:00,62
30-01-03 21:00,63
30-01-03 20:00,71
30-01-03 19:00,81
30-01-03 18:00,65
30-01-03 17:00,71
30-01-03 16:00,65
30-01-03 15:00,58
30-01-03 14:00,57
30-01-03 13:00,56
30-01-03 12:00,57
30-01-03 11:00,41
30-01-03 10:00,41
30-01-03 09:00,49
30-01-03 08:00,54
30-01-03 07:00,62
30-01-03 06:00,60
30-01-03 05:00,59
30-01-03 04:00,61
30-01-03 03:00,60
30-01-03 02:00,59
30-01-03 01:00,58
30-01-03 00:00,58
29-01-03 23:00,58
29-01-03 22:00,52
29-01-03 21:00,63
29-01-03 20:00,54
29-01-03 19:00,53
29-01-03 18:00,48
29-01-03 17:00,51
29-01-03 16:00,61
29-01-03 15:00,40
29-01-03 14:00,42
29-01-03 13:00,43
29-01-03 12:00,48
29-01-03 11:00,54
29-01-03 10:00,62
29-01-03 09:00,65
29-01-03 08:00,66
29-01-03 07:00,66
29-01-03 06:00,64
29-01-03 05:00,63
29-01-03 04:00,66
29-01-03 03:00,75
29-01-03 02:00,64
29-01-03 01:00,63
29-01-03 00:00,65
28-01-03 23:00,63
28-01-03 22:00,62
28-01-03 21:00,61
28-01-03 20:00,61
28-01-03 19:00,61
28-01-03 18:00,66
28-01-03 17:00,69
28-01-03 16:00,70
28-01-03 15:00,73
28-01-03 14:00,73
28-01-03 13:00,73
28-01-03 12:00,74
28-01-03 11:00,77
28-01-03 10:00,85
28-01-03 09:00,85
28-01-03 08:00,82
28-01-03 07:00,36
28-01-03 06:00,29
28-01-03 05:00,22
28-01-03 04:00,12
28-01-03 03:00,10
28-01-03 02:00,10
28-01-03 01:00,9
28-01-03 00:00,8
