Datum Zeit,Freiberg NO
,µg/m³
01-02-03 00:00,5
31-01-03 23:00,9
31-01-03 22:00,11
31-01-03 21:00,21
31-01-03 20:00,34
31-01-03 19:00,22
31-01-03 18:00,14
31-01-03 17:00,17
31-01-03 16:00,13
31-01-03 15:00,11
31-01-03 14:00,15
31-01-03 13:00,14
31-01-03 12:00,15
31-01-03 11:00,12
31-01-03 10:00,14
31-01-03 09:00,13
31-01-03 08:00,20
31-01-03 07:00,54
31-01-03 06:00,11
31-01-03 05:00,5
31-01-03 04:00,3
31-01-03 03:00,2
31-01-03 02:00,1
31-01-03 01:00,2
31-01-03 00:00,3
30-01-03 23:00,11
30-01-03 22:00,22
30-01-03 21:00,34
30-01-03 20:00,48
30-01-03 19:00,69
30-01-03 18:00,86
30-01-03 17:00,38
30-01-03 16:00,23
30-01-03 15:00,13
30-01-03 14:00,11
30-01-03 13:00,19
30-01-03 12:00,44
30-01-03 11:00,49
30-01-03 10:00,67
30-01-03 09:00,48
30-01-03 08:00,50
30-01-03 07:00,17
30-01-03 06:00,2
30-01-03 05:00,1
30-01-03 04:00,1
30-01-03 03:00,1
30-01-03 02:00,1
30-01-03 01:00,1
30-01-03 00:00,1
29-01-03 23:00,1
29-01-03 22:00,3
29-01-03 21:00,8
29-01-03 20:00,17
29-01-03 19:00,44
29-01-03 18:00,42
29-01-03 17:00,16
29-01-03 16:00,18
29-01-03 15:00,10
29-01-03 14:00,12
29-01-03 13:00,12
29-01-03 12:00,30
29-01-03 11:00,37
29-01-03 10:00,30
29-01-03 09:00,36
29-01-03 08:00,36
29-01-03 07:00,27
29-01-03 06:00,7
29-01-03 05:00,3
29-01-03 04:00,1
29-01-03 03:00,1
29-01-03 02:00,2
29-01-03 01:00,1
29-01-03 00:00,3
28-01-03 23:00,8
28-01-03 22:00,6
28-01-03 21:00,9
28-01-03 20:00,18
28-01-03 19:00,27
28-01-03 18:00,31
28-01-03 17:00,22
28-01-03 16:00,13
28-01-03 15:00,9
28-01-03 14:00,13
28-01-03 13:00,6
28-01-03 12:00,18
28-01-03 11:00,24
28-01-03 10:00,3
28-01-03 09:00,4
28-01-03 08:00,20
28-01-03 07:00,16
28-01-03 06:00,5
28-01-03 05:00,2
28-01-03 04:00,1
28-01-03 03:00,2
28-01-03 02:00,2
28-01-03 01:00,2
28-01-03 00:00,4
27-01-03 23:00,6
27-01-03 22:00,13
27-01-03 21:00,16
27-01-03 20:00,7
27-01-03 19:00,9
27-01-03 18:00,13
27-01-03 17:00,25
27-01-03 16:00,44
27-01-03 15:00,25
27-01-03 14:00,17
27-01-03 13:00,32
27-01-03 12:00,33
27-01-03 11:00,33
27-01-03 10:00,33
27-01-03 09:00,31
27-01-03 08:00,32
27-01-03 07:00,27
27-01-03 06:00,7
27-01-03 05:00,2
27-01-03 04:00,2
27-01-03 03:00,1
27-01-03 02:00,1
27-01-03 01:00,2
27-01-03 00:00,4
26-01-03 23:00,5
26-01-03 22:00,6
26-01-03 21:00,10
26-01-03 20:00,14
26-01-03 19:00,13
26-01-03 18:00,18
26-01-03 17:00,20
26-01-03 16:00,19
26-01-03 15:00,16
26-01-03 14:00,12
26-01-03 13:00,10
26-01-03 12:00,15
26-01-03 11:00,13
26-01-03 10:00,9
26-01-03 09:00,7
26-01-03 08:00,5
26-01-03 07:00,2
26-01-03 06:00,2
26-01-03 05:00,2
26-01-03 04:00,3
26-01-03 03:00,4
26-01-03 02:00,8
26-01-03 01:00,11
26-01-03 00:00,5
25-01-03 23:00,12
25-01-03 22:00,18
25-01-03 21:00,19
25-01-03 20:00,13
25-01-03 19:00,13
25-01-03 18:00,16
25-01-03 17:00,32
25-01-03 16:00,25
25-01-03 15:00,31
25-01-03 14:00,27
25-01-03 13:00,34
25-01-03 12:00,42
25-01-03 11:00,35
25-01-03 10:00,33
25-01-03 09:00,19
25-01-03 08:00,9
25-01-03 07:00,8
25-01-03 06:00,5
25-01-03 05:00,2
25-01-03 04:00,2
25-01-03 03:00,1
25-01-03 02:00,2
25-01-03 01:00,5
25-01-03 00:00,4
24-01-03 23:00,7
24-01-03 22:00,6
24-01-03 21:00,6
24-01-03 20:00,9
24-01-03 19:00,12
24-01-03 18:00,16
24-01-03 17:00,14
24-01-03 16:00,15
24-01-03 15:00,22
24-01-03 14:00,15
24-01-03 13:00,14
24-01-03 12:00,9
24-01-03 11:00,10
24-01-03 10:00,11
24-01-03 09:00,12
24-01-03 08:00,20
24-01-03 07:00,17
24-01-03 06:00,4
24-01-03 05:00,2
24-01-03 04:00,1
24-01-03 03:00,2
24-01-03 02:00,3
24-01-03 01:00,2
24-01-03 00:00,4
23-01-03 23:00,6
23-01-03 22:00,7
23-01-03 21:00,7
23-01-03 20:00,19
23-01-03 19:00,22
23-01-03 18:00,33
23-01-03 17:00,82
23-01-03 16:00,26
23-01-03 15:00,20
23-01-03 14:00,56
23-01-03 13:00,48
23-01-03 12:00,51
23-01-03 11:00,49
23-01-03 10:00,60
23-01-03 09:00,68
23-01-03 08:00,74
23-01-03 07:00,60
23-01-03 06:00,24
23-01-03 05:00,6
23-01-03 04:00,3
23-01-03 03:00,2
23-01-03 02:00,5
23-01-03 01:00,5
23-01-03 00:00,7
22-01-03 23:00,10
22-01-03 22:00,10
22-01-03 21:00,11
22-01-03 20:00,17
22-01-03 19:00,22
22-01-03 18:00,41
22-01-03 17:00,89
22-01-03 16:00,84
22-01-03 15:00,61
22-01-03 14:00,69
22-01-03 13:00,59
22-01-03 12:00,48
22-01-03 11:00,45
22-01-03 10:00,41
22-01-03 09:00,33
22-01-03 08:00,45
22-01-03 07:00,31
22-01-03 06:00,14
22-01-03 05:00,4
22-01-03 04:00,2
22-01-03 03:00,1
22-01-03 02:00,1
22-01-03 01:00,1
22-01-03 00:00,3
