Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2011-02-01,,,,,,84,,59.30,
2011-02-01,01:00,,19,68,,,,,
2011-02-01,02:00,,22,68,,,,,
2011-02-01,03:00,,24,68,,,,,
2011-02-01,04:00,,46,70,,,,,
2011-02-01,05:00,,71,78,,,,,
2011-02-01,06:00,,129,88,,,,,
2011-02-01,07:00,,188,99,,,,,
2011-02-01,08:00,,288,125,,,,,
2011-02-01,09:00,,297,125,,,,,
2011-02-01,10:00,,254,119,,,,,
2011-02-01,11:00,,162,89,,,,,
2011-02-01,12:00,,137,87,,,,,
2011-02-01,13:00,,148,95,,,,,
2011-02-01,14:00,,144,97,,,,,
2011-02-01,15:00,,163,107,,,,,
2011-02-01,16:00,,164,111,,,,,
2011-02-01,17:00,,139,99,,,,,
2011-02-01,18:00,,99,84,,,,,
2011-02-01,19:00,,123,91,,,,,
2011-02-01,20:00,,70,74,,,,,
2011-02-01,21:00,,64,66,,,,,
2011-02-01,22:00,,37,53,,,,,
2011-02-01,23:00,,30,53,,,,,
2011-02-02,,,,,,52,,41.33,
2011-02-02,00:00,,10,34,,,,,
2011-02-02,01:00,,12,38,,,,,
2011-02-02,02:00,,5,35,,,,,
2011-02-02,03:00,,11,34,,,,,
2011-02-02,04:00,,7,31,,,,,
2011-02-02,05:00,,15,35,,,,,
2011-02-02,06:00,,54,48,,,,,
2011-02-02,07:00,,114,65,,,,,
2011-02-02,08:00,,88,59,,,,,
2011-02-02,09:00,,83,58,,,,,
2011-02-02,10:00,,70,49,,,,,
2011-02-02,11:00,,87,54,,,,,
2011-02-02,12:00,,84,55,,,,,
2011-02-02,13:00,,96,57,,,,,
2011-02-02,14:00,,99,62,,,,,
2011-02-02,15:00,,101,69,,,,,
2011-02-02,16:00,,100,66,,,,,
2011-02-02,17:00,,104,72,,,,,
2011-02-02,18:00,,145,93,,,,,
2011-02-02,19:00,,101,83,,,,,
2011-02-02,20:00,,88,74,,,,,
2011-02-02,21:00,,58,69,,,,,
2011-02-02,22:00,,43,62,,,,,
2011-02-02,23:00,,28,46,,,,,
2011-02-03,,,,,,29,,20.77,
2011-02-03,00:00,,27,35,,,,,
2011-02-03,01:00,,11,23,,,,,
2011-02-03,02:00,,7,18,,,,,
2011-02-03,03:00,,4,15,,,,,
2011-02-03,04:00,,5,15,,,,,
2011-02-03,05:00,,10,19,,,,,
2011-02-03,06:00,,35,37,,,,,
2011-02-03,07:00,,45,42,,,,,
2011-02-03,08:00,,50,44,,,,,
2011-02-03,09:00,,51,43,,,,,
2011-02-03,10:00,,79,50,,,,,
2011-02-03,11:00,,100,54,,,,,
2011-02-03,12:00,,69,47,,,,,
2011-02-03,13:00,,72,48,,,,,
2011-02-03,14:00,,69,49,,,,,
2011-02-03,15:00,,68,49,,,,,
2011-02-03,16:00,,83,54,,,,,
2011-02-03,17:00,,73,59,,,,,
2011-02-03,18:00,,139,84,,,,,
2011-02-03,19:00,,79,65,,,,,
2011-02-03,20:00,,56,54,,,,,
2011-02-03,21:00,,30,41,,,,,
2011-02-03,22:00,,25,37,,,,,
2011-02-03,23:00,,10,29,,,,,
2011-02-04,,,,,,17,,10.26,
2011-02-04,00:00,,14,30,,,,,
2011-02-04,01:00,,7,23,,,,,
2011-02-04,02:00,,9,20,,,,,
2011-02-04,03:00,,4,16,,,,,
2011-02-04,04:00,,9,19,,,,,
2011-02-04,05:00,,11,18,,,,,
2011-02-04,06:00,,47,41,,,,,
2011-02-04,07:00,,81,60,,,,,
2011-02-04,08:00,,91,68,,,,,
2011-02-04,09:00,,47,40,,,,,
2011-02-04,10:00,,52,41,,,,,
2011-02-04,11:00,,45,33,,,,,
2011-02-04,12:00,,56,39,,,,,
2011-02-04,13:00,,44,34,,,,,
2011-02-04,14:00,,48,40,,,,,
2011-02-04,15:00,,48,41,,,,,
