Datum Zeit,Zittau-Ost PM10
,µg/m³
29-02-12,8
28-02-12,11
27-02-12,18
26-02-12,9
25-02-12,8
24-02-12,6
23-02-12,20
22-02-12,26
21-02-12,21
20-02-12,16
19-02-12,10
18-02-12,20
17-02-12,10
16-02-12,22
15-02-12,13
14-02-12,86
13-02-12,74
12-02-12,132
11-02-12,101
10-02-12,72
09-02-12,83
08-02-12,84
07-02-12,82
06-02-12,83
05-02-12,46
04-02-12,49
03-02-12,79
02-02-12,64
01-02-12,80

