Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
29-02-12,14.74
28-02-12,16.83
27-02-12,13.56
26-02-12,5.76
25-02-12,6.29
24-02-12,10.07
23-02-12,15.28
22-02-12,17.83
21-02-12,10.49
20-02-12,8.37
19-02-12,5.38
18-02-12,14.74
17-02-12,11.65
16-02-12,10.10
15-02-12,6.84
14-02-12,53.80
13-02-12,31.71
12-02-12,68.03
11-02-12,70.46
10-02-12,61.37
09-02-12,46.81
08-02-12,62.12
07-02-12,41.47
06-02-12,51.56
05-02-12,33.42
04-02-12,31.76
03-02-12,40.57
02-02-12,42.21
01-02-12,52.00

