Datum Zeit,Carlsfeld PM10
,µg/m³
29-02-12,2
28-02-12,4
27-02-12,11
26-02-12,5
25-02-12,7
24-02-12,2
23-02-12,12
22-02-12,8
21-02-12,8
20-02-12,7
19-02-12,5
18-02-12,6
17-02-12,4
16-02-12,11
15-02-12,8
14-02-12,26
13-02-12,16
12-02-12,7
11-02-12,40
10-02-12,47
09-02-12,28
08-02-12,59
07-02-12,42
06-02-12,38
05-02-12,17
04-02-12,20
03-02-12,15
02-02-12,21
01-02-12,30

