Datum Zeit,Bautzen PM10
,µg/m³
29-02-12,10
28-02-12,17
27-02-12,16
26-02-12,9
25-02-12,9
24-02-12,12
23-02-12,17
22-02-12,21
21-02-12,16
20-02-12,18
19-02-12,11
18-02-12,21
17-02-12,11
16-02-12,12
15-02-12,8
14-02-12,44
13-02-12,31
12-02-12,
11-02-12,98
10-02-12,82
09-02-12,59
08-02-12,79
07-02-12,69
06-02-12,84
05-02-12,57
04-02-12,38
03-02-12,57
02-02-12,66
01-02-12,71

