Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
29-02-12,19
28-02-12,21
27-02-12,34
26-02-12,12
25-02-12,12
24-02-12,14
23-02-12,30
22-02-12,27
21-02-12,19
20-02-12,18
19-02-12,9
18-02-12,13
17-02-12,15
16-02-12,23
15-02-12,20
14-02-12,54
13-02-12,48
12-02-12,73
11-02-12,84
10-02-12,83
09-02-12,64
08-02-12,86
07-02-12,70
06-02-12,77
05-02-12,38
04-02-12,55
03-02-12,64
02-02-12,62
01-02-12,71

