Datum Zeit,Dresden-Nord PM2.5
,µg/m³
29-02-12,17.20
28-02-12,18.97
27-02-12,15.66
26-02-12,6.53
25-02-12,6.70
24-02-12,11.79
23-02-12,16.84
22-02-12,20.01
21-02-12,12.54
20-02-12,10.34
19-02-12,6.01
18-02-12,16.88
17-02-12,12.62
16-02-12,9.85
15-02-12,7.47
14-02-12,56.47
13-02-12,33.99
12-02-12,71.03
11-02-12,69.44
10-02-12,62.99
09-02-12,49.59
08-02-12,61.62
07-02-12,40.87
06-02-12,51.75
05-02-12,35.12
04-02-12,36.36
03-02-12,41.30
02-02-12,40.98
01-02-12,51.65

