Datum Zeit,Leipzig-West PM10
,µg/m³
29-02-12,13
28-02-12,23
27-02-12,22
26-02-12,8
25-02-12,11
24-02-12,11
23-02-12,19
22-02-12,25
21-02-12,17
20-02-12,15
19-02-12,7
18-02-12,16
17-02-12,17
16-02-12,17
15-02-12,17
14-02-12,46
13-02-12,50
12-02-12,56
11-02-12,60
10-02-12,69
09-02-12,42
08-02-12,59
07-02-12,48
06-02-12,71
05-02-12,48
04-02-12,51
03-02-12,63
02-02-12,58
01-02-12,55

