Datum Zeit,Glauchau NO2
,µg/m³
01-03-12 00:00,28
29-02-12 23:00,31
29-02-12 22:00,35
29-02-12 21:00,35
29-02-12 20:00,39
29-02-12 19:00,43
29-02-12 18:00,44
29-02-12 17:00,44
29-02-12 16:00,44
29-02-12 15:00,39
29-02-12 14:00,37
29-02-12 13:00,38
29-02-12 12:00,36
29-02-12 11:00,38
29-02-12 10:00,41
29-02-12 09:00,41
29-02-12 08:00,40
29-02-12 07:00,35
29-02-12 06:00,31
29-02-12 05:00,27
29-02-12 04:00,27
29-02-12 03:00,25
29-02-12 02:00,24
29-02-12 01:00,23
29-02-12 00:00,22
28-02-12 23:00,22
28-02-12 22:00,23
28-02-12 21:00,24
28-02-12 20:00,28
28-02-12 19:00,29
28-02-12 18:00,31
28-02-12 17:00,35
28-02-12 16:00,30
28-02-12 15:00,25
28-02-12 14:00,21
28-02-12 13:00,21
28-02-12 12:00,26
28-02-12 11:00,24
28-02-12 10:00,21
28-02-12 09:00,24
28-02-12 08:00,30
28-02-12 07:00,22
28-02-12 06:00,20
28-02-12 05:00,15
28-02-12 04:00,15
28-02-12 03:00,10
28-02-12 02:00,11
28-02-12 01:00,11
28-02-12 00:00,11
27-02-12 23:00,16
27-02-12 22:00,13
27-02-12 21:00,15
27-02-12 20:00,30
27-02-12 19:00,38
27-02-12 18:00,45
27-02-12 17:00,26
27-02-12 16:00,20
27-02-12 15:00,20
27-02-12 14:00,19
27-02-12 13:00,16
27-02-12 12:00,20
27-02-12 11:00,24
27-02-12 10:00,41
27-02-12 09:00,71
27-02-12 08:00,64
27-02-12 07:00,44
27-02-12 06:00,36
27-02-12 05:00,34
27-02-12 04:00,32
27-02-12 03:00,43
27-02-12 02:00,24
27-02-12 01:00,25
27-02-12 00:00,34
26-02-12 23:00,44
26-02-12 22:00,45
26-02-12 21:00,48
26-02-12 20:00,42
26-02-12 19:00,35
26-02-12 18:00,17
26-02-12 17:00,8
26-02-12 16:00,7
26-02-12 15:00,7
26-02-12 14:00,8
26-02-12 13:00,6
26-02-12 12:00,8
26-02-12 11:00,5
26-02-12 10:00,6
26-02-12 09:00,5
26-02-12 08:00,4
26-02-12 07:00,4
26-02-12 06:00,5
26-02-12 05:00,6
26-02-12 04:00,6
