Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-03-07,36
30-03-07,43
29-03-07,34
28-03-07,42
27-03-07,42
26-03-07,46
25-03-07,36
24-03-07,103
23-03-07,18
22-03-07,8
21-03-07,16
20-03-07,27
19-03-07,11
18-03-07,10
17-03-07,35
16-03-07,70
15-03-07,48
14-03-07,39
13-03-07,44
12-03-07,26
11-03-07,29
10-03-07,22
09-03-07,31
08-03-07,28
07-03-07,28
06-03-07,16
05-03-07,15
04-03-07,19
03-03-07,7
02-03-07,9
01-03-07,4

