Datum Zeit,Plauen-Sued PM10
,µg/m³
31-03-07,46
30-03-07,42
29-03-07,34
28-03-07,46
27-03-07,45
26-03-07,57
25-03-07,31
24-03-07,93
23-03-07,20
22-03-07,9
21-03-07,13
20-03-07,35
19-03-07,18
18-03-07,13
17-03-07,36
16-03-07,68
15-03-07,43
14-03-07,46
13-03-07,35
12-03-07,30
11-03-07,29
10-03-07,20
09-03-07,40
08-03-07,31
07-03-07,27
06-03-07,22
05-03-07,15
04-03-07,18
03-03-07,9
02-03-07,14
01-03-07,5

