Datum Zeit,Goerlitz PM10
,µg/m³
31-03-07,49
30-03-07,51
29-03-07,42
28-03-07,57
27-03-07,45
26-03-07,48
25-03-07,42
24-03-07,98
23-03-07,24
22-03-07,20
21-03-07,15
20-03-07,29
19-03-07,25
18-03-07,15
17-03-07,33
16-03-07,74
15-03-07,45
14-03-07,38
13-03-07,42
12-03-07,40
11-03-07,28
10-03-07,28
09-03-07,40
08-03-07,31
07-03-07,43
06-03-07,28
05-03-07,29
04-03-07,30
03-03-07,19
02-03-07,12
01-03-07,9

