Datum Zeit,Bautzen NO2
,µg/m³
01-04-07 00:00,23
31-03-07 23:00,29
31-03-07 22:00,34
31-03-07 21:00,50
31-03-07 20:00,29
31-03-07 19:00,24
31-03-07 18:00,17
31-03-07 17:00,14
31-03-07 16:00,15
31-03-07 15:00,18
31-03-07 14:00,19
31-03-07 13:00,18
31-03-07 12:00,18
31-03-07 11:00,25
31-03-07 10:00,25
31-03-07 09:00,31
31-03-07 08:00,45
31-03-07 07:00,49
31-03-07 06:00,59
31-03-07 05:00,46
31-03-07 04:00,46
31-03-07 03:00,39
31-03-07 02:00,37
31-03-07 01:00,38
31-03-07 00:00,42
30-03-07 23:00,58
30-03-07 22:00,47
30-03-07 21:00,61
30-03-07 20:00,58
30-03-07 19:00,31
30-03-07 18:00,30
30-03-07 17:00,19
30-03-07 16:00,16
30-03-07 15:00,20
30-03-07 14:00,17
30-03-07 13:00,15
30-03-07 12:00,12
30-03-07 11:00,15
30-03-07 10:00,13
30-03-07 09:00,15
30-03-07 08:00,16
30-03-07 07:00,26
30-03-07 06:00,36
30-03-07 05:00,62
30-03-07 04:00,46
30-03-07 03:00,22
30-03-07 02:00,17
30-03-07 01:00,14
30-03-07 00:00,16
29-03-07 23:00,18
29-03-07 22:00,20
29-03-07 21:00,20
29-03-07 20:00,16
29-03-07 19:00,15
29-03-07 18:00,13
29-03-07 17:00,14
29-03-07 16:00,11
29-03-07 15:00,12
29-03-07 14:00,11
29-03-07 13:00,12
29-03-07 12:00,11
29-03-07 11:00,11
29-03-07 10:00,14
29-03-07 09:00,14
29-03-07 08:00,15
29-03-07 07:00,17
29-03-07 06:00,16
29-03-07 05:00,17
29-03-07 04:00,17
29-03-07 03:00,11
29-03-07 02:00,24
29-03-07 01:00,14
29-03-07 00:00,13
28-03-07 23:00,10
28-03-07 22:00,11
28-03-07 21:00,12
28-03-07 20:00,24
28-03-07 19:00,15
28-03-07 18:00,9
28-03-07 17:00,23
28-03-07 16:00,18
28-03-07 15:00,12
28-03-07 14:00,21
28-03-07 13:00,24
28-03-07 12:00,24
28-03-07 11:00,32
28-03-07 10:00,47
28-03-07 09:00,51
28-03-07 08:00,63
28-03-07 07:00,90
28-03-07 06:00,78
28-03-07 05:00,61
28-03-07 04:00,53
28-03-07 03:00,43
28-03-07 02:00,39
28-03-07 01:00,30
28-03-07 00:00,36
27-03-07 23:00,28
27-03-07 22:00,35
27-03-07 21:00,44
27-03-07 20:00,44
27-03-07 19:00,38
27-03-07 18:00,29
27-03-07 17:00,19
27-03-07 16:00,26
27-03-07 15:00,27
27-03-07 14:00,27
27-03-07 13:00,29
27-03-07 12:00,30
27-03-07 11:00,24
27-03-07 10:00,33
27-03-07 09:00,51
27-03-07 08:00,79
27-03-07 07:00,78
27-03-07 06:00,92
27-03-07 05:00,76
27-03-07 04:00,53
27-03-07 03:00,35
27-03-07 02:00,36
27-03-07 01:00,22
27-03-07 00:00,19
26-03-07 23:00,19
26-03-07 22:00,18
26-03-07 21:00,21
26-03-07 20:00,25
26-03-07 19:00,24
26-03-07 18:00,22
26-03-07 17:00,22
26-03-07 16:00,21
26-03-07 15:00,27
26-03-07 14:00,23
26-03-07 13:00,20
26-03-07 12:00,19
26-03-07 11:00,25
26-03-07 10:00,34
26-03-07 09:00,48
26-03-07 08:00,89
26-03-07 07:00,119
26-03-07 06:00,85
26-03-07 05:00,82
26-03-07 04:00,58
26-03-07 03:00,35
26-03-07 02:00,28
26-03-07 01:00,30
26-03-07 00:00,27
25-03-07 23:00,28
25-03-07 22:00,27
25-03-07 21:00,24
25-03-07 20:00,22
25-03-07 19:00,18
25-03-07 18:00,16
25-03-07 17:00,14
25-03-07 16:00,12
25-03-07 15:00,11
25-03-07 14:00,11
25-03-07 13:00,12
25-03-07 12:00,12
25-03-07 11:00,13
25-03-07 10:00,13
25-03-07 09:00,13
25-03-07 08:00,14
25-03-07 07:00,15
25-03-07 06:00,15
25-03-07 05:00,16
25-03-07 04:00,16
25-03-07 03:00,14
25-03-07 02:00,12
25-03-07 01:00,14
25-03-07 00:00,12
24-03-07 23:00,10
24-03-07 22:00,11
24-03-07 21:00,16
24-03-07 20:00,11
24-03-07 19:00,13
24-03-07 18:00,14
24-03-07 17:00,15
24-03-07 16:00,15
24-03-07 15:00,16
24-03-07 14:00,12
24-03-07 13:00,12
24-03-07 12:00,14
24-03-07 11:00,16
24-03-07 10:00,17
24-03-07 09:00,17
24-03-07 08:00,17
24-03-07 07:00,16
24-03-07 06:00,14
24-03-07 05:00,17
24-03-07 04:00,12
24-03-07 03:00,12
24-03-07 02:00,12
24-03-07 01:00,12
24-03-07 00:00,11
23-03-07 23:00,21
23-03-07 22:00,24
23-03-07 21:00,19
23-03-07 20:00,20
23-03-07 19:00,23
23-03-07 18:00,27
23-03-07 17:00,34
23-03-07 16:00,28
23-03-07 15:00,31
23-03-07 14:00,37
23-03-07 13:00,26
23-03-07 12:00,27
23-03-07 11:00,35
23-03-07 10:00,35
23-03-07 09:00,29
23-03-07 08:00,35
23-03-07 07:00,45
23-03-07 06:00,25
23-03-07 05:00,18
23-03-07 04:00,18
23-03-07 03:00,14
23-03-07 02:00,12
23-03-07 01:00,13
23-03-07 00:00,15
22-03-07 23:00,19
22-03-07 22:00,22
22-03-07 21:00,21
22-03-07 20:00,18
22-03-07 19:00,22
22-03-07 18:00,26
22-03-07 17:00,25
22-03-07 16:00,22
22-03-07 15:00,15
22-03-07 14:00,17
22-03-07 13:00,22
22-03-07 12:00,24
22-03-07 11:00,29
22-03-07 10:00,24
22-03-07 09:00,31
22-03-07 08:00,41
22-03-07 07:00,29
22-03-07 06:00,21
22-03-07 05:00,16
22-03-07 04:00,13
22-03-07 03:00,13
22-03-07 02:00,13
22-03-07 01:00,13
22-03-07 00:00,12
21-03-07 23:00,13
21-03-07 22:00,15
21-03-07 21:00,17
21-03-07 20:00,23
21-03-07 19:00,27
21-03-07 18:00,31
21-03-07 17:00,35
21-03-07 16:00,41
21-03-07 15:00,32
21-03-07 14:00,36
21-03-07 13:00,36
21-03-07 12:00,35
21-03-07 11:00,24
21-03-07 10:00,33
21-03-07 09:00,38
21-03-07 08:00,38
21-03-07 07:00,28
21-03-07 06:00,18
21-03-07 05:00,13
21-03-07 04:00,14
21-03-07 03:00,12
21-03-07 02:00,12
21-03-07 01:00,15
21-03-07 00:00,16
20-03-07 23:00,19
20-03-07 22:00,21
20-03-07 21:00,28
20-03-07 20:00,35
20-03-07 19:00,34
20-03-07 18:00,34
20-03-07 17:00,28
20-03-07 16:00,32
20-03-07 15:00,28
20-03-07 14:00,32
20-03-07 13:00,28
20-03-07 12:00,28
20-03-07 11:00,28
20-03-07 10:00,31
20-03-07 09:00,31
20-03-07 08:00,44
20-03-07 07:00,33
20-03-07 06:00,21
20-03-07 05:00,17
20-03-07 04:00,21
20-03-07 03:00,21
20-03-07 02:00,23
20-03-07 01:00,32
20-03-07 00:00,35
19-03-07 23:00,47
19-03-07 22:00,36
19-03-07 21:00,39
19-03-07 20:00,29
19-03-07 19:00,27
19-03-07 18:00,17
19-03-07 17:00,15
19-03-07 16:00,15
19-03-07 15:00,14
19-03-07 14:00,16
19-03-07 13:00,22
19-03-07 12:00,21
19-03-07 11:00,16
19-03-07 10:00,24
19-03-07 09:00,23
19-03-07 08:00,27
19-03-07 07:00,21
19-03-07 06:00,14
19-03-07 05:00,9
19-03-07 04:00,8
19-03-07 03:00,8
19-03-07 02:00,8
19-03-07 01:00,8
19-03-07 00:00,8
18-03-07 23:00,9
18-03-07 22:00,8
18-03-07 21:00,8
18-03-07 20:00,9
18-03-07 19:00,9
18-03-07 18:00,9
18-03-07 17:00,8
18-03-07 16:00,8
18-03-07 15:00,8
18-03-07 14:00,8
18-03-07 13:00,8
18-03-07 12:00,9
18-03-07 11:00,10
18-03-07 10:00,7
18-03-07 09:00,6
18-03-07 08:00,6
18-03-07 07:00,6
18-03-07 06:00,7
18-03-07 05:00,7
18-03-07 04:00,8
18-03-07 03:00,9
18-03-07 02:00,9
18-03-07 01:00,10
18-03-07 00:00,12
17-03-07 23:00,13
17-03-07 22:00,13
17-03-07 21:00,15
17-03-07 20:00,16
17-03-07 19:00,17
17-03-07 18:00,16
17-03-07 17:00,15
17-03-07 16:00,17
17-03-07 15:00,17
17-03-07 14:00,16
17-03-07 13:00,19
17-03-07 12:00,21
17-03-07 11:00,19
17-03-07 10:00,18
17-03-07 09:00,17
17-03-07 08:00,17
17-03-07 07:00,15
17-03-07 06:00,13
17-03-07 05:00,12
17-03-07 04:00,10
17-03-07 03:00,9
17-03-07 02:00,11
17-03-07 01:00,14
17-03-07 00:00,15
16-03-07 23:00,27
16-03-07 22:00,40
16-03-07 21:00,58
16-03-07 20:00,57
16-03-07 19:00,62
16-03-07 18:00,46
16-03-07 17:00,38
16-03-07 16:00,33
16-03-07 15:00,35
16-03-07 14:00,27
16-03-07 13:00,25
16-03-07 12:00,24
16-03-07 11:00,27
16-03-07 10:00,32
16-03-07 09:00,49
16-03-07 08:00,72
16-03-07 07:00,66
16-03-07 06:00,46
16-03-07 05:00,32
16-03-07 04:00,21
16-03-07 03:00,19
16-03-07 02:00,21
16-03-07 01:00,22
16-03-07 00:00,24
15-03-07 23:00,35
15-03-07 22:00,47
15-03-07 21:00,58
15-03-07 20:00,65
15-03-07 19:00,83
15-03-07 18:00,37
15-03-07 17:00,26
