Datum Zeit,Zittau-Ost PM10
,µg/m³
31-03-07,43
30-03-07,49
29-03-07,40
28-03-07,46
27-03-07,50
26-03-07,58
25-03-07,55
24-03-07,124
23-03-07,24
22-03-07,13
21-03-07,9
20-03-07,25
19-03-07,25
18-03-07,11
17-03-07,40
16-03-07,66
15-03-07,40
14-03-07,45
13-03-07,36
12-03-07,37
11-03-07,39
10-03-07,25
09-03-07,49
08-03-07,25
07-03-07,37
06-03-07,25
05-03-07,20
04-03-07,31
03-03-07,14
02-03-07,7
01-03-07,5

